Neural Network Name, Layer Number, NumPEs, Runtime (Cycles), Activity count-based Energy (nJ), Throughput (MACs/Cycle), Throughput Per Energy (GMACs/s*J), Area, Power, NoC BW Req (Elements/cycle), Avg BW Req, Peak BW Req, Vector Width, Offchip BW Req (Elements/cycle),  L2 SRAM Size Req (Bytes), L1 SRAM Size Req (Bytes), Multicasting Factor (Weight), Multicasting Factor (Input), Num Total Input Pixels, Num Total Weight Pixels, Ops/J, Num MACs, PE power, L1 power, L2 power, NOC power, input l1 read, input l1 write, input l2 read, input l2 write, input reuse factor,filter l1 read, filter l1 write, filter l2 read, filter l2 write, filter reuse factor,output l1 read, output l1 write, output l2 read, output l2 write, output reuse factor,Ingress Delay (Min), Ingress Delay (Max), Ingress Delay (Avg), Egress Delay (Min), Egress Delay (Max),  Egress Delay (Avg),Compute Delay (Min), Compute Delay (Min), Compute Delay (Avg),Avg number of utilized PEs, Arithmetic Intensity
Resnet50,CONV2_3_2,88704,6720807,86240.2,15.9944,185464,4.0439e+12,3.8391e+06,0,0,0,1,0,82784,54,1,1,200704,36864,1.24647e+12,107495424,108423,16525.6,285.605,3.71387e+06,107495424, 417136, 417136, 200704, 257.699, 107495424, 119808, 119808, 36864, 897.231, 107495424, 107495424, 186624, 746496, 1, 18, 71, 65, 92, 92, 92, 210023, 210023, 210023, 16, 185.963
Resnet50,CONV2_3_3,88704,25921283,227733,1.98216,8703.88,4.0439e+12,3.82418e+06,0,0.491071,0,1,0,15808,6,1,1,200704,16384,2.25616e+11,51380224,108423,1836.17,54.5376,3.71387e+06,51380224, 388864, 388864, 200704, 132.129, 51380224, 889344, 889344, 16384, 57.7732, 51380224, 51380224, 802816, 12845056, 1, 1, 3, 2, 28, 28, 28, 14465, 14465, 14465, 2, 38.9565
Resnet50,CONV2_3_Residual,88704,917773,90219.3,0.874744,9695.74,4.0439e+12,3.82417e+06,0,0.859375,0,1,0,12552,6,1,1,802816,256,8.89849e+09,802816,108423,1836.17,43.3044,3.71387e+06,802816, 802816, 802816, 802816, 1, 802816, 508, 508, 256, 1580.35, 802816, 802816, 802816, 802816, 1, 13, 13, 13, 13, 13, 13, 3585, 3585, 3585, 1, 1
Resnet50,CONV3_1_1,88704,27302913,61966.6,0.940929,15184.4,4.0439e+12,3.82414e+06,0,0.469308,0,1,0,3952,6,1,1,802816,32768,4.1458e+11,25690112,108423,1836.17,13.6344,3.71387e+06,25690112, 401352, 401352, 802816, 64.0089, 25690112, 32768, 32768, 32768, 784, 25690112, 25690112, 401408, 12845056, 1, 1, 1, 1, 7, 7, 7, 3809, 3809, 3809, 1, 64
Resnet50,CONV3_1_2,88704,102462467,64094.9,0.972847,15178.2,4.0439e+12,3.83882e+06,0,0.0386118,0,1,0,1744,54,1,1,100352,147456,1.5552e+12,99680256,108423,16525.6,6.0168,3.71387e+06,99680256, 199680, 199680, 100352, 499.2, 99680256, 3826656, 3826656, 147456, 26.0489, 99680256, 99680256, 86528, 1384448, 1, 2, 3, 2, 1, 1, 1, 7697, 7697, 7697, 1, 26
Resnet50,CONV3_1_3,88704,12945554,161368,3.96895,24595.7,4.0439e+12,3.8247e+06,0,0,0,1,0,166912,6,1,1,100352,65536,3.18405e+11,51380224,108423,1836.17,575.846,3.71387e+06,51380224, 250880, 250880, 100352, 204.8, 51380224, 122880, 122880, 65536, 418.133, 51380224, 51380224, 401408, 802816, 1, 32, 130, 91, 196, 196, 196, 809089, 809089, 809089, 4, 96.4923
Resnet50,CONV3_1_Residual,88704,32345,84716.5,12.4102,146491,4.0439e+12,3.82421e+06,12,12.3594,12,1,12,25216,6,1,1,401408,512,4.73825e+09,401408,108423,1836.17,86.9952,3.71387e+06,401408, 401408, 401408, 401408, 1, 401408, 512, 512, 512, 784, 401408, 401408, 401408, 401408, 1, 25, 25, 25, 25, 25, 25, 505, 505, 505, 16, 1
Resnet50,CONV3_2_1,88704,27297794,58613.3,0.941106,16056.2,4.0439e+12,3.82417e+06,0,0.466797,0,1,0,13192,6,1,1,200704,32768,4.38298e+11,25690112,108423,1836.17,45.5124,3.71387e+06,25690112, 401212, 401212, 200704, 64.0313, 25690112, 32768, 32768, 32768, 784, 25690112, 25690112, 100352, 12845056, 1, 1, 2, 1, 25, 25, 25, 13329, 13329, 13329, 1, 64
Resnet50,CONV3_2_2,88704,102462467,64094.8,0.972847,15178.2,4.0439e+12,3.83882e+06,0,0.0386118,0,1,0,1744,54,1,1,100352,147456,1.5552e+12,99680256,108423,16525.6,6.0168,3.71387e+06,99680256, 199680, 199680, 100352, 499.2, 99680256, 3826656, 3826656, 147456, 26.0489, 99680256, 99680256, 86528, 1384448, 1, 2, 3, 2, 1, 1, 1, 7697, 7697, 7697, 1, 26
Resnet50,CONV3_2_3,88704,12945554,161368,3.96895,24595.7,4.0439e+12,3.8247e+06,0,0,0,1,0,166912,6,1,1,100352,65536,3.18405e+11,51380224,108423,1836.17,575.846,3.71387e+06,51380224, 250880, 250880, 100352, 204.8, 51380224, 122880, 122880, 65536, 418.133, 51380224, 51380224, 401408, 802816, 1, 32, 130, 91, 196, 196, 196, 809089, 809089, 809089, 4, 96.4923
Resnet50,CONV3_2_Residual,88704,32345,84716.5,12.4102,146491,4.0439e+12,3.82421e+06,12,12.3594,12,1,12,25216,6,1,1,401408,512,4.73825e+09,401408,108423,1836.17,86.9952,3.71387e+06,401408, 401408, 401408, 401408, 1, 401408, 512, 512, 512, 784, 401408, 401408, 401408, 401408, 1, 25, 25, 25, 25, 25, 25, 505, 505, 505, 16, 1
Resnet50,CONV3_3_1,88704,27297794,58613.3,0.941106,16056.2,4.0439e+12,3.82417e+06,0,0.466797,0,1,0,13192,6,1,1,200704,32768,4.38298e+11,25690112,108423,1836.17,45.5124,3.71387e+06,25690112, 401212, 401212, 200704, 64.0313, 25690112, 32768, 32768, 32768, 784, 25690112, 25690112, 100352, 12845056, 1, 1, 2, 1, 25, 25, 25, 13329, 13329, 13329, 1, 64
Resnet50,CONV3_3_2,88704,102462467,64094.8,0.972847,15178.2,4.0439e+12,3.83882e+06,0,0.0386118,0,1,0,1744,54,1,1,100352,147456,1.5552e+12,99680256,108423,16525.6,6.0168,3.71387e+06,99680256, 199680, 199680, 100352, 499.2, 99680256, 3826656, 3826656, 147456, 26.0489, 99680256, 99680256, 86528, 1384448, 1, 2, 3, 2, 1, 1, 1, 7697, 7697, 7697, 1, 26
Resnet50,CONV3_3_3,88704,12945554,161368,3.96895,24595.7,4.0439e+12,3.8247e+06,0,0,0,1,0,166912,6,1,1,100352,65536,3.18405e+11,51380224,108423,1836.17,575.846,3.71387e+06,51380224, 250880, 250880, 100352, 204.8, 51380224, 122880, 122880, 65536, 418.133, 51380224, 51380224, 401408, 802816, 1, 32, 130, 91, 196, 196, 196, 809089, 809089, 809089, 4, 96.4923
Resnet50,CONV3_3_Residual,88704,32345,84716.5,12.4102,146491,4.0439e+12,3.82421e+06,12,12.3594,12,1,12,25216,6,1,1,401408,512,4.73825e+09,401408,108423,1836.17,86.9952,3.71387e+06,401408, 401408, 401408, 401408, 1, 401408, 512, 512, 512, 784, 401408, 401408, 401408, 401408, 1, 25, 25, 25, 25, 25, 25, 505, 505, 505, 16, 1
Resnet50,CONV3_4_1,88704,27297794,58613.3,0.941106,16056.2,4.0439e+12,3.82417e+06,0,0.466797,0,1,0,13192,6,1,1,200704,32768,4.38298e+11,25690112,108423,1836.17,45.5124,3.71387e+06,25690112, 401212, 401212, 200704, 64.0313, 25690112, 32768, 32768, 32768, 784, 25690112, 25690112, 100352, 12845056, 1, 1, 2, 1, 25, 25, 25, 13329, 13329, 13329, 1, 64
Resnet50,CONV3_4_2,88704,102462467,64094.8,0.972847,15178.2,4.0439e+12,3.83882e+06,0,0.0386118,0,1,0,1744,54,1,1,100352,147456,1.5552e+12,99680256,108423,16525.6,6.0168,3.71387e+06,99680256, 199680, 199680, 100352, 499.2, 99680256, 3826656, 3826656, 147456, 26.0489, 99680256, 99680256, 86528, 1384448, 1, 2, 3, 2, 1, 1, 1, 7697, 7697, 7697, 1, 26
Resnet50,CONV3_4_3,88704,12945554,161368,3.96895,24595.7,4.0439e+12,3.8247e+06,0,0,0,1,0,166912,6,1,1,100352,65536,3.18405e+11,51380224,108423,1836.17,575.846,3.71387e+06,51380224, 250880, 250880, 100352, 204.8, 51380224, 122880, 122880, 65536, 418.133, 51380224, 51380224, 401408, 802816, 1, 32, 130, 91, 196, 196, 196, 809089, 809089, 809089, 4, 96.4923
Resnet50,CONV3_4_Residual,88704,32345,84716.5,12.4102,146491,4.0439e+12,3.82421e+06,12,12.3594,12,1,12,25216,6,1,1,401408,512,4.73825e+09,401408,108423,1836.17,86.9952,3.71387e+06,401408, 401408, 401408, 401408, 1, 401408, 512, 512, 512, 784, 401408, 401408, 401408, 401408, 1, 25, 25, 25, 25, 25, 25, 505, 505, 505, 16, 1
Resnet50,CONV4_1_1,88704,12845543,17729.3,1.99992,112804,4.0439e+12,3.8242e+06,0,0.232143,0,1,0,20416,6,1,1,401408,131072,1.44902e+12,25690112,108423,1836.17,70.4352,3.71387e+06,25690112, 100352, 100352, 401408, 256, 25690112, 3227648, 3227648, 131072, 7.95939, 25690112, 25690112, 200704, 100352, 1, 7, 39, 29, 1, 1, 1, 28673, 28673, 28673, 4, 7
Resnet50,CONV4_1_2,88704,10718229,50438,7.92432,157110,4.0439e+12,3.83886e+06,0,0.0996094,0,1,0,11648,54,1,1,50176,589824,1.68394e+12,84934656,108423,16525.6,40.1856,3.71387e+06,84934656, 387072, 387072, 50176, 219.429, 84934656, 589824, 589824, 589824, 144, 84934656, 84934656, 36864, 589824, 1, 2, 21, 4, 3, 3, 3, 10467, 10467, 10467, 8, 216
