latency,energy,area,power,cnt_pes,l1_mem,l2_mem,edp,pe_util,noc_bw_req,l1_mem_req,l2_mem_req
1.0,0.045050247903464784,0.0770115909454248,0.06446747916023031,0.08087397939813212,-0.13979083979029117,-0.025185335904383536,0.8524434310421967,-0.7699934970914016,-0.8808171828056859,-0.13885961595316673,-0.0680544570538996
0.04505024790346479,1.0,-0.8593799659884798,-0.8719134977159922,-0.8572901150966489,-0.5339890301609973,-0.9278460895622189,0.5006840665348407,-0.46811088673163037,0.17933123600931236,-0.5334023052715394,-0.9526222262654893
0.0770115909454248,-0.8593799659884797,1.0,0.9962311199055639,0.9999631142605174,0.4319572501882873,0.8774677125894534,-0.3509800314000659,0.41908033200302736,-0.21452168883521985,0.43130704779226275,0.884071749821417
0.06446747916023031,-0.8719134977159924,0.996231119905564,1.0,0.9960038402738725,0.4897113271728091,0.8853487965421248,-0.3692473553906041,0.42889573234864775,-0.21037621134724027,0.4899060925672646,0.8924809895842377
0.08087397939813211,-0.8572901150966488,0.9999631142605174,0.9960038402738726,1.0,0.4304253851858748,0.875615700626632,-0.34722206064515265,0.4163215712621871,-0.21770141343174343,0.4297826518642045,0.8821200553675889
-0.13979083979029117,-0.5339890301609974,0.43195725018828734,0.489711327172809,0.43042538518587475,1.0,0.47567370202264264,-0.4070447898361071,0.3458356815007542,-0.020836999295041996,0.9945433848837995,0.48570526802653013
-0.025185335904383536,-0.927846089562219,0.8774677125894534,0.8853487965421248,0.875615700626632,0.4756737020226427,1.0,-0.45471012284166307,0.465673352054988,-0.16620963953867657,0.4749535235547471,0.980028955965574
0.8524434310421968,0.5006840665348407,-0.3509800314000659,-0.36924735539060405,-0.34722206064515265,-0.4070447898361071,-0.45471012284166307,1.0,-0.8978408896148727,-0.6392768519367685,-0.40623352958861814,-0.5044548186339607
-0.7699934970914016,-0.4681108867316304,0.41908033200302736,0.4288957323486477,0.4163215712621871,0.3458356815007542,0.46567335205498805,-0.8978408896148727,1.0,0.7066750754898988,0.3440776529746204,0.5116846216670572
-0.8808171828056858,0.17933123600931236,-0.21452168883521983,-0.2103762113472403,-0.21770141343174343,-0.020836999295041996,-0.16620963953867657,-0.6392768519367685,0.7066750754898989,1.0,-0.022296697659305403,-0.13553263863184095
-0.13885961595316673,-0.5334023052715394,0.43130704779226275,0.4899060925672646,0.42978265186420456,0.9945433848837993,0.4749535235547472,-0.4062335295886181,0.3440776529746204,-0.0222966976593054,1.0,0.48522373052118106
-0.0680544570538996,-0.9526222262654894,0.8840717498214171,0.8924809895842377,0.8821200553675889,0.48570526802653013,0.980028955965574,-0.5044548186339607,0.5116846216670571,-0.13553263863184095,0.485223730521181,1.0
