l1_size,l2_size,noc_bw,offchip_bw,dim_num,dim_out,dim_mid,dim_in,p_c,p_k,p_x,p_y,p_r,p_s,o_c_out_0,o_k_out_0,o_x_out_0,o_y_out_0,o_r_out_0,o_s_out_0,o_c_mid_0,o_k_mid_0,o_x_mid_0,o_y_mid_0,o_r_mid_0,o_s_mid_0,o_c_in_0,o_k_in_0,o_x_in_0,o_y_in_0,o_r_in_0,o_s_in_0,t_c_d1_0,t_c_d2_0,t_c_d3_0,t_k_d1_0,t_k_d2_0,t_k_d3_0,t_x_d1_0,t_x_d2_0,t_x_d3_0,t_y_d1_0,t_y_d2_0,t_y_d3_0,o_c_out_1,o_k_out_1,o_x_out_1,o_y_out_1,o_r_out_1,o_s_out_1,o_c_mid_1,o_k_mid_1,o_x_mid_1,o_y_mid_1,o_r_mid_1,o_s_mid_1,o_c_in_1,o_k_in_1,o_x_in_1,o_y_in_1,o_r_in_1,o_s_in_1,t_c_d1_1,t_c_d2_1,t_c_d3_1,t_k_d1_1,t_k_d2_1,t_k_d3_1,t_x_d1_1,t_x_d2_1,t_x_d3_1,t_y_d1_1,t_y_d2_1,t_y_d3_1,o_c_out_2,o_k_out_2,o_x_out_2,o_y_out_2,o_r_out_2,o_s_out_2,o_c_mid_2,o_k_mid_2,o_x_mid_2,o_y_mid_2,o_r_mid_2,o_s_mid_2,o_c_in_2,o_k_in_2,o_x_in_2,o_y_in_2,o_r_in_2,o_s_in_2,t_c_d1_2,t_c_d2_2,t_c_d3_2,t_k_d1_2,t_k_d2_2,t_k_d3_2,t_x_d1_2,t_x_d2_2,t_x_d3_2,t_y_d1_2,t_y_d2_2,t_y_d3_2,o_c_out_3,o_k_out_3,o_x_out_3,o_y_out_3,o_r_out_3,o_s_out_3,o_c_mid_3,o_k_mid_3,o_x_mid_3,o_y_mid_3,o_r_mid_3,o_s_mid_3,o_c_in_3,o_k_in_3,o_x_in_3,o_y_in_3,o_r_in_3,o_s_in_3,t_c_d1_3,t_c_d2_3,t_c_d3_3,t_k_d1_3,t_k_d2_3,t_k_d3_3,t_x_d1_3,t_x_d2_3,t_x_d3_3,t_y_d1_3,t_y_d2_3,t_y_d3_3,o_c_out_4,o_k_out_4,o_x_out_4,o_y_out_4,o_r_out_4,o_s_out_4,o_c_mid_4,o_k_mid_4,o_x_mid_4,o_y_mid_4,o_r_mid_4,o_s_mid_4,o_c_in_4,o_k_in_4,o_x_in_4,o_y_in_4,o_r_in_4,o_s_in_4,t_c_d1_4,t_c_d2_4,t_c_d3_4,t_k_d1_4,t_k_d2_4,t_k_d3_4,t_x_d1_4,t_x_d2_4,t_x_d3_4,t_y_d1_4,t_y_d2_4,t_y_d3_4,o_c_out_5,o_k_out_5,o_x_out_5,o_y_out_5,o_r_out_5,o_s_out_5,o_c_mid_5,o_k_mid_5,o_x_mid_5,o_y_mid_5,o_r_mid_5,o_s_mid_5,o_c_in_5,o_k_in_5,o_x_in_5,o_y_in_5,o_r_in_5,o_s_in_5,t_c_d1_5,t_c_d2_5,t_c_d3_5,t_k_d1_5,t_k_d2_5,t_k_d3_5,t_x_d1_5,t_x_d2_5,t_x_d3_5,t_y_d1_5,t_y_d2_5,t_y_d3_5,o_c_out_6,o_k_out_6,o_x_out_6,o_y_out_6,o_r_out_6,o_s_out_6,o_c_mid_6,o_k_mid_6,o_x_mid_6,o_y_mid_6,o_r_mid_6,o_s_mid_6,o_c_in_6,o_k_in_6,o_x_in_6,o_y_in_6,o_r_in_6,o_s_in_6,t_c_d1_6,t_c_d2_6,t_c_d3_6,t_k_d1_6,t_k_d2_6,t_k_d3_6,t_x_d1_6,t_x_d2_6,t_x_d3_6,t_y_d1_6,t_y_d2_6,t_y_d3_6,latency,energy,area,power,cnt_pes,l1_mem,l2_mem,edp,pe_util,noc_bw_req,l1_mem_req,l2_mem_req
128000.0,1024000.0,256.0,64.0,2.0,2.0,6.0,20.0,2.0,5.0,4.0,2.0,3.0,3.0,4.0,6.0,5.0,4.0,1.0,3.0,4.0,2.0,3.0,3.0,4.0,2.0,2.0,5.0,5.0,4.0,4.0,6.0,8.0,512.0,1.0,3.0,1536.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,5.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,5.0,5.0,4.0,64.0,1.0,1.0,128.0,1.0,64.0,128.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,3.0,6.0,5.0,4.0,4.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,3.0,1.0,1.0,16.0,1.0,4.0,1.0,1.0,32.0,64.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,2.0,1.0,6.0,2.0,5.0,3.0,4.0,6.0,2.0,1.0,5.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,64.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,3.0,2.0,2.0,1.0,3.0,6.0,5.0,6.0,5.0,1.0,5.0,6.0,3.0,5.0,2.0,128.0,2.0,1.0,2048.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,5.0,2.0,3.0,1.0,3.0,6.0,2.0,3.0,3.0,6.0,4.0,128.0,128.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,3.0,5.0,6.0,5.0,5.0,2.0,4.0,6.0,4.0,3.0,6.0,1.0,5.0,3.0,3.0,16.0,2.0,1.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1245311697.0,21507227.599999994,54247100.0,0.6138881701388889,120.0,514.0,99328.0,2.6783202100321228e+16,71.16302229166666,31.99250262083333,133.0,11411.805555555555
32000.0,16000000.0,256.0,64.0,2.0,18.0,32.0,24.0,4.0,6.0,6.0,5.0,1.0,4.0,4.0,3.0,6.0,4.0,3.0,3.0,5.0,1.0,1.0,6.0,1.0,5.0,6.0,4.0,4.0,4.0,5.0,2.0,128.0,128.0,1.0,768.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,1.0,1.0,1.0,5.0,2.0,4.0,1.0,5.0,6.0,6.0,6.0,6.0,2.0,2.0,4.0,1.0,2.0,16.0,1.0,64.0,64.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,1.0,6.0,1.0,5.0,6.0,4.0,1.0,1.0,1.0,5.0,6.0,4.0,5.0,1.0,5.0,4.0,2.0,1.0,64.0,32.0,1.0,16.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,6.0,4.0,2.0,6.0,1.0,5.0,4.0,5.0,5.0,5.0,4.0,6.0,4.0,5.0,4.0,32.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,2.0,3.0,5.0,6.0,5.0,3.0,2.0,2.0,6.0,6.0,6.0,2.0,4.0,3.0,2.0,5.0,32.0,64.0,1.0,1024.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,1.0,6.0,4.0,4.0,3.0,6.0,6.0,4.0,2.0,6.0,6.0,1.0,3.0,512.0,64.0,1.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,3.0,6.0,5.0,4.0,6.0,3.0,6.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,8.0,256.0,1.0,128.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,532395264.0,13383392.32,596795000.0,4.183354861111112,768.0,514.0,786432.0,7125254687421973.0,267.3473472222223,120.96677122569443,133.0,92845.11111111111
4096.0,16000000.0,256.0,64.0,1.0,36.0,34.0,2.0,4.0,1.0,4.0,1.0,6.0,1.0,6.0,3.0,5.0,5.0,6.0,5.0,5.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,8.0,768.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,4.0,3.0,6.0,6.0,1.0,3.0,2.0,2.0,6.0,1.0,3.0,3.0,6.0,3.0,6.0,1.0,2.0,1.0,16.0,32.0,1.0,8.0,64.0,1.0,1.0,1.0,1.0,2.0,6.0,4.0,2.0,1.0,6.0,5.0,6.0,1.0,5.0,1.0,2.0,2.0,3.0,6.0,2.0,5.0,2.0,64.0,32.0,1.0,8.0,4.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,2.0,2.0,6.0,2.0,5.0,3.0,5.0,1.0,1.0,5.0,1.0,3.0,1.0,4.0,8.0,32.0,1.0,128.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,5.0,4.0,5.0,3.0,2.0,6.0,2.0,2.0,4.0,1.0,5.0,4.0,1.0,6.0,2.0,5.0,32.0,64.0,1.0,256.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,3.0,3.0,3.0,6.0,4.0,3.0,6.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,1.0,512.0,1.0,256.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,4.0,6.0,5.0,3.0,5.0,1.0,6.0,2.0,1.0,4.0,5.0,6.0,5.0,4.0,3.0,2.0,32.0,128.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7239368992.0,48290453.0,1518260.0,0.016084449999999997,2.0,514.0,514.0,3.4959240805783334e+17,1.0,1.7417823958333334,133.0,133.0
512000.0,8192000.0,256.0,64.0,3.0,14.0,28.0,4.0,2.0,5.0,1.0,1.0,2.0,3.0,1.0,5.0,1.0,3.0,5.0,4.0,1.0,3.0,2.0,1.0,6.0,6.0,6.0,5.0,3.0,2.0,3.0,6.0,16.0,8.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,4.0,6.0,1.0,1.0,5.0,4.0,4.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,1.0,16.0,2.0,1.0,16.0,8.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,1.0,1.0,1.0,2.0,6.0,5.0,6.0,3.0,3.0,16.0,8.0,1.0,32.0,64.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0,6.0,2.0,3.0,5.0,2.0,4.0,2.0,8.0,8.0,1.0,64.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,3.0,5.0,2.0,1.0,6.0,5.0,5.0,5.0,2.0,6.0,4.0,4.0,1.0,512.0,1.0,1.0,128.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,6.0,4.0,5.0,1.0,6.0,2.0,6.0,2.0,3.0,4.0,3.0,1.0,256.0,128.0,1.0,16.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,5.0,3.0,6.0,1.0,5.0,2.0,6.0,3.0,1.0,2.0,4.0,2.0,2.0,5.0,5.0,64.0,128.0,1.0,128.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,587186341.0,12957889.280000001,1857020000.0,9.06755388888889,1568.0,514.0,2424832.0,7608695593406325.0,11.988092708333333,1.828194965277778,133.0,184665.77777777778
128000.0,32000000.0,256.0,64.0,3.0,26.0,2.0,20.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,6.0,6.0,5.0,4.0,2.0,3.0,6.0,1.0,3.0,5.0,3.0,6.0,6.0,3.0,1.0,1.0,3.0,128.0,4.0,1.0,192.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,4.0,6.0,3.0,3.0,2.0,6.0,1.0,4.0,1.0,3.0,3.0,4.0,5.0,5.0,8.0,1.0,1.0,2.0,8.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,5.0,2.0,2.0,3.0,6.0,2.0,3.0,2.0,5.0,4.0,1.0,5.0,1.0,1.0,6.0,4.0,8.0,1.0,1.0,32.0,1.0,64.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,4.0,3.0,3.0,6.0,6.0,1.0,5.0,2.0,5.0,4.0,1.0,4.0,3.0,3.0,8.0,64.0,1.0,64.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,2.0,6.0,6.0,2.0,4.0,4.0,1.0,1.0,2.0,6.0,4.0,3.0,5.0,2.0,5.0,2.0,4.0,1.0,2.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,6.0,4.0,4.0,3.0,3.0,3.0,4.0,3.0,3.0,6.0,6.0,4.0,4.0,5.0,1.0,256.0,32.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,6.0,3.0,5.0,3.0,6.0,2.0,2.0,4.0,6.0,5.0,2.0,3.0,4.0,2.0,3.0,1.0,128.0,4.0,1.0,2.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1493834154.0,15848158.66,951957000.0,5.4399898263888895,1040.0,514.0,136192.0,2.367452068431887e+16,4.0,0.5268859496527778,133.0,25201.777777777777
32000.0,32000.0,256.0,64.0,2.0,2.0,16.0,18.0,4.0,6.0,2.0,6.0,3.0,6.0,6.0,2.0,4.0,5.0,4.0,5.0,3.0,3.0,2.0,1.0,3.0,6.0,5.0,4.0,3.0,3.0,1.0,3.0,2.0,512.0,1.0,4.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,6.0,2.0,2.0,6.0,3.0,2.0,1.0,3.0,6.0,1.0,6.0,5.0,6.0,4.0,2.0,64.0,1.0,8.0,64.0,1.0,2.0,64.0,1.0,1.0,1.0,1.0,6.0,5.0,1.0,1.0,1.0,2.0,6.0,5.0,1.0,1.0,5.0,1.0,4.0,1.0,4.0,2.0,6.0,3.0,1.0,8.0,1.0,128.0,128.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0,1.0,4.0,3.0,2.0,4.0,2.0,3.0,1.0,6.0,64.0,32.0,1.0,512.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,2.0,4.0,2.0,5.0,4.0,2.0,5.0,5.0,2.0,6.0,1.0,5.0,2.0,3.0,6.0,512.0,1.0,1.0,16.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,6.0,4.0,6.0,3.0,1.0,5.0,5.0,3.0,3.0,1.0,1.0,6.0,6.0,6.0,256.0,128.0,1.0,512.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,6.0,3.0,6.0,5.0,4.0,6.0,5.0,3.0,3.0,1.0,4.0,1.0,6.0,3.0,4.0,32.0,1.0,128.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1851322203.0,26262745.060000002,153808000.0,1.4835361458333332,288.0,514.0,229376.0,4.862080304130657e+16,8.57638888888889,4.755591138888889,133.0,26600.055555555555
512000.0,16000000.0,256.0,64.0,2.0,18.0,46.0,48.0,5.0,3.0,5.0,3.0,2.0,6.0,2.0,1.0,4.0,2.0,6.0,5.0,4.0,1.0,2.0,5.0,1.0,2.0,1.0,2.0,2.0,6.0,3.0,2.0,8.0,2.0,1.0,48.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,6.0,3.0,5.0,6.0,2.0,1.0,6.0,2.0,4.0,1.0,2.0,5.0,5.0,5.0,5.0,64.0,8.0,1.0,2.0,64.0,1.0,4.0,32.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,3.0,4.0,6.0,2.0,3.0,1.0,5.0,5.0,3.0,1.0,4.0,4.0,5.0,6.0,128.0,1.0,1.0,4.0,64.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,3.0,3.0,1.0,5.0,5.0,1.0,2.0,3.0,5.0,3.0,4.0,6.0,32.0,16.0,1.0,256.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,5.0,1.0,6.0,5.0,4.0,2.0,2.0,4.0,1.0,5.0,5.0,2.0,3.0,1.0,4.0,1.0,64.0,32.0,1.0,32.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,3.0,5.0,5.0,6.0,6.0,3.0,4.0,6.0,3.0,6.0,6.0,6.0,2.0,2048.0,512.0,1.0,512.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,5.0,2.0,3.0,4.0,5.0,2.0,6.0,1.0,4.0,5.0,4.0,2.0,5.0,2.0,1.0,1.0,128.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1221003124.0,17358066.98,3334490000.0,12.55627326388889,2208.0,514.0,294912.0,2.119425400918125e+16,9.244005208333334,1.8879855208333334,133.0,19735.229166666668
32000.0,32000000.0,256.0,64.0,1.0,14.0,34.0,8.0,2.0,4.0,2.0,6.0,2.0,2.0,1.0,3.0,1.0,3.0,6.0,3.0,6.0,3.0,3.0,5.0,4.0,2.0,2.0,6.0,4.0,4.0,1.0,4.0,1.0,512.0,1.0,3.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,5.0,1.0,3.0,1.0,6.0,5.0,4.0,4.0,5.0,6.0,1.0,1.0,3.0,5.0,1.0,8.0,1.0,8.0,16.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,3.0,3.0,4.0,4.0,6.0,3.0,3.0,1.0,3.0,4.0,4.0,6.0,2.0,6.0,4.0,2.0,4.0,1.0,16.0,2.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,2.0,3.0,1.0,5.0,2.0,2.0,3.0,2.0,5.0,1.0,4.0,2.0,1.0,2.0,1.0,128.0,256.0,1.0,8.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,6.0,1.0,3.0,6.0,4.0,3.0,1.0,4.0,4.0,2.0,2.0,1.0,4.0,1.0,32.0,32.0,1.0,16.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,5.0,4.0,3.0,6.0,1.0,5.0,4.0,4.0,1.0,4.0,5.0,4.0,4.0,2.0,64.0,64.0,1.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0,2.0,2.0,2.0,5.0,6.0,4.0,3.0,1.0,5.0,4.0,6.0,1.0,512.0,1.0,1024.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7239368992.0,65529010.0,3853260.0,0.044187950000000004,8.0,514.0,514.0,4.743886830704579e+17,1.0,1.0072524305555555,133.0,133.0
256.0,512000.0,256.0,64.0,3.0,30.0,12.0,40.0,3.0,2.0,5.0,5.0,4.0,3.0,4.0,2.0,6.0,2.0,6.0,4.0,5.0,5.0,4.0,4.0,4.0,6.0,5.0,5.0,3.0,5.0,6.0,1.0,32.0,8.0,1.0,768.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,2.0,1.0,5.0,3.0,6.0,5.0,6.0,6.0,2.0,1.0,5.0,1.0,1.0,32.0,1.0,4.0,128.0,1.0,2.0,128.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,6.0,6.0,4.0,5.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,2.0,5.0,128.0,1.0,1.0,4.0,2.0,1.0,4.0,64.0,1.0,1.0,1.0,1.0,4.0,5.0,5.0,2.0,5.0,3.0,2.0,4.0,1.0,6.0,4.0,1.0,5.0,1.0,2.0,2.0,3.0,5.0,32.0,64.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,5.0,5.0,1.0,1.0,4.0,3.0,5.0,1.0,4.0,2.0,4.0,4.0,3.0,1.0,2.0,2.0,256.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,3.0,5.0,4.0,1.0,1.0,2.0,5.0,1.0,3.0,6.0,3.0,5.0,5.0,2.0,256.0,32.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,6.0,1.0,5.0,2.0,4.0,6.0,2.0,5.0,1.0,3.0,6.0,3.0,6.0,1.0,6.0,2.0,256.0,1.0,32.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7286768116.0,12274432.579999998,111211000000.0,158.51344444444445,14400.0,514.0,253952.0,8.94409439659356e+16,1.0,0.004472524236111112,133.0,52839.11111111111
4096.0,64000.0,256.0,64.0,3.0,16.0,6.0,14.0,3.0,3.0,6.0,2.0,3.0,3.0,3.0,2.0,3.0,5.0,6.0,1.0,2.0,2.0,3.0,5.0,6.0,4.0,1.0,3.0,2.0,5.0,4.0,4.0,8.0,64.0,1.0,96.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,6.0,1.0,3.0,5.0,5.0,6.0,1.0,6.0,2.0,3.0,4.0,2.0,4.0,1.0,5.0,64.0,64.0,1.0,8.0,8.0,1.0,16.0,8.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,4.0,6.0,1.0,4.0,4.0,5.0,4.0,6.0,2.0,5.0,5.0,2.0,4.0,5.0,4.0,1.0,64.0,1.0,1.0,2.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,6.0,4.0,2.0,1.0,1.0,5.0,4.0,6.0,2.0,1.0,1.0,4.0,5.0,5.0,3.0,5.0,5.0,2.0,128.0,64.0,1.0,32.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,4.0,2.0,5.0,6.0,4.0,1.0,1.0,3.0,1.0,3.0,5.0,6.0,1.0,8.0,4.0,1.0,64.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,5.0,6.0,6.0,4.0,3.0,5.0,1.0,6.0,1.0,256.0,1.0,256.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,5.0,2.0,2.0,3.0,3.0,5.0,6.0,4.0,4.0,5.0,3.0,1.0,3.0,6.0,2.0,8.0,4.0,1.0,128.0,1024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,262278598.0,13474673.54,1438230000.0,7.214816840277777,1344.0,514.0,280576.0,3534118484578896.5,50.61572152777778,4.8843785625,133.0,34712.88888888889
64000.0,256000.0,256.0,64.0,1.0,22.0,22.0,42.0,5.0,6.0,5.0,2.0,2.0,6.0,3.0,2.0,1.0,6.0,4.0,3.0,2.0,6.0,2.0,3.0,1.0,4.0,2.0,1.0,3.0,4.0,5.0,6.0,64.0,2.0,1.0,1536.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,6.0,4.0,5.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,1.0,8.0,8.0,1.0,64.0,2.0,1.0,128.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,6.0,5.0,5.0,6.0,5.0,2.0,4.0,3.0,6.0,3.0,6.0,4.0,4.0,4.0,5.0,6.0,32.0,16.0,1.0,128.0,1.0,1.0,64.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,2.0,4.0,6.0,6.0,1.0,4.0,4.0,1.0,6.0,3.0,5.0,6.0,6.0,1.0,2.0,16.0,2.0,1.0,256.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,5.0,3.0,2.0,6.0,3.0,3.0,4.0,6.0,5.0,2.0,6.0,5.0,3.0,2.0,2.0,2.0,64.0,1.0,8.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,5.0,5.0,4.0,3.0,4.0,3.0,1.0,4.0,4.0,3.0,4.0,6.0,3.0,1.0,6.0,5.0,512.0,1024.0,1.0,64.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,6.0,2.0,3.0,4.0,6.0,5.0,3.0,5.0,6.0,6.0,3.0,1.0,3.0,2.0,5.0,8.0,4.0,1.0,32.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,179503392.0,43373985.68000001,17797900.0,0.21349350000000003,42.0,514.0,11092.0,7785777554119428.0,34.119618055555556,34.121830555555555,133.0,2900.5
16000.0,512000.0,256.0,64.0,2.0,26.0,10.0,24.0,3.0,4.0,6.0,2.0,4.0,3.0,2.0,2.0,1.0,6.0,4.0,2.0,3.0,6.0,6.0,6.0,5.0,3.0,6.0,3.0,2.0,1.0,4.0,2.0,128.0,2.0,1.0,512.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,5.0,4.0,2.0,4.0,5.0,1.0,6.0,4.0,5.0,2.0,2.0,4.0,5.0,5.0,2.0,2.0,1.0,1.0,4.0,2.0,1.0,128.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,1.0,3.0,5.0,3.0,2.0,2.0,6.0,5.0,2.0,2.0,4.0,3.0,1.0,6.0,5.0,6.0,4.0,16.0,1.0,4.0,16.0,1.0,1.0,64.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,4.0,1.0,4.0,3.0,5.0,6.0,3.0,2.0,1.0,3.0,1.0,3.0,5.0,5.0,3.0,8.0,8.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,6.0,6.0,4.0,5.0,3.0,4.0,1.0,5.0,2.0,6.0,5.0,128.0,1.0,1.0,512.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,2.0,6.0,5.0,6.0,4.0,4.0,6.0,1.0,6.0,32.0,8.0,1.0,256.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,5.0,2.0,5.0,2.0,6.0,4.0,4.0,6.0,1.0,4.0,4.0,4.0,2.0,5.0,16.0,32.0,1.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2154157568.0,31402626.52,122411000.0,1.1650881597222225,240.0,514.0,36864.0,6.76462055731355e+16,23.257450347222218,7.167885223958333,133.0,2708.2916666666665
