l1_size,l2_size,noc_bw,offchip_bw,dim_num,dim_out,dim_mid,dim_in,p_c,p_k,p_x,p_y,p_r,p_s,o_c_out_0,o_k_out_0,o_x_out_0,o_y_out_0,o_r_out_0,o_s_out_0,o_c_mid_0,o_k_mid_0,o_x_mid_0,o_y_mid_0,o_r_mid_0,o_s_mid_0,o_c_in_0,o_k_in_0,o_x_in_0,o_y_in_0,o_r_in_0,o_s_in_0,t_c_d1_0,t_c_d2_0,t_c_d3_0,t_k_d1_0,t_k_d2_0,t_k_d3_0,t_x_d1_0,t_x_d2_0,t_x_d3_0,t_y_d1_0,t_y_d2_0,t_y_d3_0,o_c_out_1,o_k_out_1,o_x_out_1,o_y_out_1,o_r_out_1,o_s_out_1,o_c_mid_1,o_k_mid_1,o_x_mid_1,o_y_mid_1,o_r_mid_1,o_s_mid_1,o_c_in_1,o_k_in_1,o_x_in_1,o_y_in_1,o_r_in_1,o_s_in_1,t_c_d1_1,t_c_d2_1,t_c_d3_1,t_k_d1_1,t_k_d2_1,t_k_d3_1,t_x_d1_1,t_x_d2_1,t_x_d3_1,t_y_d1_1,t_y_d2_1,t_y_d3_1,o_c_out_2,o_k_out_2,o_x_out_2,o_y_out_2,o_r_out_2,o_s_out_2,o_c_mid_2,o_k_mid_2,o_x_mid_2,o_y_mid_2,o_r_mid_2,o_s_mid_2,o_c_in_2,o_k_in_2,o_x_in_2,o_y_in_2,o_r_in_2,o_s_in_2,t_c_d1_2,t_c_d2_2,t_c_d3_2,t_k_d1_2,t_k_d2_2,t_k_d3_2,t_x_d1_2,t_x_d2_2,t_x_d3_2,t_y_d1_2,t_y_d2_2,t_y_d3_2,o_c_out_3,o_k_out_3,o_x_out_3,o_y_out_3,o_r_out_3,o_s_out_3,o_c_mid_3,o_k_mid_3,o_x_mid_3,o_y_mid_3,o_r_mid_3,o_s_mid_3,o_c_in_3,o_k_in_3,o_x_in_3,o_y_in_3,o_r_in_3,o_s_in_3,t_c_d1_3,t_c_d2_3,t_c_d3_3,t_k_d1_3,t_k_d2_3,t_k_d3_3,t_x_d1_3,t_x_d2_3,t_x_d3_3,t_y_d1_3,t_y_d2_3,t_y_d3_3,o_c_out_4,o_k_out_4,o_x_out_4,o_y_out_4,o_r_out_4,o_s_out_4,o_c_mid_4,o_k_mid_4,o_x_mid_4,o_y_mid_4,o_r_mid_4,o_s_mid_4,o_c_in_4,o_k_in_4,o_x_in_4,o_y_in_4,o_r_in_4,o_s_in_4,t_c_d1_4,t_c_d2_4,t_c_d3_4,t_k_d1_4,t_k_d2_4,t_k_d3_4,t_x_d1_4,t_x_d2_4,t_x_d3_4,t_y_d1_4,t_y_d2_4,t_y_d3_4,o_c_out_5,o_k_out_5,o_x_out_5,o_y_out_5,o_r_out_5,o_s_out_5,o_c_mid_5,o_k_mid_5,o_x_mid_5,o_y_mid_5,o_r_mid_5,o_s_mid_5,o_c_in_5,o_k_in_5,o_x_in_5,o_y_in_5,o_r_in_5,o_s_in_5,t_c_d1_5,t_c_d2_5,t_c_d3_5,t_k_d1_5,t_k_d2_5,t_k_d3_5,t_x_d1_5,t_x_d2_5,t_x_d3_5,t_y_d1_5,t_y_d2_5,t_y_d3_5,o_c_out_6,o_k_out_6,o_x_out_6,o_y_out_6,o_r_out_6,o_s_out_6,o_c_mid_6,o_k_mid_6,o_x_mid_6,o_y_mid_6,o_r_mid_6,o_s_mid_6,o_c_in_6,o_k_in_6,o_x_in_6,o_y_in_6,o_r_in_6,o_s_in_6,t_c_d1_6,t_c_d2_6,t_c_d3_6,t_k_d1_6,t_k_d2_6,t_k_d3_6,t_x_d1_6,t_x_d2_6,t_x_d3_6,t_y_d1_6,t_y_d2_6,t_y_d3_6,latency,energy,area,power,cnt_pes,l1_mem,l2_mem,edp,pe_util,noc_bw_req,l1_mem_req,l2_mem_req
1024.0,8192000.0,256.0,64.0,1.0,44.0,24.0,34.0,4.0,1.0,1.0,6.0,1.0,6.0,3.0,3.0,5.0,2.0,4.0,3.0,2.0,5.0,6.0,4.0,4.0,1.0,3.0,2.0,2.0,3.0,4.0,4.0,1.0,64.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,6.0,4.0,6.0,4.0,2.0,3.0,4.0,1.0,4.0,4.0,1.0,32.0,1.0,1.0,1.0,64.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,6.0,2.0,1.0,6.0,5.0,2.0,4.0,4.0,5.0,4.0,1.0,5.0,1.0,5.0,6.0,8.0,8.0,1.0,8.0,1.0,1.0,8.0,32.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,3.0,4.0,4.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,5.0,16.0,4.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,5.0,1.0,5.0,2.0,2.0,2.0,2.0,6.0,5.0,3.0,2.0,3.0,2.0,6.0,64.0,4.0,1.0,2.0,1024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,6.0,6.0,5.0,6.0,1.0,3.0,1.0,4.0,3.0,5.0,4.0,2.0,5.0,4.0,1.0,6.0,128.0,256.0,1.0,512.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,4.0,1.0,3.0,5.0,1.0,2.0,4.0,6.0,5.0,2.0,1.0,4.0,1.0,1.0,3.0,3.0,64.0,2.0,1.0,64.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7239368992.0,44130451.8,14410000.0,0.16619325000000001,34.0,514.0,514.0,3.194766243638706e+17,1.0,1.0029571180555554,133.0,133.0
128.0,4096000.0,256.0,64.0,2.0,46.0,32.0,12.0,4.0,1.0,2.0,1.0,1.0,2.0,6.0,6.0,4.0,3.0,6.0,3.0,2.0,3.0,4.0,4.0,2.0,4.0,4.0,6.0,3.0,4.0,2.0,1.0,256.0,2.0,1.0,3.0,768.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,5.0,3.0,3.0,1.0,2.0,5.0,1.0,1.0,3.0,2.0,3.0,4.0,5.0,1.0,3.0,2.0,32.0,1.0,4.0,8.0,1.0,32.0,64.0,1.0,1.0,1.0,1.0,3.0,6.0,4.0,4.0,2.0,5.0,3.0,3.0,5.0,3.0,6.0,4.0,2.0,4.0,4.0,4.0,4.0,3.0,8.0,2.0,1.0,2.0,64.0,1.0,64.0,64.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,6.0,2.0,3.0,3.0,6.0,1.0,2.0,1.0,1.0,6.0,4.0,1.0,6.0,6.0,16.0,256.0,1.0,64.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,2.0,1.0,6.0,6.0,1.0,2.0,1.0,2.0,2.0,3.0,6.0,1.0,1.0,5.0,1.0,256.0,1.0,64.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,3.0,5.0,6.0,3.0,2.0,5.0,4.0,3.0,3.0,4.0,2.0,6.0,5.0,6.0,3.0,1024.0,64.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,4.0,5.0,4.0,5.0,6.0,6.0,6.0,2.0,2.0,2.0,6.0,6.0,1.0,2.0,512.0,16.0,1.0,2.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,220802822.0,14521499.499999998,223639000.0,2.0540953819444443,384.0,514.0,532992.0,3206388069271588.5,263.99975000000006,8.23070557291667,133.0,53398.666666666664
256.0,4096000.0,256.0,64.0,2.0,46.0,6.0,2.0,6.0,6.0,5.0,3.0,4.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,6.0,5.0,5.0,1.0,5.0,3.0,4.0,2.0,3.0,2.0,3.0,5.0,2.0,1.0,1.0,3.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,6.0,2.0,4.0,5.0,3.0,1.0,5.0,3.0,5.0,2.0,2.0,3.0,6.0,5.0,1.0,8.0,4.0,1.0,2.0,8.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,5.0,6.0,1.0,3.0,6.0,4.0,6.0,5.0,3.0,3.0,3.0,6.0,4.0,5.0,1.0,2.0,64.0,1.0,1.0,16.0,1.0,4.0,64.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,5.0,5.0,4.0,4.0,3.0,3.0,1.0,5.0,2.0,6.0,3.0,3.0,4.0,64.0,8.0,1.0,4.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,6.0,4.0,4.0,3.0,5.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,1.0,1.0,2.0,32.0,2.0,1.0,64.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,6.0,5.0,5.0,6.0,4.0,2.0,1.0,4.0,4.0,1.0,3.0,5.0,1.0,6.0,64.0,4.0,1.0,4.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,5.0,6.0,1.0,6.0,4.0,5.0,1.0,3.0,1.0,1.0,4.0,6.0,1.0,3.0,3.0,16.0,4.0,1.0,512.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,673878129.0,17838017.200000003,5433900.0,0.06898818194444445,12.0,514.0,13696.0,1.202064965580582e+16,8.963136631944444,4.495621447916666,133.0,1890.8472222222222
64000.0,4096000.0,256.0,64.0,1.0,12.0,4.0,24.0,6.0,3.0,1.0,5.0,4.0,1.0,5.0,2.0,2.0,2.0,6.0,6.0,1.0,3.0,1.0,3.0,2.0,5.0,6.0,6.0,6.0,1.0,3.0,2.0,256.0,64.0,1.0,192.0,1536.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,5.0,2.0,1.0,6.0,6.0,5.0,1.0,6.0,6.0,4.0,5.0,2.0,3.0,6.0,5.0,64.0,16.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,6.0,6.0,1.0,3.0,6.0,6.0,1.0,2.0,2.0,5.0,3.0,1.0,4.0,1.0,4.0,2.0,2.0,1.0,64.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,6.0,3.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,5.0,3.0,1.0,5.0,2.0,1.0,1.0,5.0,4.0,4.0,256.0,1.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,5.0,6.0,2.0,5.0,5.0,6.0,3.0,3.0,1.0,3.0,4.0,2.0,6.0,1.0,6.0,1.0,2.0,1.0,8.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,5.0,6.0,5.0,2.0,1.0,1.0,6.0,6.0,3.0,3.0,2.0,5.0,4.0,1.0,64.0,64.0,1.0,256.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,5.0,6.0,4.0,1.0,5.0,6.0,3.0,1.0,1.0,3.0,4.0,2.0,1.0,4.0,2.0,3.0,256.0,8.0,1.0,128.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,309724288.0,24299686.64,10268800.0,0.1244865,24.0,514.0,6448.0,7526203143197113.0,21.850101736111114,17.56009309027778,133.0,1685.5
512000.0,4096000.0,256.0,64.0,1.0,28.0,2.0,36.0,6.0,4.0,3.0,4.0,5.0,3.0,4.0,2.0,3.0,3.0,3.0,5.0,5.0,3.0,2.0,4.0,2.0,1.0,3.0,5.0,5.0,1.0,3.0,5.0,32.0,1.0,1.0,16.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,6.0,6.0,3.0,1.0,2.0,4.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,64.0,1.0,64.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,3.0,2.0,1.0,5.0,1.0,6.0,4.0,1.0,6.0,4.0,3.0,5.0,4.0,1.0,4.0,2.0,128.0,1.0,32.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,5.0,6.0,6.0,5.0,4.0,4.0,5.0,4.0,5.0,4.0,2.0,5.0,1.0,4.0,64.0,512.0,1.0,128.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,1.0,3.0,5.0,6.0,4.0,5.0,6.0,3.0,4.0,3.0,4.0,4.0,1.0,6.0,2.0,512.0,512.0,1.0,16.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,2.0,4.0,6.0,3.0,6.0,3.0,1.0,2.0,3.0,4.0,4.0,2.0,3.0,5.0,64.0,2.0,1.0,32.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,5.0,2.0,4.0,1.0,3.0,3.0,3.0,1.0,4.0,6.0,4.0,5.0,3.0,5.0,6.0,16.0,256.0,1.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,209192496.0,41480380.28,15251500.0,0.18377624999999997,36.0,514.0,9544.0,8677384285802379.0,32.63936840277778,30.030638715277778,133.0,2495.5
512000.0,256000.0,256.0,64.0,2.0,22.0,18.0,4.0,2.0,4.0,5.0,6.0,4.0,5.0,1.0,1.0,5.0,4.0,4.0,6.0,6.0,4.0,6.0,3.0,1.0,2.0,4.0,4.0,5.0,3.0,5.0,5.0,2.0,64.0,1.0,256.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,3.0,1.0,4.0,2.0,2.0,6.0,4.0,1.0,3.0,1.0,5.0,6.0,2.0,2.0,2.0,1.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,6.0,4.0,3.0,2.0,5.0,5.0,2.0,3.0,2.0,4.0,2.0,2.0,5.0,3.0,3.0,6.0,6.0,64.0,1.0,1.0,2.0,1.0,1.0,16.0,8.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,4.0,2.0,1.0,3.0,4.0,6.0,3.0,6.0,5.0,4.0,4.0,3.0,3.0,6.0,2.0,64.0,128.0,1.0,2.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,5.0,6.0,5.0,5.0,3.0,5.0,4.0,4.0,2.0,5.0,2.0,5.0,6.0,5.0,2.0,6.0,128.0,256.0,1.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,3.0,4.0,2.0,1.0,6.0,1.0,3.0,5.0,2.0,6.0,2.0,1.0,2.0,5.0,4.0,64.0,1.0,4.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,5.0,1.0,5.0,1.0,1.0,4.0,3.0,1.0,4.0,3.0,3.0,6.0,4.0,1.0,6.0,128.0,1.0,1.0,128.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7283234835.0,29659988.080000002,31081800.0,0.36216210416666667,72.0,514.0,33280.0,2.1602065838994077e+17,2.125,1.4955361319444442,133.0,4812.111111111111
2048.0,4096000.0,256.0,64.0,1.0,44.0,6.0,8.0,5.0,1.0,1.0,4.0,2.0,4.0,4.0,4.0,5.0,4.0,1.0,2.0,1.0,5.0,2.0,4.0,3.0,6.0,5.0,4.0,2.0,1.0,2.0,3.0,16.0,16.0,1.0,4.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,5.0,5.0,5.0,5.0,6.0,2.0,2.0,1.0,3.0,6.0,5.0,2.0,3.0,6.0,3.0,32.0,8.0,1.0,16.0,2.0,1.0,4.0,64.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,6.0,6.0,6.0,6.0,3.0,2.0,1.0,1.0,6.0,6.0,2.0,3.0,6.0,2.0,2.0,16.0,1.0,32.0,64.0,1.0,64.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,1.0,4.0,5.0,3.0,2.0,6.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,4.0,4.0,32.0,512.0,1.0,16.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,4.0,5.0,5.0,1.0,2.0,6.0,2.0,1.0,3.0,4.0,2.0,6.0,6.0,2.0,4.0,8.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,4.0,5.0,6.0,1.0,1.0,1.0,5.0,4.0,3.0,2.0,1.0,2.0,6.0,2.0,2048.0,4.0,1.0,8.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,3.0,6.0,6.0,2.0,6.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,5.0,2.0,6.0,4.0,256.0,128.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,904921664.0,17008778.279999997,3853450.0,0.045818075,8.0,514.0,2320.0,1.5391611943744656e+16,8.0,6.276934513888889,133.0,605.5
32000.0,16000.0,256.0,64.0,3.0,12.0,44.0,20.0,1.0,2.0,5.0,2.0,1.0,5.0,6.0,4.0,4.0,3.0,4.0,2.0,6.0,3.0,5.0,1.0,3.0,3.0,6.0,5.0,2.0,6.0,5.0,4.0,128.0,256.0,1.0,48.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,5.0,2.0,5.0,3.0,1.0,2.0,1.0,1.0,4.0,5.0,2.0,5.0,5.0,32.0,1.0,1.0,1.0,16.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,6.0,1.0,3.0,6.0,5.0,4.0,3.0,5.0,3.0,1.0,5.0,2.0,6.0,1.0,2.0,2.0,128.0,1.0,4.0,64.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,2.0,1.0,3.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,2.0,3.0,16.0,64.0,1.0,16.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,6.0,5.0,6.0,1.0,3.0,4.0,3.0,6.0,2.0,5.0,6.0,6.0,6.0,1.0,6.0,5.0,1.0,32.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,2.0,4.0,4.0,6.0,5.0,1.0,2.0,3.0,2.0,5.0,1.0,1.0,2.0,1.0,32.0,512.0,1.0,128.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,2.0,1.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,6.0,1.0,1.0,4.0,6.0,2.0,2.0,1.0,8.0,1.0,1.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1063407313.0,12243387.639999999,60890500000.0,98.53759513888889,10560.0,514.0,294912.0,1.301970795226981e+16,17.76736111111111,0.16635680902777777,133.0,55826.666666666664
64000.0,256000.0,256.0,64.0,1.0,36.0,28.0,48.0,2.0,6.0,5.0,2.0,6.0,4.0,2.0,3.0,4.0,1.0,4.0,1.0,4.0,5.0,6.0,6.0,3.0,3.0,6.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,48.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,6.0,2.0,2.0,6.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,8.0,1.0,1.0,1.0,32.0,1.0,8.0,64.0,1.0,1.0,1.0,1.0,6.0,4.0,2.0,1.0,4.0,2.0,6.0,5.0,4.0,2.0,2.0,2.0,1.0,1.0,3.0,5.0,1.0,6.0,32.0,4.0,1.0,32.0,32.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,5.0,4.0,4.0,3.0,4.0,4.0,2.0,1.0,5.0,1.0,1.0,3.0,1.0,1.0,512.0,8.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,2.0,5.0,5.0,6.0,6.0,1.0,2.0,4.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,16.0,8.0,1.0,1.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,6.0,5.0,2.0,5.0,4.0,1.0,4.0,2.0,5.0,5.0,5.0,2.0,4.0,4.0,2.0,4.0,32.0,2.0,1.0,8.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,2.0,5.0,5.0,5.0,1.0,4.0,1.0,4.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,512.0,1.0,256.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,153747744.0,43522575.60000001,20381000.0,0.24324275000000004,48.0,514.0,12640.0,6691497811569448.0,43.78614756944444,43.91113506944445,133.0,3305.5
1024.0,32000000.0,256.0,64.0,1.0,48.0,4.0,42.0,6.0,3.0,5.0,6.0,6.0,6.0,4.0,3.0,2.0,6.0,6.0,6.0,3.0,6.0,3.0,1.0,5.0,3.0,1.0,1.0,5.0,4.0,6.0,6.0,128.0,2.0,1.0,768.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,5.0,6.0,2.0,1.0,3.0,2.0,3.0,4.0,5.0,5.0,6.0,1.0,5.0,2.0,3.0,1.0,4.0,1.0,32.0,16.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,5.0,2.0,5.0,2.0,4.0,6.0,2.0,1.0,5.0,6.0,4.0,4.0,2.0,5.0,4.0,4.0,1.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,6.0,2.0,2.0,5.0,3.0,1.0,4.0,6.0,3.0,2.0,3.0,2.0,5.0,3.0,3.0,4.0,5.0,4.0,32.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,4.0,3.0,1.0,1.0,4.0,2.0,5.0,5.0,4.0,1.0,6.0,3.0,2.0,1.0,5.0,5.0,1.0,32.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,6.0,5.0,3.0,5.0,5.0,5.0,1.0,2.0,4.0,6.0,4.0,6.0,1.0,1.0,4.0,16.0,256.0,1.0,256.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,3.0,5.0,2.0,6.0,6.0,4.0,1.0,5.0,5.0,3.0,5.0,5.0,6.0,2.0,16.0,32.0,1.0,128.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,181798664.0,13612550.04,17797900.0,0.21349350000000003,42.0,514.0,11092.0,2474743410905146.5,33.98848368055556,24.421854409722226,133.0,2900.5
2048000.0,32000000.0,256.0,64.0,1.0,48.0,46.0,18.0,2.0,4.0,1.0,1.0,3.0,2.0,6.0,2.0,2.0,3.0,6.0,1.0,6.0,4.0,5.0,6.0,1.0,6.0,6.0,6.0,4.0,6.0,1.0,4.0,128.0,128.0,1.0,256.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,3.0,3.0,2.0,1.0,3.0,3.0,1.0,4.0,2.0,3.0,4.0,6.0,6.0,6.0,2.0,32.0,64.0,1.0,16.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,1.0,5.0,6.0,2.0,2.0,5.0,3.0,6.0,1.0,6.0,4.0,3.0,4.0,4.0,5.0,32.0,32.0,1.0,4.0,2.0,1.0,64.0,8.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,5.0,6.0,4.0,1.0,6.0,1.0,3.0,5.0,6.0,6.0,2.0,5.0,1.0,4.0,5.0,64.0,64.0,1.0,2.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,1.0,6.0,1.0,1.0,2.0,3.0,6.0,2.0,4.0,2.0,6.0,1.0,32.0,1.0,2048.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,4.0,1.0,5.0,5.0,1.0,1.0,6.0,2.0,1.0,5.0,6.0,6.0,4.0,1.0,5.0,1.0,1024.0,1.0,256.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,2.0,4.0,5.0,4.0,6.0,5.0,2.0,6.0,2.0,5.0,2.0,5.0,2.0,2.0,4.0,4.0,64.0,1.0,1024.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,407961888.0,44526235.879999995,7832460.0,0.094986,18.0,514.0,4900.0,1.816500725513814e+16,16.44527465277778,16.815174652777777,133.0,1280.5
32000.0,8192000.0,256.0,64.0,1.0,12.0,36.0,20.0,3.0,2.0,4.0,4.0,2.0,1.0,6.0,6.0,5.0,3.0,6.0,2.0,6.0,5.0,3.0,6.0,4.0,6.0,5.0,5.0,2.0,5.0,4.0,5.0,256.0,8.0,1.0,16.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,2.0,4.0,5.0,2.0,2.0,2.0,4.0,1.0,6.0,2.0,1.0,6.0,2.0,4.0,4.0,1.0,16.0,8.0,1.0,32.0,32.0,1.0,4.0,32.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,2.0,3.0,3.0,6.0,6.0,5.0,6.0,2.0,4.0,5.0,6.0,1.0,1.0,4.0,6.0,32.0,32.0,1.0,32.0,32.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,5.0,2.0,6.0,6.0,5.0,2.0,4.0,1.0,5.0,5.0,3.0,1.0,3.0,6.0,6.0,3.0,4.0,8.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,2.0,5.0,3.0,1.0,6.0,1.0,2.0,4.0,2.0,1.0,6.0,4.0,3.0,3.0,512.0,2.0,1.0,2048.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,4.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,5.0,1.0,1.0,2.0,4.0,1.0,6.0,2.0,8.0,256.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,6.0,6.0,6.0,3.0,3.0,3.0,1.0,6.0,4.0,1.0,4.0,3.0,6.0,6.0,6.0,1.0,128.0,1.0,512.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7026147616.0,57902088.60000001,8639980.0,0.100591825,20.0,514.0,514.0,4.0682862177831085e+17,13.107137499999999,13.570354062499998,133.0,190.0
