l1_size,l2_size,noc_bw,offchip_bw,dim_num,dim_out,dim_mid,dim_in,p_c,p_k,p_x,p_y,p_r,p_s,o_c_out_0,o_k_out_0,o_x_out_0,o_y_out_0,o_r_out_0,o_s_out_0,o_c_mid_0,o_k_mid_0,o_x_mid_0,o_y_mid_0,o_r_mid_0,o_s_mid_0,o_c_in_0,o_k_in_0,o_x_in_0,o_y_in_0,o_r_in_0,o_s_in_0,t_c_d1_0,t_c_d2_0,t_c_d3_0,t_k_d1_0,t_k_d2_0,t_k_d3_0,t_x_d1_0,t_x_d2_0,t_x_d3_0,t_y_d1_0,t_y_d2_0,t_y_d3_0,o_c_out_1,o_k_out_1,o_x_out_1,o_y_out_1,o_r_out_1,o_s_out_1,o_c_mid_1,o_k_mid_1,o_x_mid_1,o_y_mid_1,o_r_mid_1,o_s_mid_1,o_c_in_1,o_k_in_1,o_x_in_1,o_y_in_1,o_r_in_1,o_s_in_1,t_c_d1_1,t_c_d2_1,t_c_d3_1,t_k_d1_1,t_k_d2_1,t_k_d3_1,t_x_d1_1,t_x_d2_1,t_x_d3_1,t_y_d1_1,t_y_d2_1,t_y_d3_1,o_c_out_2,o_k_out_2,o_x_out_2,o_y_out_2,o_r_out_2,o_s_out_2,o_c_mid_2,o_k_mid_2,o_x_mid_2,o_y_mid_2,o_r_mid_2,o_s_mid_2,o_c_in_2,o_k_in_2,o_x_in_2,o_y_in_2,o_r_in_2,o_s_in_2,t_c_d1_2,t_c_d2_2,t_c_d3_2,t_k_d1_2,t_k_d2_2,t_k_d3_2,t_x_d1_2,t_x_d2_2,t_x_d3_2,t_y_d1_2,t_y_d2_2,t_y_d3_2,o_c_out_3,o_k_out_3,o_x_out_3,o_y_out_3,o_r_out_3,o_s_out_3,o_c_mid_3,o_k_mid_3,o_x_mid_3,o_y_mid_3,o_r_mid_3,o_s_mid_3,o_c_in_3,o_k_in_3,o_x_in_3,o_y_in_3,o_r_in_3,o_s_in_3,t_c_d1_3,t_c_d2_3,t_c_d3_3,t_k_d1_3,t_k_d2_3,t_k_d3_3,t_x_d1_3,t_x_d2_3,t_x_d3_3,t_y_d1_3,t_y_d2_3,t_y_d3_3,o_c_out_4,o_k_out_4,o_x_out_4,o_y_out_4,o_r_out_4,o_s_out_4,o_c_mid_4,o_k_mid_4,o_x_mid_4,o_y_mid_4,o_r_mid_4,o_s_mid_4,o_c_in_4,o_k_in_4,o_x_in_4,o_y_in_4,o_r_in_4,o_s_in_4,t_c_d1_4,t_c_d2_4,t_c_d3_4,t_k_d1_4,t_k_d2_4,t_k_d3_4,t_x_d1_4,t_x_d2_4,t_x_d3_4,t_y_d1_4,t_y_d2_4,t_y_d3_4,o_c_out_5,o_k_out_5,o_x_out_5,o_y_out_5,o_r_out_5,o_s_out_5,o_c_mid_5,o_k_mid_5,o_x_mid_5,o_y_mid_5,o_r_mid_5,o_s_mid_5,o_c_in_5,o_k_in_5,o_x_in_5,o_y_in_5,o_r_in_5,o_s_in_5,t_c_d1_5,t_c_d2_5,t_c_d3_5,t_k_d1_5,t_k_d2_5,t_k_d3_5,t_x_d1_5,t_x_d2_5,t_x_d3_5,t_y_d1_5,t_y_d2_5,t_y_d3_5,latency,energy,area,power,cnt_pes,l1_mem,l2_mem,edp,pe_util,noc_bw_req,l1_mem_req,l2_mem_req
256.0,16000.0,256.0,64.0,1.0,24.0,28.0,36.0,1.0,4.0,3.0,5.0,5.0,2.0,4.0,4.0,1.0,6.0,4.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,1.0,4.0,2.0,3.0,3.0,4.0,2.0,1.0,48.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,6.0,3.0,1.0,4.0,6.0,5.0,2.0,5.0,4.0,1.0,2.0,2.0,2.0,6.0,2.0,5.0,2.0,64.0,1.0,4.0,4.0,1.0,4.0,64.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,4.0,6.0,1.0,3.0,5.0,4.0,3.0,3.0,2.0,1.0,4.0,1.0,6.0,2.0,4.0,2.0,8.0,1.0,8.0,4.0,1.0,16.0,64.0,1.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,2.0,1.0,6.0,2.0,1.0,1.0,6.0,5.0,4.0,1.0,6.0,3.0,1.0,4.0,2.0,2.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,3.0,6.0,2.0,2.0,6.0,4.0,4.0,5.0,5.0,6.0,5.0,1.0,5.0,2.0,4.0,2.0,512.0,256.0,1.0,4.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,1.0,3.0,4.0,5.0,5.0,6.0,3.0,3.0,6.0,4.0,4.0,2.0,1.0,1.0,6.0,256.0,4.0,1.0,128.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2516582520.0,15336690.0,15250600.0,0.17238339999999996,36.0,514.0,514.0,3.85960459686588e+16,1.0,1.0062249999999997,107.6,107.6
4096.0,4096000.0,256.0,64.0,2.0,8.0,44.0,38.0,5.0,4.0,4.0,4.0,6.0,4.0,5.0,1.0,2.0,3.0,4.0,3.0,1.0,5.0,6.0,2.0,3.0,1.0,2.0,6.0,5.0,6.0,1.0,3.0,16.0,256.0,1.0,256.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,4.0,3.0,2.0,2.0,2.0,5.0,6.0,1.0,3.0,2.0,6.0,3.0,5.0,6.0,5.0,8.0,2.0,1.0,128.0,64.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,2.0,4.0,6.0,5.0,5.0,3.0,4.0,6.0,6.0,6.0,3.0,5.0,1.0,4.0,8.0,1.0,1.0,64.0,1.0,2.0,64.0,1.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,2.0,1.0,6.0,3.0,3.0,4.0,1.0,2.0,1.0,64.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,3.0,4.0,6.0,4.0,5.0,6.0,2.0,2.0,1.0,3.0,5.0,4.0,6.0,5.0,256.0,64.0,1.0,2048.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,1.0,6.0,3.0,2.0,5.0,6.0,4.0,1.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,8.0,1.0,64.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,716206488.0,10179911.46,2068490000.0,8.925584999999998,1672.0,514.0,28672.0,7290918634917553.0,4.95,2.75562165,107.6,1938.2
16000.0,32000.0,256.0,64.0,1.0,18.0,28.0,48.0,1.0,4.0,5.0,5.0,3.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,6.0,2.0,2.0,128.0,512.0,1.0,128.0,384.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,5.0,3.0,3.0,6.0,1.0,1.0,5.0,3.0,4.0,4.0,4.0,1.0,4.0,3.0,1.0,16.0,1.0,16.0,1.0,1.0,16.0,128.0,1.0,1.0,1.0,1.0,4.0,2.0,6.0,1.0,3.0,3.0,4.0,2.0,2.0,6.0,6.0,3.0,5.0,3.0,4.0,2.0,1.0,4.0,16.0,128.0,1.0,1.0,4.0,1.0,2.0,32.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,6.0,5.0,6.0,5.0,3.0,3.0,4.0,1.0,5.0,6.0,2.0,2.0,6.0,2.0,8.0,256.0,1.0,128.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,5.0,3.0,3.0,2.0,4.0,3.0,2.0,5.0,2.0,1.0,2.0,5.0,1.0,5.0,3.0,8.0,16.0,1.0,256.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,3.0,1.0,2.0,2.0,4.0,3.0,1.0,5.0,2.0,2.0,3.0,3.0,4.0,4.0,256.0,128.0,1.0,512.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2418671736.0,19706542.799999997,20379700.0,0.2285228,48.0,514.0,514.0,4.7663658084634296e+16,30.06668,30.070059999999998,107.6,258.0
128.0,512000.0,256.0,64.0,2.0,8.0,40.0,40.0,5.0,1.0,3.0,2.0,2.0,1.0,6.0,3.0,6.0,1.0,2.0,5.0,3.0,3.0,6.0,1.0,1.0,2.0,4.0,3.0,5.0,4.0,5.0,5.0,64.0,4.0,1.0,12.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,2.0,5.0,6.0,6.0,6.0,3.0,4.0,1.0,6.0,3.0,4.0,3.0,3.0,2.0,1.0,32.0,8.0,1.0,16.0,16.0,1.0,64.0,64.0,1.0,1.0,1.0,1.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,3.0,3.0,2.0,3.0,5.0,3.0,5.0,5.0,64.0,4.0,1.0,2.0,32.0,1.0,8.0,32.0,1.0,1.0,1.0,1.0,6.0,3.0,2.0,4.0,3.0,4.0,5.0,2.0,2.0,2.0,5.0,3.0,2.0,3.0,4.0,3.0,3.0,3.0,16.0,16.0,1.0,128.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,4.0,1.0,6.0,3.0,4.0,3.0,4.0,1.0,5.0,2.0,2.0,4.0,5.0,5.0,6.0,2.0,32.0,1.0,2.0,1024.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,6.0,5.0,4.0,5.0,5.0,1.0,2.0,3.0,4.0,1.0,5.0,2.0,6.0,3.0,4.0,1.0,32.0,256.0,1.0,256.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,73097046.0,5658350.300000001,1920770000.0,8.598608999999998,1600.0,514.0,338944.0,413608692163213.9,211.42856999999998,45.17623145000001,107.6,33040.0
128.0,8192000.0,256.0,64.0,1.0,46.0,12.0,48.0,6.0,1.0,5.0,3.0,4.0,5.0,3.0,6.0,4.0,3.0,5.0,2.0,5.0,4.0,2.0,4.0,6.0,6.0,2.0,2.0,5.0,4.0,2.0,5.0,128.0,64.0,1.0,64.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,3.0,3.0,4.0,2.0,1.0,3.0,2.0,6.0,5.0,6.0,2.0,1.0,4.0,4.0,5.0,8.0,4.0,1.0,16.0,2.0,1.0,128.0,8.0,1.0,1.0,1.0,1.0,6.0,6.0,4.0,2.0,6.0,2.0,6.0,1.0,1.0,2.0,5.0,2.0,4.0,2.0,5.0,4.0,5.0,5.0,8.0,8.0,1.0,64.0,2.0,1.0,4.0,32.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,2.0,3.0,5.0,2.0,2.0,1.0,4.0,3.0,3.0,5.0,1.0,4.0,2.0,6.0,5.0,1.0,64.0,1.0,1.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,3.0,5.0,6.0,2.0,6.0,3.0,1.0,3.0,5.0,4.0,5.0,1.0,5.0,256.0,128.0,1.0,512.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,6.0,6.0,5.0,2.0,3.0,5.0,3.0,6.0,5.0,4.0,4.0,1.0,5.0,4.0,1.0,1024.0,1024.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,54264504.0,8198883.959999999,20381000.0,0.2368896,48.0,514.0,12640.0,444908371442955.8,39.2299,32.242368500000005,107.6,2683.2
256.0,64000.0,256.0,64.0,3.0,26.0,40.0,30.0,1.0,6.0,4.0,3.0,5.0,5.0,1.0,1.0,2.0,2.0,1.0,6.0,3.0,1.0,2.0,2.0,3.0,1.0,6.0,3.0,4.0,5.0,3.0,6.0,64.0,32.0,1.0,1536.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,6.0,2.0,3.0,6.0,5.0,5.0,6.0,3.0,1.0,5.0,4.0,2.0,3.0,6.0,6.0,2.0,3.0,4.0,64.0,1.0,4.0,32.0,1.0,1.0,32.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,3.0,4.0,6.0,4.0,4.0,3.0,3.0,3.0,5.0,1.0,2.0,6.0,3.0,6.0,4.0,1.0,32.0,1.0,8.0,2.0,1.0,32.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,4.0,6.0,1.0,3.0,5.0,6.0,2.0,2.0,1.0,2.0,3.0,3.0,4.0,5.0,6.0,16.0,16.0,1.0,64.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,3.0,5.0,1.0,5.0,5.0,2.0,4.0,5.0,3.0,2.0,5.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,256.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,4.0,2.0,6.0,2.0,6.0,5.0,1.0,6.0,6.0,5.0,6.0,6.0,1.0,3.0,3.0,128.0,16.0,1.0,32.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,973789452.0,4774223.5,508072000000.0,570.2810999999999,31200.0,514.0,606208.0,4649088485790522.0,9.3,0.19492199999999998,107.6,93849.6
1024.0,1024000.0,256.0,64.0,1.0,44.0,2.0,38.0,4.0,4.0,2.0,1.0,1.0,6.0,6.0,4.0,1.0,5.0,4.0,4.0,3.0,4.0,6.0,5.0,6.0,4.0,3.0,3.0,1.0,1.0,6.0,1.0,16.0,16.0,1.0,256.0,192.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,6.0,3.0,2.0,6.0,3.0,6.0,6.0,6.0,6.0,5.0,1.0,4.0,2.0,2.0,1.0,3.0,64.0,4.0,1.0,32.0,16.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,2.0,3.0,1.0,5.0,2.0,2.0,3.0,1.0,2.0,2.0,4.0,3.0,3.0,128.0,1.0,1.0,16.0,1.0,1.0,2.0,16.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,5.0,1.0,5.0,4.0,1.0,6.0,6.0,1.0,1.0,6.0,5.0,4.0,1.0,4.0,128.0,16.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,5.0,1.0,4.0,1.0,5.0,1.0,2.0,5.0,1.0,5.0,3.0,1.0,6.0,5.0,4.0,2.0,32.0,16.0,1.0,32.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,5.0,1.0,6.0,4.0,6.0,1.0,2.0,2.0,5.0,6.0,6.0,5.0,1.0,5.0,3.0,5.0,1.0,8.0,1.0,512.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2516582520.0,16733160.000000002,16095200.0,0.18164519999999992,38.0,514.0,514.0,4.211037796036321e+16,1.0,1.7910180000000004,107.6,107.6
32000.0,16000.0,256.0,64.0,3.0,14.0,20.0,6.0,2.0,6.0,4.0,1.0,6.0,4.0,1.0,1.0,2.0,3.0,4.0,2.0,2.0,4.0,3.0,6.0,6.0,2.0,3.0,6.0,1.0,4.0,4.0,6.0,8.0,2.0,1.0,12.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,4.0,5.0,2.0,2.0,4.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,6.0,4.0,8.0,1.0,8.0,32.0,1.0,64.0,64.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,4.0,4.0,1.0,4.0,5.0,6.0,1.0,2.0,6.0,5.0,6.0,6.0,8.0,2.0,1.0,128.0,1.0,1.0,2.0,64.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,2.0,1.0,5.0,5.0,3.0,5.0,5.0,6.0,5.0,5.0,2.0,2.0,3.0,5.0,16.0,8.0,1.0,256.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,6.0,6.0,5.0,2.0,1.0,1.0,6.0,5.0,4.0,6.0,1.0,2.0,1.0,5.0,6.0,64.0,32.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,5.0,1.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,4.0,3.0,6.0,3.0,4.0,1.0,1024.0,1.0,1.0,16.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,500963076.0,4286100.54,2085360000.0,9.309944999999999,1680.0,514.0,1294336.0,2147178110563661.0,11.45097,0.9298353,107.6,99276.8
256000.0,16000.0,256.0,64.0,1.0,26.0,12.0,42.0,2.0,1.0,6.0,2.0,1.0,3.0,2.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,3.0,6.0,6.0,3.0,2.0,3.0,5.0,2.0,3.0,1.0,512.0,1.0,1.0,32.0,768.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,2.0,2.0,4.0,5.0,6.0,4.0,6.0,3.0,4.0,6.0,6.0,5.0,3.0,2.0,1.0,8.0,2.0,1.0,1.0,8.0,1.0,64.0,128.0,1.0,1.0,1.0,1.0,5.0,1.0,5.0,3.0,2.0,5.0,1.0,2.0,2.0,2.0,3.0,5.0,6.0,1.0,1.0,2.0,2.0,3.0,128.0,16.0,1.0,64.0,1.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,5.0,3.0,6.0,6.0,3.0,3.0,6.0,5.0,3.0,1.0,5.0,5.0,6.0,1.0,3.0,2.0,4.0,1.0,256.0,512.0,1.0,256.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,3.0,2.0,6.0,2.0,4.0,2.0,4.0,5.0,4.0,256.0,256.0,1.0,512.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,6.0,1.0,4.0,2.0,1.0,5.0,5.0,5.0,3.0,1.0,6.0,6.0,5.0,1.0,5.0,5.0,128.0,512.0,1.0,256.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2419064952.0,21669331.920000006,17796800.0,0.20063019999999998,42.0,514.0,514.0,5.241952138092688e+16,25.8,25.803140999999997,107.6,238.8
64000.0,16000.0,256.0,64.0,1.0,18.0,48.0,28.0,1.0,4.0,5.0,4.0,3.0,4.0,3.0,3.0,6.0,5.0,4.0,2.0,2.0,3.0,4.0,5.0,4.0,1.0,4.0,3.0,6.0,4.0,5.0,4.0,1.0,128.0,1.0,512.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,5.0,6.0,5.0,5.0,2.0,1.0,1.0,5.0,4.0,6.0,2.0,6.0,2.0,1.0,2.0,32.0,4.0,1.0,8.0,64.0,1.0,128.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,4.0,2.0,4.0,6.0,4.0,4.0,5.0,2.0,1.0,4.0,1.0,6.0,4.0,2.0,4.0,2.0,32.0,16.0,1.0,128.0,16.0,1.0,64.0,64.0,1.0,1.0,1.0,1.0,6.0,2.0,6.0,1.0,6.0,3.0,6.0,4.0,1.0,4.0,6.0,1.0,1.0,6.0,3.0,4.0,3.0,5.0,4.0,4.0,1.0,2.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,6.0,6.0,4.0,2.0,2.0,2.0,2.0,6.0,1.0,1.0,5.0,6.0,1.0,6.0,2.0,256.0,128.0,1.0,128.0,2048.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,4.0,4.0,4.0,2.0,2.0,1.0,6.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,16.0,1.0,16.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2420244600.0,19804064.880000003,11912700.0,0.13567159999999998,28.0,514.0,514.0,4.7930681083869656e+16,18.973320000000005,19.37162,107.6,194.0
256000.0,8192000.0,256.0,64.0,3.0,14.0,16.0,42.0,1.0,5.0,5.0,3.0,1.0,5.0,3.0,6.0,4.0,6.0,5.0,6.0,4.0,3.0,5.0,2.0,6.0,3.0,5.0,1.0,2.0,2.0,5.0,6.0,32.0,128.0,1.0,3.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,3.0,5.0,1.0,4.0,6.0,6.0,5.0,2.0,5.0,2.0,5.0,2.0,4.0,6.0,1.0,1.0,16.0,4.0,1.0,32.0,4.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,4.0,4.0,5.0,6.0,1.0,5.0,2.0,2.0,5.0,5.0,5.0,1.0,1.0,2.0,2.0,64.0,1.0,1.0,1.0,32.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,6.0,2.0,4.0,5.0,5.0,5.0,2.0,6.0,1.0,5.0,4.0,5.0,3.0,4.0,2.0,64.0,256.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,5.0,1.0,6.0,6.0,5.0,3.0,5.0,4.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,1.0,16.0,64.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,6.0,3.0,6.0,4.0,5.0,4.0,6.0,3.0,5.0,4.0,6.0,3.0,2.0,2.0,1.0,6.0,256.0,1024.0,1.0,32.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,245518476.0,4068854.8000000003,48724900000.0,82.47209000000001,9408.0,514.0,1294336.0,998979029561284.9,10.313685000000001,0.8480263,107.6,124006.4
1024000.0,32000000.0,256.0,64.0,1.0,22.0,30.0,40.0,5.0,3.0,4.0,6.0,4.0,5.0,6.0,4.0,2.0,4.0,4.0,2.0,1.0,5.0,2.0,4.0,3.0,1.0,5.0,6.0,2.0,6.0,3.0,1.0,128.0,512.0,1.0,192.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,3.0,1.0,6.0,5.0,4.0,6.0,2.0,1.0,1.0,2.0,2.0,6.0,5.0,16.0,8.0,1.0,2.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,5.0,2.0,5.0,4.0,4.0,2.0,1.0,4.0,1.0,6.0,2.0,4.0,2.0,6.0,4.0,4.0,128.0,1.0,128.0,8.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,3.0,2.0,4.0,6.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,1.0,5.0,32.0,256.0,1.0,2.0,256.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,3.0,3.0,6.0,5.0,1.0,3.0,4.0,4.0,1.0,1.0,4.0,2.0,4.0,64.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,2.0,1.0,3.0,1.0,1.0,4.0,3.0,4.0,6.0,3.0,4.0,2.0,4.0,3.0,8.0,512.0,1.0,32.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2516582520.0,18146133.6,16944000.0,0.1909094,40.0,514.0,514.0,4.566624262334467e+16,1.0,1.003515,107.6,107.6
16000.0,1024000.0,256.0,64.0,2.0,40.0,18.0,38.0,5.0,5.0,4.0,3.0,2.0,4.0,4.0,1.0,6.0,3.0,5.0,1.0,3.0,6.0,4.0,4.0,4.0,2.0,1.0,1.0,3.0,2.0,6.0,4.0,64.0,256.0,1.0,1.0,768.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,1.0,4.0,5.0,3.0,1.0,4.0,2.0,6.0,5.0,2.0,3.0,6.0,2.0,6.0,8.0,1.0,1.0,4.0,8.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,5.0,6.0,5.0,5.0,1.0,5.0,2.0,4.0,2.0,6.0,5.0,6.0,4.0,3.0,6.0,1.0,128.0,16.0,1.0,4.0,1.0,1.0,4.0,16.0,1.0,1.0,1.0,1.0,6.0,2.0,6.0,5.0,1.0,1.0,4.0,3.0,2.0,4.0,4.0,2.0,1.0,3.0,3.0,4.0,5.0,6.0,2.0,2.0,1.0,8.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,6.0,1.0,3.0,1.0,5.0,2.0,4.0,4.0,1.0,5.0,2.0,1.0,2.0,5.0,4.0,2.0,8.0,1.0,32.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,4.0,4.0,6.0,1.0,1.0,4.0,3.0,3.0,3.0,1.0,5.0,5.0,2.0,4.0,5.0,128.0,32.0,1.0,2.0,32.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,133810452.0,6035352.220000001,502264000.0,3.410589499999999,684.0,514.0,150272.0,807593208537403.5,39.33331499999999,6.939053740000001,107.6,15807.2
16000.0,512000.0,256.0,64.0,2.0,36.0,28.0,28.0,3.0,3.0,1.0,6.0,2.0,6.0,5.0,6.0,1.0,5.0,2.0,6.0,5.0,6.0,4.0,2.0,6.0,1.0,4.0,4.0,5.0,5.0,5.0,6.0,32.0,16.0,1.0,64.0,384.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,2.0,2.0,5.0,5.0,1.0,5.0,1.0,5.0,6.0,2.0,4.0,4.0,5.0,1.0,5.0,1.0,32.0,1.0,4.0,128.0,1.0,32.0,128.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,3.0,6.0,1.0,4.0,2.0,5.0,1.0,5.0,6.0,1.0,6.0,2.0,3.0,8.0,32.0,1.0,1.0,1.0,1.0,32.0,64.0,1.0,1.0,1.0,1.0,5.0,1.0,3.0,5.0,3.0,1.0,1.0,6.0,6.0,4.0,5.0,3.0,2.0,3.0,3.0,5.0,4.0,6.0,2.0,128.0,1.0,256.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,4.0,5.0,3.0,6.0,3.0,5.0,3.0,6.0,3.0,4.0,3.0,3.0,3.0,2.0,6.0,32.0,8.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,6.0,4.0,5.0,5.0,6.0,1.0,1.0,6.0,1.0,1.0,4.0,3.0,2.0,6.0,2.0,3.0,1.0,512.0,128.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2518209672.0,5467365.78,615525000.0,3.8917509999999997,784.0,514.0,33280.0,1.3767973387557824e+16,1.0,0.483487514,107.6,3352.0
