l1_size,l2_size,noc_bw,offchip_bw,dim_num,dim_out,dim_mid,dim_in,p_c,p_k,p_x,p_y,p_r,p_s,o_c_out_0,o_k_out_0,o_x_out_0,o_y_out_0,o_r_out_0,o_s_out_0,o_c_mid_0,o_k_mid_0,o_x_mid_0,o_y_mid_0,o_r_mid_0,o_s_mid_0,o_c_in_0,o_k_in_0,o_x_in_0,o_y_in_0,o_r_in_0,o_s_in_0,t_c_d1_0,t_c_d2_0,t_c_d3_0,t_k_d1_0,t_k_d2_0,t_k_d3_0,t_x_d1_0,t_x_d2_0,t_x_d3_0,t_y_d1_0,t_y_d2_0,t_y_d3_0,o_c_out_1,o_k_out_1,o_x_out_1,o_y_out_1,o_r_out_1,o_s_out_1,o_c_mid_1,o_k_mid_1,o_x_mid_1,o_y_mid_1,o_r_mid_1,o_s_mid_1,o_c_in_1,o_k_in_1,o_x_in_1,o_y_in_1,o_r_in_1,o_s_in_1,t_c_d1_1,t_c_d2_1,t_c_d3_1,t_k_d1_1,t_k_d2_1,t_k_d3_1,t_x_d1_1,t_x_d2_1,t_x_d3_1,t_y_d1_1,t_y_d2_1,t_y_d3_1,o_c_out_2,o_k_out_2,o_x_out_2,o_y_out_2,o_r_out_2,o_s_out_2,o_c_mid_2,o_k_mid_2,o_x_mid_2,o_y_mid_2,o_r_mid_2,o_s_mid_2,o_c_in_2,o_k_in_2,o_x_in_2,o_y_in_2,o_r_in_2,o_s_in_2,t_c_d1_2,t_c_d2_2,t_c_d3_2,t_k_d1_2,t_k_d2_2,t_k_d3_2,t_x_d1_2,t_x_d2_2,t_x_d3_2,t_y_d1_2,t_y_d2_2,t_y_d3_2,o_c_out_3,o_k_out_3,o_x_out_3,o_y_out_3,o_r_out_3,o_s_out_3,o_c_mid_3,o_k_mid_3,o_x_mid_3,o_y_mid_3,o_r_mid_3,o_s_mid_3,o_c_in_3,o_k_in_3,o_x_in_3,o_y_in_3,o_r_in_3,o_s_in_3,t_c_d1_3,t_c_d2_3,t_c_d3_3,t_k_d1_3,t_k_d2_3,t_k_d3_3,t_x_d1_3,t_x_d2_3,t_x_d3_3,t_y_d1_3,t_y_d2_3,t_y_d3_3,o_c_out_4,o_k_out_4,o_x_out_4,o_y_out_4,o_r_out_4,o_s_out_4,o_c_mid_4,o_k_mid_4,o_x_mid_4,o_y_mid_4,o_r_mid_4,o_s_mid_4,o_c_in_4,o_k_in_4,o_x_in_4,o_y_in_4,o_r_in_4,o_s_in_4,t_c_d1_4,t_c_d2_4,t_c_d3_4,t_k_d1_4,t_k_d2_4,t_k_d3_4,t_x_d1_4,t_x_d2_4,t_x_d3_4,t_y_d1_4,t_y_d2_4,t_y_d3_4,o_c_out_5,o_k_out_5,o_x_out_5,o_y_out_5,o_r_out_5,o_s_out_5,o_c_mid_5,o_k_mid_5,o_x_mid_5,o_y_mid_5,o_r_mid_5,o_s_mid_5,o_c_in_5,o_k_in_5,o_x_in_5,o_y_in_5,o_r_in_5,o_s_in_5,t_c_d1_5,t_c_d2_5,t_c_d3_5,t_k_d1_5,t_k_d2_5,t_k_d3_5,t_x_d1_5,t_x_d2_5,t_x_d3_5,t_y_d1_5,t_y_d2_5,t_y_d3_5,latency,energy,area,power,cnt_pes,l1_mem,l2_mem,edp,pe_util,noc_bw_req,l1_mem_req,l2_mem_req
64000.0,4096000.0,256.0,64.0,3.0,2.0,34.0,34.0,3.0,3.0,4.0,2.0,1.0,3.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,5.0,3.0,3.0,3.0,6.0,5.0,6.0,4.0,5.0,1.0,5.0,1.0,8.0,1.0,6.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,6.0,3.0,2.0,2.0,6.0,6.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,16.0,32.0,1.0,4.0,64.0,1.0,4.0,32.0,1.0,1.0,1.0,1.0,2.0,5.0,6.0,3.0,3.0,3.0,1.0,6.0,4.0,5.0,1.0,1.0,4.0,5.0,1.0,1.0,3.0,6.0,8.0,128.0,1.0,2.0,32.0,1.0,64.0,16.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,2.0,1.0,2.0,3.0,4.0,5.0,1.0,6.0,2.0,2.0,6.0,4.0,6.0,3.0,4.0,192.0,2.0,1.0,256.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,5.0,1.0,6.0,5.0,3.0,4.0,3.0,2.0,1.0,6.0,5.0,6.0,3.0,5.0,6.0,5.0,128.0,24.0,1.0,1536.0,384.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,5.0,4.0,5.0,6.0,2.0,2.0,4.0,3.0,1.0,3.0,5.0,3.0,5.0,4.0,5.0,2.0,256.0,12.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,276632448.0,19377420.4,3614100000.0,12.950278571428571,2312.0,514.0,819200.0,5360423241177139.0,57.357142857142854,0.6873641785714286,78.57142857142857,58825.142857142855
128000.0,16000000.0,256.0,64.0,1.0,12.0,28.0,4.0,3.0,5.0,6.0,5.0,3.0,5.0,6.0,5.0,2.0,4.0,5.0,5.0,4.0,4.0,1.0,2.0,6.0,5.0,2.0,1.0,4.0,6.0,6.0,2.0,3.0,12.0,1.0,16.0,576.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,5.0,4.0,4.0,6.0,6.0,3.0,3.0,3.0,6.0,6.0,3.0,4.0,5.0,6.0,2.0,1.0,1.0,8.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,6.0,5.0,6.0,4.0,3.0,1.0,5.0,6.0,5.0,2.0,3.0,2.0,3.0,2.0,64.0,1.0,1.0,8.0,1.0,1.0,32.0,16.0,1.0,1.0,1.0,1.0,4.0,3.0,6.0,1.0,4.0,1.0,3.0,5.0,5.0,2.0,2.0,3.0,4.0,5.0,5.0,3.0,1.0,6.0,6.0,64.0,1.0,768.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,5.0,5.0,3.0,3.0,2.0,6.0,3.0,3.0,5.0,6.0,4.0,2.0,4.0,2.0,6.0,5.0,128.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,4.0,6.0,2.0,6.0,6.0,3.0,6.0,3.0,4.0,6.0,6.0,6.0,5.0,16.0,1536.0,1.0,96.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,10947133776.0,87924987.83999999,2290310.0,0.02454884285714285,4.0,514.0,514.0,9.625266041376531e+17,3.5714285714285716,3.5722989285714286,78.57142857142857,88.85714285714286
512.0,128000.0,256.0,64.0,2.0,20.0,6.0,32.0,3.0,3.0,1.0,1.0,6.0,3.0,1.0,2.0,1.0,3.0,5.0,1.0,1.0,4.0,1.0,5.0,3.0,2.0,3.0,3.0,5.0,6.0,3.0,4.0,48.0,128.0,1.0,2.0,144.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,5.0,4.0,1.0,6.0,1.0,1.0,3.0,6.0,2.0,2.0,4.0,3.0,4.0,4.0,6.0,4.0,32.0,1.0,128.0,1.0,1.0,16.0,128.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,6.0,6.0,2.0,3.0,2.0,3.0,6.0,6.0,2.0,2.0,3.0,5.0,5.0,2.0,3.0,4.0,32.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,6.0,3.0,4.0,4.0,3.0,6.0,1.0,3.0,3.0,2.0,2.0,6.0,1.0,4.0,1.0,4.0,128.0,1.0,768.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,2.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,6.0,4.0,6.0,2.0,4.0,3.0,3.0,3.0,1.0,384.0,128.0,1.0,32.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,5.0,6.0,6.0,4.0,4.0,1.0,1.0,4.0,3.0,6.0,3.0,6.0,3.0,5.0,384.0,96.0,1.0,256.0,192.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,667276620.0,28498312.96,93389000.0,0.9089939285714285,192.0,514.0,110592.0,1.9016257947650996e+16,6.714285714285714,3.1684700357142854,78.57142857142857,6756.0
4096.0,32000.0,256.0,64.0,2.0,46.0,6.0,48.0,3.0,6.0,1.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,1.0,1.0,1.0,4.0,1.0,3.0,5.0,5.0,1.0,1.0,3.0,1.0,5.0,2.0,3.0,768.0,1.0,2.0,2304.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,3.0,3.0,2.0,3.0,5.0,4.0,5.0,5.0,4.0,1.0,2.0,6.0,1.0,1.0,1.0,5.0,8.0,8.0,1.0,16.0,1.0,1.0,32.0,8.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,3.0,4.0,6.0,6.0,5.0,2.0,6.0,4.0,2.0,5.0,5.0,2.0,1.0,3.0,32.0,1.0,1.0,8.0,2.0,1.0,64.0,4.0,1.0,1.0,1.0,1.0,6.0,6.0,6.0,3.0,2.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,5.0,6.0,4.0,2.0,6.0,48.0,32.0,1.0,256.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,1.0,6.0,2.0,4.0,4.0,4.0,4.0,6.0,5.0,5.0,1.0,3.0,6.0,6.0,5.0,64.0,16.0,1.0,3072.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,3.0,3.0,5.0,1.0,3.0,2.0,6.0,5.0,1.0,4.0,6.0,5.0,1.0,4.0,3.0,3.0,768.0,1.0,1.0,1.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1896422136.0,40073269.68,153790000.0,1.3487982142857144,288.0,514.0,54272.0,7.599583568304963e+16,5.81868357142857,2.8305926428571433,78.57142857142857,3221.285714285714
256.0,8192000.0,256.0,64.0,2.0,26.0,40.0,44.0,3.0,2.0,5.0,2.0,3.0,3.0,6.0,6.0,3.0,6.0,6.0,2.0,6.0,3.0,3.0,1.0,3.0,2.0,6.0,3.0,1.0,1.0,5.0,1.0,1.0,24.0,1.0,8.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,3.0,4.0,4.0,5.0,2.0,5.0,5.0,1.0,1.0,6.0,3.0,2.0,3.0,16.0,2.0,1.0,64.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,4.0,2.0,2.0,3.0,3.0,4.0,6.0,1.0,6.0,5.0,2.0,6.0,3.0,2.0,4.0,16.0,16.0,1.0,32.0,2.0,1.0,32.0,32.0,1.0,1.0,1.0,1.0,3.0,3.0,4.0,4.0,5.0,4.0,6.0,1.0,3.0,1.0,1.0,1.0,6.0,2.0,1.0,3.0,3.0,5.0,24.0,384.0,1.0,384.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,4.0,3.0,6.0,5.0,3.0,6.0,1.0,2.0,3.0,2.0,4.0,5.0,2.0,3.0,2.0,4.0,6.0,192.0,1.0,1024.0,3072.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,4.0,6.0,3.0,1.0,1.0,6.0,3.0,2.0,2.0,5.0,5.0,5.0,1.0,4.0,3.0,4.0,5.0,8.0,4.0,1.0,48.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4276652496.0,36337698.32,2256270000.0,9.323881428571429,1760.0,514.0,275968.0,1.55403708219123e+17,42.392857142857146,13.269574035714285,78.57142857142857,12834.857142857143
256000.0,256000.0,256.0,64.0,2.0,38.0,10.0,28.0,1.0,3.0,2.0,2.0,2.0,5.0,4.0,5.0,5.0,4.0,1.0,5.0,5.0,6.0,3.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,3.0,5.0,128.0,16.0,1.0,1152.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,3.0,1.0,4.0,1.0,2.0,3.0,6.0,4.0,6.0,1.0,3.0,1.0,5.0,2.0,3.0,6.0,1.0,4.0,1.0,16.0,2.0,1.0,64.0,16.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,3.0,1.0,3.0,1.0,6.0,3.0,3.0,1.0,5.0,1.0,5.0,2.0,4.0,1.0,5.0,64.0,16.0,1.0,2.0,32.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,2.0,2.0,3.0,2.0,1.0,5.0,5.0,4.0,6.0,3.0,2.0,2.0,5.0,2.0,6.0,16.0,32.0,1.0,384.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,6.0,5.0,6.0,6.0,2.0,6.0,3.0,3.0,5.0,4.0,6.0,4.0,5.0,3.0,6.0,6.0,48.0,1.0,128.0,1536.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,5.0,3.0,2.0,4.0,1.0,6.0,2.0,4.0,1.0,3.0,3.0,4.0,3.0,3.0,5.0,32.0,32.0,1.0,24.0,192.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1019539260.0,24001148.300000004,148395000.0,1.3091600000000003,280.0,514.0,35840.0,2.4470112976932264e+16,4.414285714285714,2.15432075,78.57142857142857,2739.4285714285716
128.0,1024000.0,256.0,64.0,2.0,28.0,18.0,16.0,2.0,1.0,3.0,6.0,5.0,5.0,4.0,5.0,5.0,4.0,2.0,5.0,1.0,6.0,2.0,5.0,6.0,6.0,3.0,3.0,4.0,6.0,5.0,4.0,48.0,4.0,1.0,48.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,6.0,4.0,2.0,5.0,4.0,1.0,5.0,1.0,1.0,3.0,5.0,2.0,6.0,6.0,6.0,64.0,2.0,1.0,128.0,16.0,1.0,2.0,32.0,1.0,1.0,1.0,1.0,3.0,4.0,4.0,5.0,6.0,2.0,2.0,2.0,3.0,5.0,1.0,5.0,6.0,2.0,2.0,6.0,2.0,4.0,2.0,2.0,1.0,16.0,128.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,2.0,2.0,6.0,1.0,6.0,2.0,1.0,5.0,3.0,1.0,5.0,2.0,2.0,5.0,4.0,6.0,48.0,1.0,16.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,1.0,1.0,1.0,6.0,5.0,4.0,6.0,4.0,6.0,6.0,1.0,6.0,1.0,4.0,2.0,96.0,256.0,1.0,192.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,2.0,1.0,1.0,6.0,3.0,4.0,6.0,4.0,32.0,1.0,1.0,24.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11184910704.0,44127155.16,153791000.0,1.347715357142857,288.0,514.0,67584.0,4.9355829008615277e+17,1.0,0.6833636250000001,78.57142857142857,2907.4285714285716
32000.0,256000.0,256.0,64.0,3.0,28.0,36.0,42.0,1.0,2.0,2.0,1.0,2.0,6.0,1.0,5.0,3.0,2.0,4.0,4.0,6.0,6.0,4.0,3.0,1.0,4.0,3.0,5.0,5.0,2.0,1.0,2.0,64.0,16.0,1.0,288.0,96.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,6.0,4.0,4.0,1.0,6.0,3.0,4.0,5.0,3.0,5.0,6.0,5.0,4.0,2.0,3.0,6.0,4.0,4.0,64.0,1.0,8.0,2.0,1.0,128.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,5.0,5.0,1.0,4.0,5.0,2.0,2.0,3.0,6.0,5.0,6.0,2.0,2.0,3.0,6.0,3.0,32.0,4.0,1.0,2.0,4.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,1.0,2.0,4.0,4.0,6.0,1.0,1.0,6.0,1.0,5.0,2.0,3.0,4.0,768.0,256.0,1.0,32.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,1.0,1.0,1.0,4.0,3.0,1.0,5.0,2.0,1.0,3.0,2.0,3.0,5.0,1.0,2.0,256.0,64.0,1.0,24.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,2.0,5.0,5.0,1.0,4.0,6.0,1.0,2.0,1.0,6.0,6.0,4.0,1.0,6.0,2.0,4.0,256.0,1.0,384.0,12.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1913829912.0,18623124.839999996,929671000000.0,975.8537142857143,42336.0,514.0,425984.0,3.564149337370221e+16,6.75,0.4075519642857143,78.57142857142857,44315.42857142857
8192.0,4096000.0,256.0,64.0,2.0,18.0,20.0,20.0,3.0,4.0,4.0,3.0,1.0,4.0,3.0,3.0,3.0,4.0,3.0,1.0,4.0,4.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,2.0,3.0,4.0,2.0,48.0,1.0,16.0,18.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,5.0,6.0,5.0,4.0,6.0,5.0,3.0,4.0,4.0,2.0,3.0,4.0,5.0,3.0,6.0,6.0,64.0,8.0,1.0,4.0,32.0,1.0,32.0,8.0,1.0,1.0,1.0,1.0,6.0,4.0,5.0,4.0,6.0,3.0,4.0,3.0,1.0,5.0,6.0,6.0,5.0,2.0,2.0,5.0,5.0,4.0,32.0,16.0,1.0,1.0,32.0,1.0,64.0,4.0,1.0,1.0,1.0,1.0,2.0,3.0,6.0,4.0,4.0,5.0,5.0,5.0,2.0,2.0,4.0,3.0,4.0,5.0,5.0,4.0,6.0,5.0,256.0,24.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,3.0,4.0,5.0,5.0,1.0,1.0,3.0,6.0,4.0,3.0,4.0,3.0,5.0,4.0,2.0,128.0,6.0,1.0,3072.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,2.0,5.0,3.0,6.0,5.0,4.0,4.0,5.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,1536.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,615889356.0,41920876.12,236166000.0,1.9399682142857142,400.0,514.0,344576.0,2.5818621396502576e+16,88.80739642857142,10.10817792857143,78.57142857142857,18765.714285714286
4096.0,32000000.0,256.0,64.0,1.0,4.0,10.0,8.0,4.0,3.0,1.0,5.0,5.0,6.0,6.0,2.0,4.0,2.0,5.0,5.0,3.0,2.0,5.0,2.0,2.0,5.0,6.0,2.0,3.0,5.0,6.0,6.0,384.0,192.0,1.0,64.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,5.0,1.0,6.0,3.0,2.0,4.0,3.0,1.0,3.0,5.0,6.0,4.0,1.0,2.0,6.0,1.0,64.0,16.0,1.0,2.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,1.0,5.0,5.0,2.0,6.0,6.0,6.0,6.0,2.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,1.0,8.0,32.0,1.0,8.0,16.0,1.0,1.0,1.0,1.0,4.0,4.0,3.0,5.0,2.0,6.0,6.0,6.0,2.0,4.0,5.0,1.0,2.0,1.0,3.0,1.0,6.0,4.0,256.0,12.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,4.0,3.0,1.0,6.0,1.0,2.0,4.0,5.0,1.0,1.0,2.0,3.0,5.0,2.0,1.0,4.0,24.0,1.0,24.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,1.0,6.0,5.0,6.0,6.0,4.0,3.0,3.0,5.0,4.0,4.0,5.0,5.0,384.0,8.0,1.0,192.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11173626192.0,101831887.20000002,3853260.0,0.042497942857142854,8.0,514.0,514.0,1.1378314419987098e+18,1.0,1.4258078571428572,78.57142857142857,78.57142857142857
256000.0,32000.0,256.0,64.0,2.0,20.0,12.0,28.0,4.0,5.0,1.0,4.0,3.0,2.0,3.0,5.0,3.0,3.0,3.0,5.0,5.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,192.0,12.0,1.0,2304.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,3.0,3.0,2.0,3.0,1.0,4.0,4.0,4.0,3.0,2.0,6.0,1.0,1.0,1.0,32.0,16.0,1.0,16.0,1.0,1.0,4.0,32.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,2.0,4.0,6.0,3.0,4.0,2.0,1.0,6.0,1.0,1.0,2.0,3.0,3.0,3.0,6.0,16.0,16.0,1.0,1.0,8.0,1.0,16.0,16.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,3.0,3.0,4.0,1.0,4.0,6.0,6.0,6.0,5.0,1.0,2.0,3.0,256.0,32.0,1.0,128.0,192.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,6.0,5.0,6.0,6.0,1.0,4.0,6.0,3.0,2.0,1.0,2.0,6.0,3.0,5.0,1.0,1.0,384.0,1.0,32.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,3.0,3.0,6.0,4.0,1.0,6.0,2.0,5.0,3.0,1.0,4.0,5.0,4.0,3.0,1.0,96.0,96.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,348351756.0,34615410.120000005,187533000.0,1.6086310714285714,336.0,514.0,221184.0,1.2058338899962172e+16,178.8669642857143,14.438422500000001,78.57142857142857,12148.857142857143
1024000.0,512000.0,256.0,64.0,3.0,26.0,22.0,24.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,5.0,2.0,6.0,1.0,1.0,1.0,5.0,3.0,1.0,3.0,4.0,1.0,6.0,2.0,3.0,3.0,1.0,8.0,12.0,1.0,12.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,6.0,3.0,6.0,1.0,3.0,5.0,3.0,6.0,2.0,1.0,1.0,5.0,4.0,2.0,2.0,6.0,32.0,32.0,1.0,128.0,4.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,3.0,2.0,1.0,4.0,1.0,4.0,6.0,5.0,2.0,3.0,3.0,6.0,3.0,2.0,5.0,16.0,32.0,1.0,64.0,16.0,1.0,4.0,16.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,6.0,2.0,2.0,6.0,1.0,6.0,3.0,2.0,3.0,6.0,768.0,1.0,192.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,2.0,5.0,1.0,3.0,4.0,6.0,5.0,2.0,6.0,4.0,6.0,2.0,1.0,768.0,3072.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,6.0,2.0,1.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,4.0,5.0,384.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,789061308.0,29811249.919999994,101320000000.0,144.52935714285712,13728.0,514.0,824832.0,2.3522903854990092e+16,38.023810714285716,2.3843094999999996,78.57142857142857,59713.142857142855
256000.0,8192000.0,256.0,64.0,1.0,48.0,24.0,48.0,2.0,5.0,5.0,4.0,5.0,6.0,3.0,3.0,6.0,1.0,6.0,5.0,5.0,5.0,6.0,2.0,2.0,6.0,5.0,3.0,4.0,3.0,6.0,2.0,16.0,32.0,1.0,1152.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,2.0,6.0,3.0,6.0,1.0,3.0,3.0,6.0,1.0,1.0,4.0,1.0,2.0,6.0,1.0,5.0,1.0,4.0,1.0,1.0,64.0,32.0,1.0,16.0,64.0,1.0,1.0,1.0,1.0,6.0,3.0,5.0,1.0,2.0,3.0,3.0,5.0,6.0,2.0,5.0,1.0,2.0,1.0,6.0,1.0,2.0,2.0,32.0,64.0,1.0,32.0,16.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,4.0,4.0,6.0,5.0,3.0,4.0,4.0,1.0,2.0,5.0,2.0,6.0,1.0,5.0,4.0,96.0,96.0,1.0,48.0,24.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,5.0,4.0,4.0,1.0,4.0,4.0,5.0,4.0,1.0,5.0,2.0,4.0,3.0,4.0,4.0,5.0,5.0,2.0,32.0,1.0,128.0,8.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,5.0,5.0,1.0,4.0,3.0,3.0,5.0,1.0,3.0,6.0,3.0,4.0,5.0,6.0,8.0,768.0,1.0,3.0,16.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,11173626192.0,84947815.19999999,20379700.0,0.2230962857142857,48.0,514.0,514.0,9.491751328718956e+17,1.0,1.425477857142857,78.57142857142857,78.57142857142857
32000.0,64000.0,256.0,64.0,3.0,14.0,22.0,18.0,3.0,4.0,5.0,2.0,3.0,4.0,1.0,3.0,5.0,2.0,4.0,6.0,3.0,2.0,2.0,3.0,6.0,1.0,5.0,6.0,4.0,3.0,2.0,2.0,2.0,384.0,1.0,2.0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,4.0,4.0,4.0,3.0,1.0,6.0,3.0,6.0,6.0,1.0,3.0,1.0,2.0,1.0,5.0,16.0,64.0,1.0,4.0,2.0,1.0,1.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,6.0,6.0,5.0,3.0,8.0,8.0,1.0,16.0,128.0,1.0,32.0,4.0,1.0,1.0,1.0,1.0,3.0,6.0,3.0,2.0,4.0,2.0,4.0,1.0,3.0,3.0,3.0,6.0,4.0,6.0,1.0,2.0,1.0,1.0,4.0,4.0,1.0,12.0,64.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,4.0,2.0,4.0,6.0,3.0,3.0,5.0,1.0,1.0,3.0,6.0,3.0,4.0,6.0,5.0,3.0,3.0,8.0,2.0,1.0,384.0,512.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,3.0,1.0,4.0,3.0,6.0,1.0,1.0,5.0,6.0,3.0,5.0,2.0,2.0,6.0,6.0,8.0,4.0,1.0,48.0,48.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7204707060.0,23419291.200000007,17796300000.0,38.499225,5544.0,514.0,141312.0,1.6872913264883594e+17,8.214285714285714,0.8714542142857143,78.57142857142857,26084.571428571428
