l1_size,l2_size,noc_bw,offchip_bw,dim_num,dim_out,dim_mid,dim_in,p_c,p_k,p_x,p_y,p_r,p_s,o_c_out_0,o_k_out_0,o_x_out_0,o_y_out_0,o_r_out_0,o_s_out_0,o_c_mid_0,o_k_mid_0,o_x_mid_0,o_y_mid_0,o_r_mid_0,o_s_mid_0,o_c_in_0,o_k_in_0,o_x_in_0,o_y_in_0,o_r_in_0,o_s_in_0,t_c_d1_0,t_c_d2_0,t_c_d3_0,t_k_d1_0,t_k_d2_0,t_k_d3_0,t_x_d1_0,t_x_d2_0,t_x_d3_0,t_y_d1_0,t_y_d2_0,t_y_d3_0,o_c_out_1,o_k_out_1,o_x_out_1,o_y_out_1,o_r_out_1,o_s_out_1,o_c_mid_1,o_k_mid_1,o_x_mid_1,o_y_mid_1,o_r_mid_1,o_s_mid_1,o_c_in_1,o_k_in_1,o_x_in_1,o_y_in_1,o_r_in_1,o_s_in_1,t_c_d1_1,t_c_d2_1,t_c_d3_1,t_k_d1_1,t_k_d2_1,t_k_d3_1,t_x_d1_1,t_x_d2_1,t_x_d3_1,t_y_d1_1,t_y_d2_1,t_y_d3_1,latency,energy,area,power,cnt_pes,l1_mem,l2_mem,edp,pe_util,noc_bw_req,l1_mem_req,l2_mem_req
1024.0,1024000.0,256.0,64.0,3.0,12.0,14.0,8.0,5.0,3.0,3.0,2.0,1.0,4.0,2.0,3.0,5.0,2.0,1.0,1.0,6.0,4.0,4.0,3.0,6.0,4.0,3.0,6.0,5.0,6.0,2.0,2.0,2.0,256.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,64.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,1.0,5.0,3.0,3.0,5.0,2.0,3.0,3.0,6.0,5.0,1.0,3.0,4.0,32.0,128.0,1.0,16.0,384.0,1.0,1.0,1.0,1.0,5.0,80.0,1.0,907782336.0,36490426.0,1438280000.0,10.015946666666665,1344.0,10.0,1486848.0,3.3125364155915136e+16,50.962944444444446,1.015915,10.0,1011939.5555555555
4096.0,2048000.0,256.0,64.0,2.0,2.0,4.0,6.0,4.0,2.0,1.0,2.0,6.0,5.0,6.0,3.0,3.0,4.0,2.0,1.0,2.0,2.0,6.0,5.0,3.0,3.0,5.0,4.0,2.0,1.0,5.0,2.0,8.0,2048.0,1.0,8.0,16.0,1.0,1.0,1.0,1.0,1.0,128.0,1.0,6.0,2.0,5.0,5.0,2.0,4.0,5.0,2.0,6.0,5.0,6.0,1.0,1.0,6.0,6.0,4.0,1.0,4.0,256.0,512.0,1.0,256.0,3072.0,1.0,1.0,1.0,1.0,40.0,16.0,1.0,24461201492.0,49995570.0,10282200.0,0.3914061111111111,24.0,10.0,147456.0,1.2229517114773903e+18,1.0,0.2523968888888889,10.0,82005.33333333333
512.0,32000.0,256.0,64.0,2.0,40.0,12.0,28.0,6.0,3.0,5.0,5.0,6.0,5.0,3.0,4.0,1.0,5.0,4.0,6.0,2.0,3.0,2.0,2.0,3.0,2.0,4.0,1.0,3.0,5.0,4.0,4.0,256.0,32.0,1.0,256.0,2.0,1.0,1.0,1.0,1.0,2.0,16.0,1.0,6.0,1.0,6.0,5.0,6.0,6.0,3.0,5.0,2.0,3.0,3.0,4.0,3.0,6.0,2.0,3.0,3.0,3.0,1.0,128.0,1.0,12.0,1024.0,1.0,1.0,1.0,1.0,80.0,40.0,1.0,2056482855.0,57375710.0,187492000.0,1.4961833333333334,336.0,10.0,3080.0,1.1799216390845205e+17,11.8254,3.177213333333333,10.0,2595.5555555555557
16000.0,32000.0,256.0,64.0,1.0,16.0,24.0,20.0,5.0,4.0,4.0,6.0,2.0,6.0,2.0,3.0,3.0,4.0,6.0,2.0,3.0,3.0,5.0,5.0,2.0,5.0,2.0,1.0,3.0,1.0,5.0,3.0,128.0,64.0,1.0,8.0,2048.0,1.0,1.0,1.0,1.0,16.0,64.0,1.0,2.0,5.0,3.0,1.0,4.0,5.0,1.0,6.0,3.0,4.0,3.0,3.0,5.0,1.0,2.0,1.0,5.0,5.0,256.0,32.0,1.0,128.0,192.0,1.0,1.0,1.0,1.0,32.0,1.0,1.0,1275068425.0,239208580.0,8638890.0,0.0920081,20.0,10.0,162.0,3.050073073470865e+17,18.22222222222222,18.22226666666667,10.0,162.0
1024000.0,512000.0,256.0,64.0,3.0,22.0,20.0,40.0,5.0,4.0,3.0,4.0,2.0,5.0,2.0,2.0,1.0,2.0,5.0,2.0,4.0,3.0,6.0,3.0,1.0,6.0,3.0,3.0,6.0,4.0,4.0,2.0,1.0,32.0,1.0,128.0,1.0,1.0,1.0,1.0,1.0,1.0,32.0,1.0,6.0,5.0,3.0,1.0,5.0,4.0,4.0,2.0,4.0,4.0,1.0,3.0,6.0,5.0,2.0,6.0,1.0,1.0,16.0,64.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,320.0,80.0,1.0,931731349.0,32667228.0,164625000000.0,212.82644444444443,17600.0,10.0,911488.0,3.0437080412530572e+16,33.18518888888889,0.14196366666666668,10.0,610147.5555555555
8192.0,512000.0,256.0,64.0,1.0,14.0,36.0,38.0,5.0,1.0,5.0,2.0,6.0,6.0,6.0,4.0,4.0,6.0,6.0,1.0,6.0,1.0,2.0,2.0,6.0,4.0,5.0,4.0,6.0,6.0,6.0,1.0,64.0,1024.0,1.0,4.0,2048.0,1.0,1.0,1.0,1.0,2.0,64.0,1.0,2.0,6.0,1.0,2.0,5.0,3.0,6.0,6.0,2.0,2.0,1.0,1.0,2.0,5.0,2.0,6.0,2.0,1.0,4.0,512.0,1.0,24.0,256.0,1.0,1.0,1.0,1.0,64.0,20.0,1.0,24427626505.0,293701080.0,16093200.0,0.168513,38.0,10.0,10.0,7.174420286355125e+18,1.0,1.277817777777778,10.0,10.0
64000.0,2048000.0,256.0,64.0,1.0,34.0,4.0,14.0,6.0,4.0,3.0,1.0,6.0,6.0,2.0,3.0,3.0,6.0,4.0,2.0,2.0,6.0,5.0,6.0,6.0,1.0,3.0,5.0,2.0,1.0,4.0,2.0,2.0,2048.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,4.0,128.0,1.0,2.0,6.0,4.0,2.0,4.0,3.0,1.0,6.0,2.0,5.0,5.0,4.0,1.0,3.0,5.0,4.0,1.0,3.0,32.0,1024.0,1.0,1.0,1536.0,1.0,1.0,1.0,1.0,16.0,20.0,1.0,1747386377.0,206491800.0,6227500.0,0.0661954,14.0,10.0,88.0,3.608209582822086e+17,13.9795,17.884388888888893,10.0,88.0
16000.0,4096000.0,256.0,64.0,2.0,8.0,10.0,6.0,6.0,5.0,1.0,5.0,3.0,2.0,6.0,4.0,5.0,2.0,4.0,4.0,5.0,5.0,1.0,4.0,2.0,6.0,5.0,3.0,4.0,2.0,3.0,5.0,128.0,1024.0,1.0,256.0,256.0,1.0,1.0,1.0,1.0,32.0,1.0,1.0,5.0,6.0,6.0,5.0,1.0,4.0,2.0,3.0,1.0,3.0,6.0,2.0,2.0,3.0,4.0,5.0,3.0,1.0,4.0,256.0,1.0,96.0,128.0,1.0,1.0,1.0,1.0,20.0,32.0,1.0,427965063.0,39940091.3,25721300.0,1.3026261111111113,60.0,10.0,661504.0,1.709296368943025e+16,54.307122222222226,2.235075777777778,10.0,301290.6666666667
2048.0,8192000.0,256.0,64.0,2.0,4.0,34.0,26.0,5.0,4.0,1.0,6.0,5.0,2.0,4.0,5.0,1.0,6.0,5.0,5.0,4.0,6.0,5.0,6.0,3.0,3.0,5.0,6.0,2.0,2.0,1.0,4.0,64.0,512.0,1.0,256.0,2048.0,1.0,1.0,1.0,1.0,64.0,2.0,1.0,5.0,2.0,3.0,2.0,5.0,1.0,2.0,6.0,3.0,3.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,2048.0,16.0,1.0,768.0,2.0,1.0,1.0,1.0,1.0,40.0,32.0,1.0,163582306.0,84350524.0,738948000.0,4.254603333333334,884.0,10.0,76288.0,1.3798253228228344e+16,392.29644444444443,49.785577777777775,10.0,40341.333333333336
4096.0,32000.0,256.0,64.0,2.0,36.0,6.0,44.0,1.0,6.0,3.0,2.0,5.0,2.0,3.0,6.0,3.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,3.0,6.0,4.0,6.0,6.0,1.0,5.0,2.0,2.0,1.0,2048.0,128.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,3.0,6.0,2.0,4.0,1.0,6.0,1.0,5.0,1.0,6.0,1.0,3.0,6.0,5.0,2.0,2.0,1.0,2.0,1024.0,1024.0,1.0,3072.0,96.0,1.0,1.0,1.0,1.0,32.0,32.0,1.0,4581766220.0,50498400.0,137921000.0,3.6281666666666665,264.0,10.0,1282048.0,2.31371863284048e+17,5.33333,1.2639027777777778,10.0,714983.1111111111
2048000.0,512000.0,256.0,64.0,3.0,22.0,8.0,26.0,1.0,3.0,4.0,6.0,2.0,3.0,4.0,3.0,3.0,6.0,6.0,5.0,3.0,3.0,2.0,4.0,1.0,3.0,5.0,2.0,4.0,2.0,5.0,3.0,32.0,1.0,1.0,32.0,4.0,1.0,1.0,1.0,1.0,64.0,16.0,1.0,2.0,5.0,4.0,2.0,3.0,2.0,3.0,2.0,1.0,6.0,3.0,5.0,2.0,1.0,6.0,2.0,4.0,5.0,16.0,32.0,1.0,3072.0,256.0,1.0,1.0,1.0,1.0,1.0,40.0,1.0,669082392.0,35730763.0,12431800000.0,32.8933111111111,4576.0,10.0,2183168.0,2.3906824376025096e+16,117.33333333333333,3.646538666666667,10.0,1221063.111111111
512.0,64000.0,256.0,64.0,2.0,28.0,12.0,38.0,5.0,5.0,1.0,1.0,6.0,2.0,1.0,1.0,4.0,6.0,2.0,4.0,2.0,5.0,6.0,1.0,5.0,6.0,6.0,4.0,6.0,4.0,5.0,2.0,4096.0,8.0,1.0,4.0,32.0,1.0,1.0,1.0,1.0,4.0,8.0,1.0,6.0,1.0,3.0,1.0,1.0,3.0,2.0,3.0,6.0,3.0,6.0,1.0,3.0,6.0,4.0,2.0,5.0,4.0,512.0,64.0,1.0,8.0,4.0,1.0,1.0,1.0,1.0,4.0,40.0,1.0,1219231758.0,86631280.0,282074000.0,2.0425166666666668,456.0,10.0,1056.0,1.0562360781219024e+17,21.333333333333332,9.41486,10.0,657.7777777777778
2048.0,1024000.0,256.0,64.0,1.0,44.0,10.0,30.0,5.0,1.0,1.0,1.0,3.0,3.0,3.0,2.0,2.0,2.0,6.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,3.0,1.0,4.0,5.0,3.0,2.0,4096.0,256.0,1.0,1.0,512.0,1.0,1.0,1.0,1.0,128.0,2.0,1.0,1.0,6.0,6.0,5.0,3.0,5.0,4.0,2.0,6.0,4.0,3.0,6.0,1.0,3.0,2.0,2.0,5.0,5.0,8.0,4.0,1.0,12.0,3072.0,1.0,1.0,1.0,1.0,20.0,64.0,1.0,817037321.0,192317200.0,12739400.0,0.134783,30.0,10.0,184.0,1.571303298702212e+17,29.8978,31.504055555555553,10.0,184.0
32000.0,1024000.0,256.0,64.0,1.0,22.0,32.0,18.0,2.0,5.0,1.0,3.0,5.0,2.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,5.0,5.0,1.0,5.0,2.0,6.0,3.0,1.0,6.0,5.0,2048.0,32.0,1.0,256.0,2048.0,1.0,1.0,1.0,1.0,128.0,128.0,1.0,2.0,1.0,3.0,4.0,3.0,4.0,3.0,1.0,6.0,1.0,6.0,1.0,4.0,4.0,1.0,3.0,1.0,3.0,512.0,16.0,1.0,24.0,384.0,1.0,1.0,1.0,1.0,80.0,1.0,1.0,1359740937.0,149525920.0,7831020.0,0.0833165,18.0,10.0,112.0,2.0331651456658704e+17,17.9649,17.9649,10.0,112.0
128000.0,16000000.0,256.0,64.0,3.0,12.0,12.0,30.0,6.0,1.0,2.0,4.0,2.0,6.0,1.0,4.0,4.0,1.0,5.0,1.0,3.0,6.0,1.0,3.0,6.0,4.0,2.0,2.0,2.0,5.0,3.0,4.0,4.0,2.0,1.0,2048.0,64.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,6.0,6.0,5.0,2.0,1.0,1.0,2.0,6.0,4.0,4.0,4.0,2.0,6.0,4.0,2.0,6.0,5.0,512.0,4096.0,1.0,8.0,24.0,1.0,1.0,1.0,1.0,20.0,64.0,1.0,2879218564.0,35929946.0,11172600000.0,28.29386666666667,4320.0,10.0,723968.0,1.0345016752671754e+17,10.847555555555555,0.3103802222222222,10.0,493312.0
16000.0,256000.0,256.0,64.0,2.0,12.0,2.0,12.0,3.0,6.0,1.0,6.0,5.0,2.0,4.0,2.0,6.0,5.0,6.0,5.0,4.0,3.0,3.0,4.0,2.0,1.0,6.0,4.0,3.0,3.0,4.0,1.0,64.0,4.0,1.0,2.0,1024.0,1.0,1.0,1.0,1.0,64.0,64.0,1.0,3.0,3.0,6.0,5.0,5.0,5.0,2.0,1.0,3.0,1.0,6.0,2.0,4.0,3.0,6.0,6.0,6.0,4.0,4096.0,4.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,4.0,10.0,1.0,5553258509.0,81543660.0,10267000.0,0.110291,24.0,10.0,1056.0,4.5283302375000294e+17,11.70368888888889,2.845017777777778,10.0,522.6666666666666
8192.0,32000.0,256.0,64.0,1.0,6.0,38.0,10.0,1.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,5.0,3.0,6.0,1.0,4.0,4.0,6.0,2.0,2.0,1.0,4.0,4.0,5.0,3.0,3.0,5.0,4096.0,8.0,1.0,2048.0,512.0,1.0,1.0,1.0,1.0,32.0,2.0,1.0,5.0,2.0,3.0,6.0,3.0,2.0,1.0,3.0,3.0,6.0,2.0,3.0,2.0,3.0,4.0,6.0,2.0,5.0,512.0,16.0,1.0,384.0,48.0,1.0,1.0,1.0,1.0,16.0,16.0,1.0,24427626505.0,303556600.0,4640280.0,0.048888,10.0,10.0,10.0,7.415167247927683e+18,1.0,1.2777111111111112,10.0,10.0
256000.0,64000.0,256.0,64.0,3.0,36.0,18.0,46.0,1.0,2.0,4.0,3.0,5.0,5.0,4.0,6.0,5.0,3.0,1.0,6.0,6.0,3.0,4.0,6.0,6.0,6.0,5.0,5.0,1.0,4.0,2.0,3.0,512.0,1.0,1.0,64.0,128.0,1.0,1.0,1.0,1.0,128.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,3.0,5.0,6.0,3.0,3.0,1.0,3.0,5.0,2.0,6.0,6.0,1.0,3.0,512.0,512.0,1.0,2.0,128.0,1.0,1.0,1.0,1.0,160.0,8.0,1.0,24463682368.0,33145640.0,464258000000.0,517.4083333333333,29808.0,10.0,335872.0,8.108644088440755e+17,1.0,0.006365738888888889,10.0,317667.55555555556
256000.0,16000.0,256.0,64.0,1.0,16.0,42.0,24.0,5.0,5.0,3.0,2.0,6.0,6.0,6.0,6.0,1.0,5.0,2.0,3.0,1.0,2.0,2.0,6.0,2.0,4.0,6.0,2.0,6.0,1.0,5.0,3.0,512.0,16.0,1.0,256.0,8.0,1.0,1.0,1.0,1.0,32.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,5.0,6.0,1.0,5.0,3.0,3.0,2.0,2.0,3.0,1.0,64.0,1024.0,1.0,64.0,1.0,1.0,1.0,1.0,1.0,40.0,64.0,1.0,24427626505.0,256309600.0,10266900.0,0.10852200000000001,24.0,10.0,10.0,6.261035178445948e+18,1.0,1.0,10.0,10.0
128.0,16000.0,256.0,64.0,2.0,38.0,32.0,2.0,6.0,5.0,4.0,4.0,3.0,6.0,5.0,2.0,5.0,1.0,2.0,5.0,5.0,5.0,2.0,6.0,1.0,3.0,3.0,6.0,2.0,4.0,3.0,6.0,2.0,128.0,1.0,32.0,256.0,1.0,1.0,1.0,1.0,16.0,16.0,1.0,5.0,6.0,2.0,4.0,3.0,2.0,3.0,5.0,4.0,1.0,5.0,5.0,5.0,4.0,4.0,2.0,6.0,1.0,16.0,1024.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,16.0,4.0,1.0,773324898.0,126241150.0,27444300.0,0.301258,64.0,10.0,7168.0,9.76254244471527e+16,32.0,18.426304444444447,10.0,6034.666666666667
1024.0,128000.0,256.0,64.0,3.0,8.0,10.0,20.0,1.0,3.0,3.0,6.0,4.0,3.0,3.0,2.0,4.0,3.0,4.0,5.0,1.0,5.0,5.0,1.0,3.0,3.0,2.0,3.0,6.0,6.0,2.0,2.0,1.0,256.0,1.0,2048.0,64.0,1.0,1.0,1.0,1.0,2.0,16.0,1.0,6.0,6.0,4.0,4.0,1.0,1.0,4.0,6.0,1.0,5.0,6.0,6.0,6.0,3.0,3.0,4.0,4.0,6.0,2048.0,2048.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,160.0,160.0,1.0,10110725424.0,32573432.6,1920820000.0,13.024744444444442,1600.0,10.0,1638400.0,3.2934103313577043e+17,58.0,0.3921441,10.0,1472142.2222222222
4096.0,8192000.0,256.0,64.0,1.0,40.0,8.0,22.0,5.0,5.0,2.0,6.0,3.0,2.0,2.0,3.0,1.0,4.0,6.0,1.0,5.0,5.0,4.0,4.0,3.0,3.0,1.0,6.0,3.0,5.0,1.0,6.0,8.0,512.0,1.0,256.0,2.0,1.0,1.0,1.0,1.0,32.0,32.0,1.0,6.0,2.0,3.0,6.0,4.0,3.0,1.0,4.0,6.0,6.0,6.0,1.0,2.0,4.0,2.0,5.0,5.0,5.0,256.0,32.0,1.0,64.0,256.0,1.0,1.0,1.0,1.0,16.0,10.0,1.0,1207959561.0,259553000.0,9450850.0,0.10058299999999999,22.0,10.0,178.0,3.13529527936233e+17,20.592577777777777,21.092477777777777,10.0,178.0
512000.0,32000.0,256.0,64.0,1.0,2.0,6.0,38.0,4.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,5.0,6.0,1.0,1.0,4.0,4.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,6.0,5.0,4.0,16.0,32.0,1.0,128.0,16.0,1.0,1.0,1.0,1.0,32.0,4.0,1.0,1.0,3.0,6.0,3.0,4.0,2.0,2.0,6.0,6.0,3.0,3.0,6.0,5.0,1.0,6.0,2.0,2.0,5.0,8.0,512.0,1.0,512.0,512.0,1.0,1.0,1.0,1.0,2.0,32.0,1.0,644087817.0,199742640.0,16093200.0,0.16927899999999999,38.0,10.0,232.0,1.2865180095941688e+17,37.9259,37.9259,10.0,232.0
128000.0,16000.0,256.0,64.0,3.0,48.0,16.0,40.0,5.0,1.0,6.0,3.0,2.0,2.0,3.0,3.0,6.0,6.0,3.0,6.0,5.0,2.0,3.0,6.0,3.0,6.0,1.0,1.0,3.0,2.0,4.0,1.0,512.0,512.0,1.0,512.0,128.0,1.0,1.0,1.0,1.0,64.0,32.0,1.0,5.0,2.0,3.0,6.0,5.0,5.0,6.0,4.0,1.0,6.0,1.0,6.0,4.0,3.0,2.0,3.0,5.0,4.0,2048.0,1.0,1.0,32.0,96.0,1.0,1.0,1.0,1.0,32.0,2.0,1.0,1546490752.0,35254830.0,492740000000.0,546.4055555555555,30720.0,10.0,655360.0,5.452126855833216e+16,16.0,0.3524305555555556,10.0,585955.5555555555
2048.0,16000000.0,256.0,64.0,2.0,18.0,44.0,42.0,1.0,1.0,6.0,5.0,3.0,4.0,4.0,2.0,5.0,1.0,3.0,5.0,3.0,5.0,6.0,3.0,6.0,2.0,5.0,2.0,1.0,6.0,2.0,5.0,32.0,8.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,2.0,32.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,5.0,6.0,3.0,5.0,4.0,5.0,3.0,1.0,3.0,4.0,2.0,5.0,1.0,1.0,1.0,48.0,1024.0,1.0,1.0,1.0,1.0,16.0,5.0,1.0,12465471497.0,125329130.0,2451790000.0,9.378775555555556,1848.0,10.0,586.0,1.5622866977588076e+18,2.111111111111111,1.4331406666666666,10.0,410.8888888888889
1024.0,1024000.0,256.0,64.0,3.0,24.0,48.0,42.0,5.0,6.0,1.0,1.0,1.0,4.0,4.0,1.0,4.0,6.0,6.0,5.0,6.0,6.0,1.0,6.0,5.0,5.0,4.0,6.0,2.0,2.0,4.0,4.0,8.0,2.0,1.0,2.0,32.0,1.0,1.0,1.0,1.0,16.0,2.0,1.0,2.0,4.0,1.0,3.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,2.0,5.0,1.0,5.0,1.0,5.0,6.0,64.0,8.0,1.0,16.0,3.0,1.0,1.0,1.0,1.0,40.0,160.0,1.0,161709836.0,37699948.0,1211600000000.0,1232.27,48384.0,10.0,192512.0,6096452408288528.0,144.5925777777778,5.8702266666666665,10.0,123448.88888888889
4096.0,2048000.0,256.0,64.0,2.0,8.0,34.0,28.0,2.0,2.0,5.0,3.0,1.0,1.0,3.0,2.0,4.0,1.0,5.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,3.0,4.0,3.0,3.0,2.0,4.0,128.0,512.0,1.0,8.0,1024.0,1.0,1.0,1.0,1.0,32.0,8.0,1.0,3.0,2.0,3.0,5.0,5.0,1.0,1.0,6.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,4.0,3.0,256.0,1.0,1.0,6.0,3072.0,1.0,1.0,1.0,1.0,20.0,10.0,1.0,5436342309.0,145442318.0,828715000.0,4.466674444444445,952.0,10.0,4224.0,7.906742268624323e+17,4.555555555555555,2.786251111111111,10.0,1961.7777777777778
64000.0,64000.0,256.0,64.0,3.0,46.0,24.0,14.0,1.0,4.0,4.0,1.0,4.0,6.0,1.0,5.0,4.0,3.0,5.0,5.0,4.0,5.0,3.0,2.0,4.0,4.0,2.0,4.0,3.0,6.0,2.0,3.0,2.0,4096.0,1.0,128.0,8.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,5.0,6.0,5.0,2.0,6.0,5.0,5.0,1.0,1.0,4.0,3.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,2048.0,16.0,1.0,192.0,24.0,1.0,1.0,1.0,1.0,320.0,32.0,1.0,2793644736.0,32876830.0,127684000000.0,176.50055555555556,15456.0,10.0,2220032.0,9.184618306586688e+16,11.555555555555555,0.10243066666666667,10.0,1729422.2222222222
128.0,16000.0,256.0,64.0,3.0,40.0,28.0,12.0,6.0,6.0,5.0,1.0,4.0,2.0,6.0,6.0,4.0,3.0,5.0,4.0,2.0,2.0,1.0,5.0,6.0,3.0,4.0,6.0,6.0,2.0,1.0,4.0,64.0,2048.0,1.0,4.0,512.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,4.0,3.0,1.0,3.0,6.0,1.0,3.0,6.0,3.0,1.0,1.0,4.0,2.0,6.0,1.0,1.0,128.0,16.0,1.0,768.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,147436672.0,46164518.9,97222100000.0,155.03122222222223,13440.0,10.0,6340096.0,6806343031097101.0,510.3744444444444,60.65979155555556,10.0,5394602.666666667
2048000.0,32000000.0,256.0,64.0,3.0,10.0,28.0,6.0,3.0,1.0,5.0,4.0,4.0,6.0,3.0,4.0,4.0,6.0,3.0,5.0,5.0,1.0,5.0,1.0,3.0,5.0,3.0,6.0,5.0,4.0,3.0,6.0,32.0,128.0,1.0,32.0,64.0,1.0,1.0,1.0,1.0,8.0,128.0,1.0,2.0,5.0,1.0,3.0,5.0,2.0,5.0,6.0,4.0,6.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,5.0,1.0,64.0,1.0,12.0,64.0,1.0,1.0,1.0,1.0,40.0,20.0,1.0,5195313666.0,37651519.0,2085140000.0,8.537566666666667,1680.0,10.0,65536.0,1.9561145120635866e+17,4.555555555555555,0.14909335555555556,10.0,39367.11111111111
8192.0,4096000.0,256.0,64.0,2.0,30.0,2.0,32.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,1.0,6.0,5.0,1.0,4.0,3.0,4.0,6.0,2.0,2.0,1.0,4.0,3.0,1.0,3.0,4.0,2.0,1.0,256.0,1.0,4.0,1024.0,1.0,1.0,1.0,1.0,64.0,64.0,1.0,5.0,2.0,6.0,1.0,5.0,2.0,3.0,6.0,2.0,1.0,5.0,3.0,6.0,4.0,3.0,3.0,6.0,4.0,16.0,1.0,1.0,1024.0,2.0,1.0,1.0,1.0,1.0,1.0,10.0,1.0,16190013449.0,188193660.0,27443600.0,0.28146288888888893,64.0,10.0,648.0,3.0468578864165335e+18,2.888888888888889,2.491165555555556,10.0,296.8888888888889
2048000.0,16000.0,256.0,64.0,2.0,42.0,38.0,30.0,3.0,4.0,3.0,6.0,3.0,2.0,1.0,3.0,5.0,6.0,4.0,2.0,3.0,5.0,5.0,4.0,5.0,6.0,1.0,2.0,1.0,3.0,3.0,5.0,16.0,256.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,6.0,4.0,6.0,3.0,3.0,3.0,6.0,2.0,3.0,4.0,2.0,3.0,3.0,3.0,4.0,32.0,256.0,1.0,2.0,256.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,457900102.0,57607030.0,1101440000.0,5.4475388888888885,1140.0,10.0,5296.0,2.637826491291706e+16,49.77777777777778,15.135627777777778,10.0,4104.888888888889
16000.0,32000.0,256.0,64.0,3.0,26.0,26.0,32.0,5.0,5.0,4.0,5.0,3.0,5.0,6.0,6.0,6.0,6.0,6.0,5.0,4.0,2.0,1.0,6.0,2.0,5.0,2.0,2.0,4.0,5.0,2.0,5.0,256.0,512.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,128.0,2.0,1.0,5.0,2.0,6.0,1.0,1.0,5.0,2.0,3.0,4.0,5.0,6.0,3.0,5.0,2.0,2.0,1.0,1.0,5.0,512.0,32.0,1.0,1536.0,2.0,1.0,1.0,1.0,1.0,20.0,64.0,1.0,79771330.0,32516661.8,246788000000.0,324.418,21632.0,10.0,13303808.0,2593897358946194.0,1166.2222222222222,3.5121528888888895,10.0,7887075.555555556
32000.0,512000.0,256.0,64.0,2.0,20.0,4.0,4.0,2.0,4.0,5.0,6.0,3.0,2.0,3.0,6.0,5.0,6.0,1.0,5.0,2.0,1.0,1.0,6.0,2.0,5.0,4.0,1.0,1.0,3.0,4.0,4.0,1024.0,4096.0,1.0,2048.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,3.0,1.0,4.0,2.0,2.0,3.0,3.0,4.0,4.0,3.0,5.0,1.0,4.0,3.0,1.0,4.0,2.0,64.0,1.0,16.0,4.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,6185812133.0,103576823.0,7029340.0,0.10662916666666666,16.0,10.0,20512.0,6.407067684109934e+17,4.0,1.3169713333333333,10.0,9338.666666666666
8192.0,16000000.0,256.0,64.0,1.0,32.0,30.0,34.0,6.0,1.0,1.0,3.0,3.0,5.0,2.0,5.0,4.0,1.0,3.0,3.0,1.0,4.0,6.0,6.0,4.0,6.0,3.0,4.0,2.0,1.0,5.0,1.0,4096.0,1024.0,1.0,2048.0,2.0,1.0,1.0,1.0,1.0,2.0,128.0,1.0,6.0,5.0,3.0,6.0,2.0,1.0,2.0,1.0,6.0,5.0,4.0,4.0,6.0,2.0,5.0,4.0,5.0,2.0,2.0,2.0,1.0,12.0,6.0,1.0,1.0,1.0,1.0,64.0,320.0,1.0,721616905.0,108483280.0,14408200.0,0.152024,34.0,10.0,208.0,7.82833687578484e+16,33.8512,24.5668,10.0,208.0
