l1_size,l2_size,noc_bw,offchip_bw,dim_num,dim_out,dim_mid,dim_in,p_c,p_k,p_x,p_y,p_r,p_s,o_c_out_0,o_k_out_0,o_x_out_0,o_y_out_0,o_r_out_0,o_s_out_0,o_c_mid_0,o_k_mid_0,o_x_mid_0,o_y_mid_0,o_r_mid_0,o_s_mid_0,o_c_in_0,o_k_in_0,o_x_in_0,o_y_in_0,o_r_in_0,o_s_in_0,t_c_d1_0,t_c_d2_0,t_c_d3_0,t_k_d1_0,t_k_d2_0,t_k_d3_0,t_x_d1_0,t_x_d2_0,t_x_d3_0,t_y_d1_0,t_y_d2_0,t_y_d3_0,o_c_out_1,o_k_out_1,o_x_out_1,o_y_out_1,o_r_out_1,o_s_out_1,o_c_mid_1,o_k_mid_1,o_x_mid_1,o_y_mid_1,o_r_mid_1,o_s_mid_1,o_c_in_1,o_k_in_1,o_x_in_1,o_y_in_1,o_r_in_1,o_s_in_1,t_c_d1_1,t_c_d2_1,t_c_d3_1,t_k_d1_1,t_k_d2_1,t_k_d3_1,t_x_d1_1,t_x_d2_1,t_x_d3_1,t_y_d1_1,t_y_d2_1,t_y_d3_1,latency,energy,area,power,cnt_pes,l1_mem,l2_mem,edp,pe_util,noc_bw_req,l1_mem_req,l2_mem_req
4096.0,128000.0,256.0,64.0,2.0,36.0,4.0,18.0,3.0,1.0,4.0,5.0,3.0,6.0,3.0,1.0,5.0,6.0,3.0,4.0,5.0,1.0,6.0,1.0,1.0,4.0,6.0,4.0,6.0,1.0,2.0,6.0,256.0,8.0,1.0,64.0,1.0,1.0,1.0,1.0,1.0,4.0,32.0,1.0,5.0,1.0,3.0,6.0,3.0,5.0,2.0,2.0,3.0,2.0,6.0,2.0,4.0,6.0,6.0,2.0,4.0,6.0,64.0,512.0,1.0,3072.0,4.0,1.0,1.0,1.0,1.0,40.0,4.0,1.0,12367691790.0,78299830.0,31074700.0,0.317166,72.0,10.0,1056.0,9.683881646493957e+17,2.0,1.0942444444444444,10.0,625.7777777777778
512.0,256000.0,256.0,64.0,1.0,44.0,22.0,46.0,4.0,5.0,5.0,2.0,4.0,3.0,6.0,6.0,6.0,4.0,5.0,1.0,5.0,4.0,1.0,1.0,5.0,5.0,3.0,5.0,4.0,2.0,6.0,5.0,1024.0,512.0,1.0,2.0,64.0,1.0,1.0,1.0,1.0,64.0,32.0,1.0,1.0,4.0,5.0,6.0,5.0,1.0,4.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,5.0,5.0,5.0,128.0,1024.0,1.0,1024.0,4.0,1.0,1.0,1.0,1.0,2.0,160.0,1.0,533463049.0,190366640.0,19512200.0,0.20383099999999998,46.0,10.0,280.0,1.0155356820228536e+17,45.69976666666667,45.69976666666667,10.0,280.0
512.0,8192000.0,256.0,64.0,1.0,6.0,32.0,28.0,4.0,2.0,2.0,4.0,1.0,2.0,3.0,6.0,6.0,3.0,1.0,4.0,1.0,3.0,3.0,6.0,3.0,3.0,2.0,4.0,2.0,2.0,3.0,4.0,32.0,256.0,1.0,1024.0,32.0,1.0,1.0,1.0,1.0,64.0,16.0,1.0,5.0,2.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,5.0,3.0,4.0,1.0,3.0,2.0,2.0,4.0,4.0,128.0,512.0,1.0,3072.0,512.0,1.0,1.0,1.0,1.0,20.0,80.0,1.0,876675081.0,202761940.0,11911200.0,0.12616800000000003,28.0,10.0,172.0,1.7775634017321715e+17,27.8639,35.646144444444445,10.0,172.0
256000.0,2048000.0,256.0,64.0,3.0,48.0,40.0,28.0,2.0,5.0,2.0,4.0,6.0,3.0,5.0,3.0,4.0,2.0,3.0,6.0,5.0,6.0,5.0,6.0,1.0,4.0,3.0,3.0,4.0,4.0,3.0,5.0,2.0,4096.0,1.0,16.0,512.0,1.0,1.0,1.0,1.0,2.0,128.0,1.0,3.0,4.0,5.0,2.0,6.0,4.0,3.0,2.0,1.0,1.0,2.0,2.0,3.0,1.0,5.0,4.0,4.0,2.0,2048.0,16.0,1.0,8.0,24.0,1.0,1.0,1.0,1.0,10.0,2.0,1.0,6873540000.0,36273751.8,1493510000000.0,1503.8466666666668,53760.0,10.0,5373952.0,2.4932908394737197e+17,15.88888888888889,0.07297111111111111,10.0,2466058.6666666665
8192.0,8192000.0,256.0,64.0,3.0,36.0,4.0,38.0,3.0,1.0,4.0,4.0,6.0,2.0,1.0,3.0,1.0,5.0,4.0,3.0,1.0,4.0,2.0,6.0,6.0,5.0,4.0,6.0,1.0,5.0,3.0,4.0,16.0,1024.0,1.0,64.0,512.0,1.0,1.0,1.0,1.0,16.0,4.0,1.0,4.0,6.0,6.0,4.0,3.0,5.0,5.0,1.0,5.0,6.0,2.0,6.0,1.0,4.0,3.0,2.0,2.0,4.0,16.0,16.0,1.0,1024.0,2.0,1.0,1.0,1.0,1.0,5.0,320.0,1.0,10327440292.0,38980429.0,17364300000.0,39.46505555555555,5472.0,10.0,1097728.0,4.0256805305404525e+17,2.5555555555555554,0.12977422222222224,10.0,875861.3333333334
1024000.0,4096000.0,256.0,64.0,1.0,8.0,10.0,14.0,4.0,5.0,6.0,3.0,5.0,1.0,4.0,4.0,1.0,2.0,4.0,1.0,6.0,2.0,1.0,3.0,5.0,3.0,2.0,5.0,6.0,6.0,5.0,2.0,128.0,512.0,1.0,512.0,64.0,1.0,1.0,1.0,1.0,16.0,32.0,1.0,1.0,1.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,6.0,2.0,3.0,5.0,1.0,4.0,3.0,4.0,6.0,32.0,4.0,1.0,384.0,3.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,24427626505.0,219814800.0,6227490.0,0.0659263,14.0,10.0,10.0,5.369553834671274e+18,1.0,1.2221688888888889,10.0,10.0
32000.0,512000.0,256.0,64.0,2.0,18.0,42.0,42.0,3.0,1.0,5.0,3.0,3.0,3.0,2.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,1.0,5.0,6.0,5.0,2.0,2.0,4.0,1.0,5.0,3.0,64.0,512.0,1.0,512.0,4.0,1.0,1.0,1.0,1.0,64.0,1.0,1.0,6.0,1.0,4.0,3.0,3.0,5.0,3.0,4.0,1.0,6.0,1.0,3.0,2.0,1.0,2.0,4.0,1.0,6.0,64.0,16.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,20.0,32.0,1.0,1463812114.0,149265330.0,2264870000.0,8.88903111111111,1764.0,10.0,784.0,2.184963982542076e+17,23.11111111111111,18.84306666666667,10.0,744.0
128000.0,16000.0,256.0,64.0,1.0,32.0,4.0,32.0,5.0,2.0,4.0,1.0,2.0,6.0,4.0,6.0,5.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,4.0,4.0,2.0,5.0,4.0,1024.0,64.0,1.0,2048.0,4.0,1.0,1.0,1.0,1.0,8.0,4.0,1.0,1.0,4.0,1.0,6.0,4.0,4.0,5.0,3.0,2.0,4.0,6.0,4.0,5.0,2.0,3.0,5.0,3.0,1.0,2048.0,256.0,1.0,128.0,3072.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,24427626505.0,209954400.0,13571700.0,0.14276,32.0,10.0,10.0,5.128687666281372e+18,1.0,1.0034711111111112,10.0,10.0
256000.0,16000000.0,256.0,64.0,2.0,32.0,32.0,38.0,5.0,6.0,3.0,4.0,6.0,3.0,2.0,6.0,6.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,2.0,6.0,5.0,6.0,4.0,2.0,1.0,1.0,512.0,1024.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,128.0,1.0,4.0,5.0,2.0,2.0,2.0,4.0,4.0,4.0,6.0,2.0,4.0,1.0,3.0,2.0,6.0,5.0,1.0,5.0,1.0,2.0,1.0,1.0,3072.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,920715797.0,121797027.0,1221920000.0,5.9403500000000005,1216.0,10.0,67840.0,1.1214044678653552e+17,32.0,14.551947555555557,10.0,30333.333333333332
128000.0,256000.0,256.0,64.0,2.0,18.0,36.0,26.0,5.0,1.0,3.0,5.0,6.0,5.0,5.0,6.0,3.0,6.0,1.0,2.0,5.0,5.0,1.0,2.0,1.0,5.0,1.0,3.0,2.0,6.0,3.0,1.0,8.0,128.0,1.0,1024.0,4.0,1.0,1.0,1.0,1.0,128.0,16.0,1.0,5.0,2.0,4.0,2.0,4.0,5.0,1.0,5.0,1.0,2.0,6.0,3.0,5.0,4.0,1.0,5.0,5.0,1.0,32.0,8.0,1.0,12.0,512.0,1.0,1.0,1.0,1.0,5.0,40.0,1.0,3103784969.0,75737450.0,807167000.0,4.379924444444444,936.0,10.0,448.0,2.3507275890038906e+17,8.0,2.0579433333333332,10.0,416.8888888888889
16000.0,32000000.0,256.0,64.0,2.0,42.0,38.0,18.0,3.0,6.0,6.0,1.0,1.0,3.0,3.0,3.0,6.0,3.0,1.0,1.0,3.0,6.0,1.0,5.0,5.0,6.0,5.0,6.0,5.0,4.0,6.0,2.0,64.0,8.0,1.0,1024.0,64.0,1.0,1.0,1.0,1.0,4.0,16.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,5.0,1.0,2.0,4.0,3.0,5.0,4.0,4.0,3.0,5.0,6.0,4096.0,1024.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,665385124.0,76457090.0,502222000.0,3.357725555555555,684.0,10.0,82072.0,5.087341031032916e+16,35.29216666666667,12.02540222222222,10.0,67241.77777777778
2048.0,64000.0,256.0,64.0,1.0,30.0,32.0,40.0,2.0,4.0,5.0,1.0,2.0,6.0,5.0,5.0,6.0,5.0,3.0,4.0,4.0,1.0,6.0,4.0,2.0,2.0,2.0,5.0,5.0,3.0,2.0,5.0,32.0,2.0,1.0,16.0,2048.0,1.0,1.0,1.0,1.0,64.0,8.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,1.0,2.0,5.0,5.0,3.0,6.0,4.0,3.0,5.0,6.0,6.0,1.0,16.0,1.0,1.0,3072.0,192.0,1.0,1.0,1.0,1.0,20.0,5.0,1.0,24427626505.0,219832700.0,16941800.0,0.177104,40.0,10.0,10.0,5.369991089185713e+18,1.0,1.2222577777777779,10.0,10.0
1024000.0,64000.0,256.0,64.0,3.0,46.0,30.0,36.0,4.0,1.0,3.0,6.0,6.0,1.0,2.0,6.0,1.0,6.0,3.0,6.0,1.0,3.0,3.0,4.0,6.0,3.0,4.0,5.0,5.0,2.0,6.0,6.0,32.0,1024.0,1.0,4.0,512.0,1.0,1.0,1.0,1.0,32.0,4.0,1.0,2.0,5.0,5.0,1.0,5.0,3.0,1.0,1.0,3.0,5.0,6.0,6.0,5.0,5.0,2.0,1.0,6.0,4.0,1.0,256.0,1.0,32.0,768.0,1.0,1.0,1.0,1.0,80.0,160.0,1.0,10105929408.0,32871857.2,1276870000000.0,1297.2744444444445,49680.0,10.0,1441792.0,3.322006683730565e+17,58.0,0.4444444444444444,10.0,1223338.6666666667
8192.0,8192000.0,256.0,64.0,2.0,8.0,30.0,48.0,3.0,4.0,5.0,4.0,6.0,1.0,6.0,5.0,5.0,6.0,6.0,4.0,4.0,6.0,1.0,3.0,1.0,6.0,6.0,1.0,3.0,2.0,6.0,1.0,1024.0,32.0,1.0,128.0,1.0,1.0,1.0,1.0,1.0,128.0,64.0,1.0,3.0,1.0,2.0,6.0,3.0,1.0,2.0,2.0,6.0,5.0,3.0,2.0,5.0,5.0,2.0,2.0,2.0,1.0,32.0,4096.0,1.0,2.0,1536.0,1.0,1.0,1.0,1.0,40.0,40.0,1.0,24437588034.0,57710950.0,1611250000.0,7.06295888888889,1440.0,10.0,4288.0,1.4103164211507722e+18,1.0,0.46351766666666666,10.0,3488.0
256000.0,64000.0,256.0,64.0,1.0,4.0,40.0,44.0,2.0,5.0,4.0,6.0,6.0,6.0,1.0,1.0,2.0,3.0,4.0,6.0,6.0,6.0,6.0,3.0,6.0,4.0,6.0,6.0,3.0,1.0,2.0,6.0,1.0,16.0,1.0,128.0,512.0,1.0,1.0,1.0,1.0,8.0,8.0,1.0,1.0,5.0,2.0,4.0,2.0,1.0,1.0,5.0,3.0,6.0,1.0,2.0,1.0,6.0,6.0,6.0,3.0,5.0,2048.0,4096.0,1.0,64.0,6.0,1.0,1.0,1.0,1.0,8.0,2.0,1.0,637534217.0,244310520.0,18651400.0,0.19548400000000002,44.0,10.0,354.0,1.5575631607306285e+17,36.44444444444444,36.722211111111115,10.0,354.0
512000.0,16000.0,256.0,64.0,3.0,30.0,38.0,10.0,3.0,5.0,6.0,1.0,5.0,2.0,6.0,1.0,4.0,3.0,1.0,3.0,2.0,4.0,2.0,2.0,1.0,6.0,4.0,6.0,6.0,1.0,1.0,5.0,2048.0,512.0,1.0,64.0,4.0,1.0,1.0,1.0,1.0,64.0,2.0,1.0,4.0,2.0,1.0,3.0,5.0,3.0,2.0,4.0,4.0,6.0,3.0,3.0,2.0,6.0,3.0,3.0,1.0,3.0,64.0,512.0,1.0,512.0,4.0,1.0,1.0,1.0,1.0,1.0,32.0,1.0,899046112.0,34961618.0,70613400000.0,107.472,11400.0,10.0,589824.0,3.1432106732129216e+16,24.88888888888889,0.5682872222222222,10.0,564337.7777777778
1024.0,8192000.0,256.0,64.0,1.0,6.0,28.0,44.0,6.0,1.0,5.0,5.0,5.0,6.0,1.0,2.0,1.0,2.0,6.0,4.0,2.0,4.0,2.0,6.0,3.0,6.0,4.0,1.0,6.0,2.0,5.0,5.0,1024.0,8.0,1.0,32.0,32.0,1.0,1.0,1.0,1.0,16.0,16.0,1.0,4.0,4.0,5.0,6.0,6.0,5.0,2.0,4.0,3.0,3.0,3.0,1.0,4.0,2.0,4.0,2.0,6.0,1.0,1024.0,128.0,1.0,6.0,32.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,560594953.0,144290940.0,18651400.0,0.195187,44.0,10.0,268.0,8.088877272762582e+16,43.5745,33.82044444444445,10.0,268.0
256.0,32000.0,256.0,64.0,1.0,42.0,22.0,2.0,6.0,3.0,2.0,4.0,1.0,6.0,6.0,4.0,4.0,3.0,3.0,4.0,6.0,4.0,6.0,1.0,4.0,3.0,2.0,1.0,6.0,2.0,3.0,2.0,4.0,128.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,4.0,32.0,1.0,6.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,3.0,3.0,3.0,1.0,6.0,2.0,5.0,4096.0,4096.0,1.0,96.0,24.0,1.0,1.0,1.0,1.0,20.0,2.0,1.0,12213813257.0,147517900.0,1518110.0,0.0148321,2.0,10.0,16.0,1.8017560826648003e+18,2.0,1.0005833333333334,10.0,16.0
1024000.0,512000.0,256.0,64.0,2.0,48.0,16.0,34.0,3.0,6.0,5.0,4.0,6.0,5.0,3.0,1.0,1.0,2.0,4.0,5.0,5.0,5.0,6.0,2.0,4.0,6.0,4.0,6.0,2.0,1.0,2.0,6.0,1024.0,256.0,1.0,32.0,16.0,1.0,1.0,1.0,1.0,2.0,128.0,1.0,5.0,2.0,3.0,4.0,3.0,6.0,4.0,5.0,2.0,3.0,5.0,2.0,1.0,2.0,1.0,3.0,6.0,1.0,4.0,256.0,1.0,6.0,384.0,1.0,1.0,1.0,1.0,1.0,40.0,1.0,1552974866.0,55082086.0,360775000.0,2.6601644444444448,544.0,10.0,133120.0,8.554109512485048e+16,16.0,2.2737266666666667,10.0,59813.333333333336
128.0,32000.0,256.0,64.0,3.0,14.0,4.0,12.0,3.0,3.0,6.0,2.0,1.0,4.0,2.0,6.0,1.0,6.0,1.0,1.0,4.0,3.0,2.0,6.0,6.0,2.0,5.0,1.0,6.0,5.0,4.0,6.0,256.0,64.0,1.0,32.0,2048.0,1.0,1.0,1.0,1.0,8.0,16.0,1.0,1.0,4.0,5.0,5.0,3.0,6.0,3.0,1.0,5.0,3.0,5.0,4.0,2.0,1.0,6.0,4.0,5.0,5.0,16.0,8.0,1.0,3072.0,1536.0,1.0,1.0,1.0,1.0,10.0,320.0,1.0,2919738724.0,38952354.0,489522000.0,8.764686666666666,672.0,10.0,2074624.0,1.1373069636475629e+17,9.1852,0.5533855555555556,10.0,1651370.6666666667
1024000.0,1024000.0,256.0,64.0,2.0,48.0,46.0,46.0,3.0,6.0,4.0,2.0,1.0,1.0,6.0,2.0,6.0,5.0,3.0,1.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,5.0,5.0,5.0,8.0,256.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,3.0,6.0,2.0,3.0,4.0,2.0,5.0,6.0,2.0,1.0,1.0,5.0,1.0,4.0,6.0,6.0,4.0,4.0,8.0,8.0,1.0,48.0,2.0,1.0,1.0,1.0,1.0,80.0,5.0,1.0,551485468.0,56172780.0,3096240000.0,10.991088888888887,2116.0,10.0,2472.0,3.097847186716104e+16,45.32521111111111,12.49282777777778,10.0,1796.4444444444443
128.0,4096000.0,256.0,64.0,2.0,22.0,14.0,22.0,2.0,5.0,5.0,1.0,4.0,1.0,1.0,4.0,5.0,3.0,2.0,5.0,3.0,3.0,4.0,3.0,4.0,4.0,3.0,5.0,5.0,3.0,2.0,5.0,128.0,4.0,1.0,16.0,256.0,1.0,1.0,1.0,1.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,4.0,6.0,6.0,3.0,6.0,5.0,6.0,3.0,2.0,6.0,2.0,2.0,1.0,4.0,32.0,4096.0,1.0,1536.0,24.0,1.0,1.0,1.0,1.0,16.0,40.0,1.0,1909847276.0,44727310.0,167538000.0,1.4293355555555556,308.0,10.0,33280.0,8.542233116630755e+16,12.8,1.8380316666666667,10.0,20096.0
512.0,2048000.0,256.0,64.0,1.0,26.0,10.0,20.0,1.0,2.0,6.0,4.0,3.0,1.0,6.0,5.0,4.0,6.0,4.0,4.0,5.0,3.0,6.0,4.0,4.0,2.0,2.0,3.0,3.0,6.0,6.0,5.0,128.0,2048.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,16.0,2.0,1.0,4.0,3.0,2.0,2.0,3.0,4.0,4.0,3.0,5.0,2.0,5.0,4.0,2.0,3.0,3.0,2.0,6.0,1.0,1.0,2.0,1.0,16.0,8.0,1.0,1.0,1.0,1.0,2.0,16.0,1.0,24427626505.0,267069300.0,8638880.0,0.0914837,20.0,10.0,10.0,6.523869111351797e+18,1.0,1.2239022222222222,10.0,10.0
32000.0,8192000.0,256.0,64.0,2.0,10.0,28.0,8.0,1.0,1.0,3.0,6.0,3.0,5.0,2.0,2.0,3.0,6.0,3.0,5.0,6.0,3.0,3.0,1.0,2.0,1.0,5.0,3.0,1.0,6.0,6.0,6.0,2048.0,64.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,64.0,1.0,1.0,5.0,6.0,2.0,2.0,5.0,1.0,6.0,1.0,4.0,5.0,5.0,5.0,2.0,5.0,6.0,4.0,3.0,1.0,4.0,8.0,1.0,3.0,128.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,972816454.0,60506290.0,112458000.0,0.9972422222222223,224.0,10.0,7648.0,5.886151448249566e+16,24.2963,6.361424444444444,10.0,4283.555555555556
512.0,128000.0,256.0,64.0,2.0,30.0,28.0,44.0,1.0,4.0,2.0,5.0,3.0,2.0,5.0,2.0,5.0,4.0,6.0,1.0,5.0,3.0,2.0,3.0,2.0,4.0,6.0,5.0,3.0,6.0,2.0,2.0,2.0,4096.0,1.0,64.0,32.0,1.0,1.0,1.0,1.0,4.0,32.0,1.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,1.0,6.0,1.0,2.0,5.0,3.0,3.0,3.0,4.0,5.0,1024.0,128.0,1.0,3.0,192.0,1.0,1.0,1.0,1.0,20.0,4.0,1.0,310870306.0,42986720.0,1248030000.0,5.990632222222223,1232.0,10.0,30112.0,1.336329480033632e+16,272.0,101.56624111111113,10.0,20170.666666666668
128000.0,8192000.0,256.0,64.0,2.0,18.0,14.0,46.0,6.0,6.0,1.0,1.0,3.0,2.0,3.0,3.0,6.0,5.0,1.0,5.0,6.0,4.0,5.0,3.0,3.0,4.0,6.0,3.0,6.0,4.0,2.0,5.0,1024.0,256.0,1.0,1024.0,512.0,1.0,1.0,1.0,1.0,64.0,8.0,1.0,6.0,6.0,5.0,5.0,1.0,4.0,1.0,3.0,4.0,4.0,3.0,5.0,1.0,2.0,3.0,4.0,3.0,1.0,4.0,8.0,1.0,192.0,3072.0,1.0,1.0,1.0,1.0,80.0,16.0,1.0,52927018.0,39986795.4,460148000.0,8.716294444444445,644.0,10.0,3735552.0,2116381839898117.0,446.91077777777787,21.374859999999998,10.0,1676600.888888889
32000.0,32000000.0,256.0,64.0,1.0,6.0,8.0,14.0,3.0,3.0,1.0,5.0,2.0,1.0,2.0,6.0,1.0,1.0,3.0,6.0,6.0,1.0,2.0,6.0,6.0,3.0,4.0,2.0,5.0,6.0,3.0,6.0,4096.0,32.0,1.0,32.0,64.0,1.0,1.0,1.0,1.0,32.0,64.0,1.0,5.0,2.0,4.0,6.0,2.0,5.0,2.0,5.0,6.0,4.0,6.0,5.0,3.0,5.0,1.0,6.0,1.0,4.0,128.0,64.0,1.0,1.0,1536.0,1.0,1.0,1.0,1.0,5.0,80.0,1.0,1845493769.0,241008860.0,6227500.0,0.0662851,14.0,10.0,114.0,4.4478034940379334e+17,13.096277777777777,13.37408888888889,10.0,114.0
2048000.0,8192000.0,256.0,64.0,2.0,48.0,30.0,48.0,6.0,6.0,2.0,1.0,5.0,6.0,2.0,1.0,4.0,1.0,6.0,3.0,2.0,4.0,4.0,1.0,6.0,5.0,6.0,2.0,6.0,1.0,5.0,4.0,4.0,1024.0,1.0,16.0,256.0,1.0,1.0,1.0,1.0,16.0,4.0,1.0,4.0,6.0,6.0,4.0,3.0,2.0,6.0,6.0,3.0,3.0,1.0,6.0,2.0,4.0,5.0,2.0,3.0,2.0,256.0,1.0,1.0,6.0,6.0,1.0,1.0,1.0,1.0,10.0,160.0,1.0,144670730.0,51637403.0,1611250000.0,7.060552222222222,1440.0,10.0,4928.0,7470420787314190.0,307.71011111111113,28.668988888888887,10.0,2790.222222222222
256000.0,32000000.0,256.0,64.0,3.0,24.0,30.0,16.0,4.0,5.0,1.0,3.0,1.0,6.0,1.0,4.0,3.0,4.0,6.0,4.0,4.0,5.0,3.0,1.0,4.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,512.0,512.0,1.0,512.0,128.0,1.0,1.0,1.0,1.0,16.0,1.0,1.0,6.0,3.0,2.0,3.0,5.0,4.0,5.0,6.0,2.0,5.0,6.0,1.0,1.0,1.0,5.0,3.0,4.0,2.0,1024.0,32.0,1.0,16.0,32.0,1.0,1.0,1.0,1.0,32.0,64.0,1.0,698012672.0,35861016.0,72061100000.0,108.48066666666668,11520.0,10.0,557056.0,2.503144359879475e+16,46.22222222222222,2.103301111111111,10.0,359082.6666666667
128000.0,32000.0,256.0,64.0,3.0,38.0,14.0,32.0,6.0,3.0,4.0,1.0,4.0,1.0,2.0,1.0,6.0,1.0,6.0,6.0,2.0,5.0,4.0,6.0,4.0,2.0,1.0,5.0,2.0,5.0,5.0,1.0,2.0,32.0,1.0,1024.0,64.0,1.0,1.0,1.0,1.0,128.0,128.0,1.0,2.0,3.0,3.0,1.0,6.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,3.0,6.0,2.0,2.0,6.0,6.0,32.0,4.0,1.0,128.0,128.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,764241362.0,33259668.0,154240000000.0,204.83344444444444,17024.0,10.0,3063808.0,2.5418413971987816e+16,32.0,0.19379333333333337,10.0,1537621.3333333333
1024.0,1024000.0,256.0,64.0,1.0,44.0,16.0,6.0,1.0,4.0,4.0,5.0,2.0,3.0,6.0,2.0,1.0,1.0,3.0,1.0,5.0,1.0,5.0,5.0,4.0,6.0,2.0,6.0,3.0,2.0,5.0,1.0,16.0,512.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,8.0,1.0,6.0,3.0,4.0,6.0,4.0,3.0,5.0,1.0,5.0,3.0,2.0,6.0,3.0,2.0,6.0,1.0,3.0,5.0,4.0,256.0,1.0,1024.0,192.0,1.0,1.0,1.0,1.0,32.0,32.0,1.0,4135583753.0,253687000.0,3069380.0,0.0319877,6.0,10.0,50.0,1.049143835547311e+18,5.878041111111111,5.898241111111111,10.0,50.0
256.0,512000.0,256.0,64.0,3.0,6.0,24.0,26.0,1.0,5.0,4.0,2.0,4.0,6.0,3.0,3.0,3.0,2.0,2.0,5.0,2.0,6.0,2.0,4.0,1.0,2.0,5.0,5.0,2.0,1.0,3.0,4.0,2048.0,2.0,1.0,128.0,8.0,1.0,1.0,1.0,1.0,32.0,4.0,1.0,1.0,1.0,5.0,2.0,6.0,1.0,2.0,3.0,6.0,6.0,6.0,1.0,5.0,5.0,5.0,4.0,5.0,1.0,4096.0,1.0,1.0,512.0,192.0,1.0,1.0,1.0,1.0,20.0,80.0,1.0,7824396904.0,33329030.0,8584520000.0,32.57194444444445,3744.0,10.0,4931584.0,2.6077955914532314e+17,8.777777777777779,0.08333333333333333,10.0,3034680.888888889
512.0,256000.0,256.0,64.0,3.0,6.0,22.0,26.0,5.0,2.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,5.0,1.0,3.0,1.0,1.0,6.0,6.0,2.0,6.0,1.0,1.0,4.0,5.0,6.0,5.0,512.0,64.0,1.0,1024.0,4.0,1.0,1.0,1.0,1.0,2.0,128.0,1.0,3.0,1.0,2.0,6.0,1.0,3.0,4.0,4.0,1.0,5.0,6.0,5.0,6.0,4.0,2.0,5.0,6.0,1.0,64.0,2.0,1.0,16.0,48.0,1.0,1.0,1.0,1.0,32.0,64.0,1.0,4539592744.0,33860743.8,7323820000.0,31.223122222222226,3432.0,10.0,7340032.0,1.5371398686092298e+17,5.0100999999999996,0.050347222222222224,10.0,3313436.4444444445
1024000.0,512000.0,256.0,64.0,2.0,34.0,22.0,6.0,6.0,6.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,4.0,1.0,2.0,3.0,6.0,3.0,3.0,2.0,6.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2048.0,1024.0,1.0,1.0,1.0,1.0,128.0,32.0,1.0,4.0,3.0,1.0,3.0,6.0,6.0,3.0,2.0,5.0,2.0,1.0,4.0,3.0,2.0,3.0,2.0,5.0,4.0,1024.0,2048.0,1.0,384.0,3.0,1.0,1.0,1.0,1.0,32.0,5.0,1.0,1710800716.0,63625505.0,60398100.0,0.8734596666666667,132.0,10.0,112000.0,1.0885055950986158e+17,64.96266666666666,4.865666666666667,10.0,86203.33333333333
64000.0,512000.0,256.0,64.0,1.0,44.0,2.0,16.0,3.0,1.0,5.0,5.0,2.0,1.0,5.0,4.0,5.0,5.0,1.0,5.0,2.0,1.0,5.0,1.0,2.0,2.0,3.0,1.0,6.0,5.0,2.0,5.0,512.0,64.0,1.0,2048.0,1.0,1.0,1.0,1.0,1.0,64.0,64.0,1.0,2.0,6.0,6.0,1.0,4.0,3.0,5.0,2.0,1.0,3.0,6.0,3.0,2.0,1.0,5.0,6.0,1.0,3.0,8.0,1.0,1.0,512.0,48.0,1.0,1.0,1.0,1.0,4.0,80.0,1.0,24427626505.0,199801580.0,7027210.0,0.07444540000000001,16.0,10.0,10.0,4.880678371348878e+18,1.0,1.0001955555555555,10.0,10.0
