latency,energy,area,power,cnt_pes,l1_mem,l2_mem,edp,pe_util,noc_bw_req,l1_mem_req,l2_mem_req
0.9999999999999999,-0.004465614484238195,0.0005212720671458817,0.0066383415568188,0.002433345478435043,,-0.0515070888869105,0.9111981970925787,-0.7390952537996536,-0.690163105864107,,-0.06607403477095193
-0.004465614484238195,1.0,-0.8637141257440549,-0.8805277104007072,-0.8629521418248952,,-0.909151852845554,0.33472491186725745,-0.4346503811639285,0.5762947599004052,,-0.9218489675740178
0.0005212720671458818,-0.8637141257440549,0.9999999999999999,0.9967333551614274,0.9999713797512584,,0.881453538185942,-0.30027701987759786,0.4751559765354608,-0.4641884997196517,,0.8868330415065907
0.006638341556818801,-0.8805277104007073,0.9967333551614275,0.9999999999999999,0.9965178087403748,,0.9023495247831248,-0.29877758786162667,0.4717182538581557,-0.4833566248488547,,0.9079561401738179
0.002433345478435043,-0.8629521418248951,0.9999713797512584,0.9965178087403748,1.0,,0.879738023641714,-0.2989270160638699,0.47376377719677315,-0.4653549683491563,,0.8851457951024008
,,,,,,,,,,,
-0.051507088886910496,-0.909151852845554,0.881453538185942,0.9023495247831248,0.879738023641714,,0.9999999999999999,-0.34352947385337873,0.48495763559383337,-0.4743937415408412,,0.9894645301996869
0.9111981970925788,0.33472491186725745,-0.3002770198775978,-0.29877758786162667,-0.2989270160638699,,-0.3435294738533787,1.0,-0.8447208176520834,-0.4253990111099901,,-0.3596625350053664
-0.7390952537996535,-0.4346503811639285,0.4751559765354609,0.4717182538581557,0.4737637771967731,,0.48495763559383337,-0.8447208176520834,1.0,0.3890722565790332,,0.501866090494193
-0.690163105864107,0.5762947599004052,-0.46418849971965176,-0.48335662484885467,-0.4653549683491563,,-0.47439374154084124,-0.4253990111099901,0.38907225657903327,1.0,,-0.47092852686454867
,,,,,,,,,,,
-0.06607403477095193,-0.9218489675740178,0.8868330415065906,0.9079561401738176,0.8851457951024008,,0.9894645301996869,-0.35966253500536643,0.501866090494193,-0.47092852686454867,,0.9999999999999999
