,obs,reward,return_list,action_list,metrics,vcnt,potential
0,"[1.         0.256      1.         1.         1.         0.625
 0.04166667 0.20833333 0.33333333 0.5        0.33333333 1.
 0.83333333 0.5        0.16666667 0.33333333 1.         0.5
 0.5        0.16666667 0.83333333 0.83333333 1.         0.83333333
 1.         0.66666667 0.66666667 1.         0.5        1.
 1.         0.66666667 0.33333333 1.         1.         0.5
 0.0625     1.         0.00900901 0.01351351 1.         0.5
 0.0045045  1.         0.33333333 0.83333333 0.33333333 0.83333333
 0.83333333 0.33333333 0.83333333 0.5        0.33333333 1.
 0.33333333 0.5        1.         0.66666667 0.5        0.83333333
 1.         0.33333333 0.125      0.25       1.         1.
 0.125      1.         0.02702703 0.33333333 1.         0.00900901
 0.16666667 1.         0.33333333 0.16666667 1.         0.5
 0.33333333 0.33333333 0.66666667 0.16666667 0.83333333 0.16666667
 0.5        0.66666667 0.5        0.33333333 0.83333333 0.16666667
 0.33333333 0.66666667 0.0625     0.0625     1.         0.0625
 0.03125    1.         0.01818182 0.1        1.         0.01818182
 0.2        1.         1.         0.5        0.66666667 0.83333333
 0.83333333 0.16666667 0.5        0.66666667 1.         0.66666667
 0.5        1.         0.5        0.66666667 0.66666667 0.16666667
 0.66666667 1.         0.0078125  0.015625   1.         0.0625
 0.0625     1.         0.01818182 0.04545455 1.         0.09090909
 0.00909091 1.         0.16666667 1.         1.         0.83333333
 0.33333333 0.16666667 0.66666667 0.66666667 0.5        0.66666667
 0.83333333 1.         0.33333333 0.33333333 0.66666667 0.16666667
 0.33333333 0.5        0.25       0.03125    1.         0.25
 0.03125    1.         0.11111111 0.5        1.         0.33333333
 0.01851852 1.         1.         0.66666667 1.         0.83333333
 0.5        1.         0.33333333 0.33333333 0.66666667 0.83333333
 0.66666667 0.33333333 1.         0.5        0.16666667 0.66666667
 0.83333333 0.66666667 0.125      1.         1.         0.0625
 0.03125    1.         0.11111111 0.05555556 1.         0.5
 0.05555556 1.         0.83333333 0.33333333 0.66666667 1.
 0.66666667 0.5        0.16666667 0.83333333 0.83333333 0.5
 0.66666667 1.         0.83333333 0.83333333 0.5        1.
 0.83333333 0.16666667 0.25       0.125      1.         0.25
 0.5        1.         0.07692308 0.5        1.         0.5
 0.07692308 1.         0.16666667 0.83333333 1.         0.83333333
 0.66666667 0.5        0.33333333 0.33333333 1.         0.5
 0.5        0.16666667 0.16666667 0.33333333 1.         0.66666667
 0.33333333 0.66666667 0.125      0.5        1.         0.015625
 0.25       1.         0.5        0.03846154 1.         1.
 0.03846154 1.         0.83333333 0.16666667 0.16666667 0.33333333
 0.33333333 1.         0.16666667 0.66666667 1.         0.5
 1.         0.83333333 0.83333333 0.83333333 1.         0.66666667
 0.5        0.33333333 0.25       0.00195312 1.         0.0625
 0.25       1.         1.         0.08333333 1.         0.5
 0.16666667 1.        ]",2.2381679571817465,"[1.6862650616886337, 1.687953014703337, 1.6896426573606977, 1.6913339913520498, 1.6930270183704201, 1.6947217401105306, 1.6964181582687994, 1.6981162745433427, 1.6998160906339768, 1.701517608242219, 1.7032208290712902, 1.7049257548261163, 1.7066323872133295, 1.7083407279412708, 1.7100507787199908, 1.711762541261252, 1.7134760172785306, 1.7151912084870176, 1.716908116603621, 1.718626743346968, 1.7203470904374054, 1.7220691595970024, 1.723792952549552, 1.7255184710205724, 1.7272457167373096, 1.7289746914287383, 1.730705396825564, 1.732437834660224, 1.7341720066668909, 1.7359079145814724, 1.737645560141614, 1.7393849450867007, 1.7411260711578587, 1.7428689400979567, 1.7446135536516083, 1.7463599135651735, 1.7481080215867604, 1.7498578794662265, 1.7516094889551816, 1.7533628518069886, 1.7551179697767654, 1.7568748446213867, 1.7586334780994861, 1.7603938719714576, 1.762156027999457, 1.7639199479474044, 1.7656856335809854, 1.767453086667653, 1.7692223089766297, 1.7709933022789086, 1.772766068347256, 1.7745406089562121, 1.7763169258820943, 1.7780950209029973, 1.7798748957987962, 1.7816565523511474, 1.783439992343491, 1.785225217561052, 1.7870122297908428, 1.7888010308216644, 1.7905916224441085, 1.7923840064505592, 1.7941781846351943, 1.7959741587939884, 1.797771930724713, 1.79957150222694, 1.8013728751020421, 1.8031760511531953, 1.8049810321853808, 1.8067878200053862, 1.808596416421808, 1.810406823245053, 1.8122190422873403, 1.814033075362703, 1.81584892428699, 1.8176665908778677, 1.8194860769548227, 1.8213073843391618, 1.8231305148540158, 1.82495547032434, 1.8267822525769168, 1.8286108634403573, 1.8304413047451025, 1.8322735783234259, 1.8341076860094352, 1.8359436296390743, 1.8377814110501245, 1.8396210320822066, 1.8414624945767835, 1.8433058003771605, 1.845150951328489, 1.8469979492777666, 1.8488467960738404, 1.8506974935674079, 1.852550043611019, 1.854404448059078, 1.8562607087678458, 1.8581188275954412, 1.859978806401843, 1.861840647048892, 1.8637043514002922, 1.865569921321614, 1.8674373586802941, 1.8693066653456398, 1.8711778431888286, 1.8730508940829116, 1.8749258199028145, 1.8768026225253398, 1.878681303829169, 1.880561865694864, 1.882444310004869, 1.8843286386435123, 1.8862148534970093, 1.8881029564534628, 1.8899929494028658, 1.8918848342371029, 1.8937786128499527, 1.8956742871370897, 1.897571858996086, 1.8994713303264124, 1.9013727030294418, 1.9032759790084504, 1.905181160168619, 1.9070882484170362, 1.908997245662699, 1.9109081538165154, 1.9128209747913067, 1.9147357105018086, 1.9166523628646732, 1.9185709337984718, 1.9204914252236955, 1.9224138390627583, 1.9243381772399983, 1.92626444168168, 1.928192634315996, 1.9301227570730692, 1.932054811884954, 1.9339888006856398, 1.935924725411051, 1.93786258799905, 1.9398023903894395, 1.9417441345239634, 1.9436878223463097, 1.9456334558021118, 1.9475810368389508, 1.9495305674063572, 1.951482049455813, 1.9534354849407536, 1.9553908758165701, 1.9573482240406108, 1.959307531572183, 1.9612688003725556, 1.9632320324049606, 1.9651972296345952, 1.9671643940286239, 1.96913352755618, 1.9711046321883685, 1.9730777098982668, 1.9750527626609278, 1.977029792453381, 1.9790088012546356, 1.9809897910456813, 1.9829727638094907, 1.9849577215310217, 1.986944666197219, 1.9889335997970161, 1.9909245243213374, 1.9929174417631004, 1.9949123541172176, 1.9969092633805983, 1.9989081715521504, 2.000909080632783, 2.0029119926254086, 2.0049169095349435, 2.0069238333683117, 2.0089327661344463, 2.0109437098442906, 2.0129566665108016, 2.0149716381489506, 2.0169886267757264, 2.0190076344101366, 2.02102866307321, 2.023051714787998, 2.0250767915795773, 2.027103895475052, 2.029133028503556, 2.0311641926962523, 2.0331973900863387, 2.0352326227090476, 2.0372698926016493, 2.039309201803453, 2.0413505523558086, 2.043393946302111, 2.0454393856877986, 2.0474868725603588, 2.049536408969328, 2.0515879969662945, 2.0536416386048995, 2.0556973359408404, 2.057755091031872, 2.05981490593781, 2.0618767827205304, 2.0639407234439746, 2.066006730174149, 2.068074804979128, 2.070144949929057, 2.072217167096153, 2.0742914585547076, 2.0763678263810887, 2.0784462726537427, 2.080526799453196, 2.082609408862058, 2.084694102965023, 2.086780883848872, 2.0888697536024745, 2.0909607143167914, 2.0930537680848764, 2.0951489170018784, 2.0972461631650434, 2.099345508673717, 2.1014469556293465, 2.103550506135482, 2.1056561622977794, 2.1077639262240035, 2.1098738000240274, 2.111985785809837, 2.1140998856955324, 2.1162161017973298, 2.1183344362335634, 2.1204548911246883, 2.1225774685932817, 2.1247021707640457, 2.1268289997638097, 2.128957957721531, 2.1310890467682997, 2.1332222690373372, 2.135357626664001, 2.1374951217857867, 2.1396347565423293, 2.141776533075405, 2.1439204535289336, 2.1460665200489824, 2.148214734783766, 2.1503650998836497, 2.1525176175011507, 2.1546722897909416, 2.1568291189098514, 2.158988107016868, 2.1611492562731414, 2.163312568841983, 2.165478046888872, 2.167645692581454, 2.169815508089543, 2.171987495585128, 2.1741616572423705, 2.176337995237608, 2.1785165117493572, 2.1806972089583154, 2.1828800890473627, 2.185065154201564, 2.1872524066081724, 2.189441848456629, 2.1916334819385677, 2.1938273092478155, 2.196023332580396, 2.1982215541345305, 2.200421976110641, 2.2026246007113524, 2.2048294301414937, 2.207036466608102, 2.2092457123204223, 2.211457169489912, 2.2136708403302423, 2.2158867270572995, 2.2181048318891885, 2.2203251570462346, 2.2225477047509856, 2.224772477228214, 2.226999476704919, 2.2292287054103292, 2.231460165575905, 2.2336938594353404, 2.235929789224565, 2.2381679571817465]","[14, 9, 0, 0, 2, 14, 0, 4, 1, 2, 1, 5, 4, 2, 0, 1, 5, 2, 2, 0, 4, 4, 5, 4, 5, 3, 3, 5, 2, 5, 5, 3, 0, 1, 0, 5, 2, 0, 1, 2, 0, 6, 0, 0, 1, 4, 1, 4, 4, 1, 4, 2, 1, 5, 1, 2, 5, 3, 2, 4, 5, 1, 3, 4, 0, 6, 3, 0, 3, 5, 0, 1, 4, 0, 1, 0, 5, 2, 1, 1, 3, 0, 4, 0, 2, 3, 2, 1, 4, 0, 1, 3, 2, 2, 0, 3, 2, 0, 1, 4, 0, 1, 5, 0, 5, 2, 3, 4, 4, 0, 2, 3, 5, 3, 2, 5, 2, 3, 3, 0, 3, 5, 0, 1, 0, 3, 3, 0, 1, 2, 0, 3, 0, 0, 0, 5, 5, 4, 1, 0, 3, 3, 2, 3, 4, 5, 1, 1, 3, 0, 1, 2, 5, 2, 0, 6, 3, 0, 3, 6, 0, 5, 0, 0, 5, 3, 5, 4, 2, 5, 1, 1, 3, 4, 3, 1, 5, 2, 0, 3, 4, 3, 5, 8, 0, 4, 3, 0, 3, 2, 0, 6, 2, 0, 4, 1, 3, 5, 3, 2, 0, 4, 4, 2, 3, 5, 4, 4, 2, 5, 4, 0, 6, 5, 0, 7, 8, 0, 1, 2, 0, 2, 1, 0, 0, 4, 5, 4, 3, 2, 1, 1, 5, 2, 2, 0, 0, 1, 5, 3, 1, 3, 6, 8, 0, 3, 7, 0, 2, 0, 0, 3, 0, 0, 4, 0, 0, 1, 1, 5, 0, 3, 5, 2, 5, 4, 4, 4, 5, 3, 2, 1, 7, 0, 0, 5, 7, 0, 5, 0, 0, 4, 1, 0]","{'latency': 871529598, 'energy': 21871257.2, 'area': 415227000.0, 'power': 4.733117692307692, 'cnt_pes': 600, 'l1_mem': 54, 'l2_mem': 2690304, 'edp': 1.9061447995270604e+16}",269,0.13646350880826844
1,"[1.25000000e-04 2.56000000e-01 1.00000000e+00 1.00000000e+00
 3.33333333e-01 2.08333333e-01 9.58333333e-01 1.00000000e+00
 1.66666667e-01 1.00000000e+00 6.66666667e-01 6.66666667e-01
 6.66666667e-01 5.00000000e-01 6.66666667e-01 1.00000000e+00
 1.00000000e+00 8.33333333e-01 1.00000000e+00 1.66666667e-01
 3.33333333e-01 1.66666667e-01 1.00000000e+00 5.00000000e-01
 1.00000000e+00 1.66666667e-01 1.00000000e+00 1.66666667e-01
 3.33333333e-01 3.33333333e-01 8.33333333e-01 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 2.50000000e-01
 5.00000000e-01 1.00000000e+00 3.33333333e-01 3.33333333e-01
 1.00000000e+00 4.50450450e-03 4.50450450e-03 1.00000000e+00
 1.00000000e+00 1.66666667e-01 1.00000000e+00 5.00000000e-01
 1.66666667e-01 3.33333333e-01 5.00000000e-01 5.00000000e-01
 8.33333333e-01 3.33333333e-01 3.33333333e-01 6.66666667e-01
 3.33333333e-01 1.66666667e-01 8.33333333e-01 1.66666667e-01
 1.00000000e+00 5.00000000e-01 3.12500000e-02 1.00000000e+00
 1.00000000e+00 1.56250000e-02 3.12500000e-02 1.00000000e+00
 1.00000000e+00 1.66666667e-01 1.00000000e+00 3.33333333e-01
 4.50450450e-03 1.00000000e+00 1.00000000e+00 8.33333333e-01
 3.33333333e-01 8.33333333e-01 1.66666667e-01 6.66666667e-01
 1.00000000e+00 8.33333333e-01 1.00000000e+00 8.33333333e-01
 5.00000000e-01 1.66666667e-01 8.33333333e-01 5.00000000e-01
 6.66666667e-01 1.00000000e+00 3.33333333e-01 5.00000000e-01
 1.00000000e+00 6.25000000e-02 1.00000000e+00 3.12500000e-02
 1.00000000e+00 1.00000000e+00 1.00000000e+00 1.00000000e-01
 1.00000000e+00 5.00000000e-01 2.00000000e-01 1.00000000e+00
 5.00000000e-01 5.00000000e-01 6.66666667e-01 1.00000000e+00
 1.00000000e+00 3.33333333e-01 1.00000000e+00 8.33333333e-01
 8.33333333e-01 3.33333333e-01 3.33333333e-01 1.66666667e-01
 5.00000000e-01 8.33333333e-01 1.66666667e-01 1.66666667e-01
 3.33333333e-01 1.66666667e-01 2.50000000e-01 1.25000000e-01
 1.00000000e+00 7.81250000e-03 7.81250000e-03 1.00000000e+00
 9.09090909e-02 1.00000000e-01 1.00000000e+00 5.00000000e-01
 1.00000000e-01 1.00000000e+00 6.66666667e-01 3.33333333e-01
 1.00000000e+00 3.33333333e-01 5.00000000e-01 1.66666667e-01
 8.33333333e-01 8.33333333e-01 3.33333333e-01 1.00000000e+00
 5.00000000e-01 1.00000000e+00 8.33333333e-01 1.00000000e+00
 8.33333333e-01 1.00000000e+00 5.00000000e-01 1.00000000e+00
 3.12500000e-02 1.56250000e-02 1.00000000e+00 2.50000000e-01
 6.25000000e-02 1.00000000e+00 1.11111111e-01 3.70370370e-02
 1.00000000e+00 1.66666667e-01 1.85185185e-02 1.00000000e+00
 1.00000000e+00 1.00000000e+00 1.00000000e+00 6.66666667e-01
 1.66666667e-01 8.33333333e-01 1.66666667e-01 8.33333333e-01
 5.00000000e-01 6.66666667e-01 1.66666667e-01 3.33333333e-01
 8.33333333e-01 8.33333333e-01 3.33333333e-01 3.33333333e-01
 3.33333333e-01 1.00000000e+00 3.90625000e-03 5.00000000e-01
 1.00000000e+00 1.00000000e+00 3.90625000e-03 1.00000000e+00
 5.55555556e-02 5.55555556e-02 1.00000000e+00 1.66666667e-01
 5.00000000e-01 1.00000000e+00 5.00000000e-01 1.66666667e-01
 1.00000000e+00 5.00000000e-01 3.33333333e-01 5.00000000e-01
 5.00000000e-01 5.00000000e-01 1.00000000e+00 5.00000000e-01
 5.00000000e-01 1.66666667e-01 3.33333333e-01 1.66666667e-01
 3.33333333e-01 3.33333333e-01 6.66666667e-01 8.33333333e-01
 3.12500000e-02 7.81250000e-03 1.00000000e+00 3.12500000e-02
 7.81250000e-03 1.00000000e+00 3.84615385e-02 3.84615385e-02
 1.00000000e+00 1.00000000e+00 7.69230769e-02 1.00000000e+00
 3.33333333e-01 6.66666667e-01 8.33333333e-01 8.33333333e-01
 1.66666667e-01 5.00000000e-01 6.66666667e-01 1.66666667e-01
 3.33333333e-01 1.00000000e+00 1.66666667e-01 3.33333333e-01
 8.33333333e-01 3.33333333e-01 6.66666667e-01 6.66666667e-01
 8.33333333e-01 1.00000000e+00 1.00000000e+00 3.12500000e-02
 1.00000000e+00 3.12500000e-02 1.95312500e-03 1.00000000e+00
 3.84615385e-02 3.84615385e-02 1.00000000e+00 5.00000000e-01
 3.84615385e-02 1.00000000e+00 1.00000000e+00 3.33333333e-01
 3.33333333e-01 5.00000000e-01 1.66666667e-01 1.00000000e+00
 3.33333333e-01 8.33333333e-01 6.66666667e-01 8.33333333e-01
 1.66666667e-01 6.66666667e-01 8.33333333e-01 1.00000000e+00
 1.66666667e-01 1.66666667e-01 5.00000000e-01 5.00000000e-01
 6.25000000e-02 3.12500000e-02 1.00000000e+00 1.25000000e-01
 7.81250000e-03 1.00000000e+00 1.66666667e-01 2.50000000e-01
 1.00000000e+00 2.50000000e-01 1.66666667e-01 1.00000000e+00]",9.287926353837173,"[6.9976453982184035, 7.0046500482666705, 7.011661709976647, 7.018680390367014, 7.025706096463478, 7.032738835298776, 7.039778613912689, 7.046825439352041, 7.053879318670711, 7.060940258929641, 7.068008267196838, 7.075083350547385, 7.082165516063449, 7.089254770834283, 7.096351121956239, 7.103454576532772, 7.110565141674447, 7.117682824498946, 7.124807632131077, 7.131939571702779, 7.139078650353133, 7.146224875228361, 7.153378253481843, 7.160538792274116, 7.16770649877289, 7.174881380153042, 7.182063443596639, 7.1892526962929315, 7.19644914543837, 7.2036527982366065, 7.210863661898505, 7.218081743642147, 7.225307050692839, 7.232539590283122, 7.239779369652775, 7.247026396048823, 7.254280676725549, 7.261542218944493, 7.268811029974468, 7.276087117091559, 7.2833704875791385, 7.2906611487278665, 7.297959107835703, 7.305264372207911, 7.312576949157068, 7.31989684600307, 7.327224070073143, 7.334558628701845, 7.341900529231076, 7.349249779010086, 7.356606385395482, 7.363970355751233, 7.371341697448682, 7.378720417866549, 7.386106524390939, 7.393500024415355, 7.400900925340696, 7.408309234575271, 7.415724959534806, 7.423148107642449, 7.4305786863287775, 7.438016703031809, 7.445462165197006, 7.452915080277283, 7.460375455733017, 7.467843299032049, 7.475318617649699, 7.4828014190687675, 7.490291710779547, 7.497789500279827, 7.505294795074902, 7.512807602677579, 7.520327930608188, 7.527855786394582, 7.535391177572154, 7.542934111683838, 7.550484596280118, 7.558042638919037, 7.565608247166203, 7.573181428594798, 7.580762190785584, 7.588350541326911, 7.595946487814725, 7.603550037852577, 7.611161199051629, 7.618779979030659, 7.626406385416075, 7.634040425841917, 7.641682107949867, 7.649331439389257, 7.6569884278170735, 7.664653080897971, 7.672325406304275, 7.6800054117159915, 7.687693104820812, 7.695388493314126, 7.703091584899025, 7.710802387286312, 7.718520908194506, 7.7262471553498555, 7.733981136486342, 7.741722859345688, 7.7494723316773655, 7.757229561238604, 7.764994555794398, 7.772767323117515, 7.780547870988504, 7.7883362071957, 7.796132339535235, 7.803936275811045, 7.81174802383488, 7.819567591426306, 7.8273949864127195, 7.835230216629349, 7.8430732899192686, 7.850924214133402, 7.8587829971305325, 7.86664964677731, 7.874524170948258, 7.882406577525784, 7.8902968744001845, 7.898195069469654, 7.906101170640294, 7.914015185826121, 7.921937122949069, 7.929866989939009, 7.937804794733743, 7.945750545279021, 7.95370424952855, 7.9616659154439935, 7.9696355509949885, 7.9776131641591475, 7.98559876292207, 7.993592355277348, 8.001593949226574, 8.009603552779353, 8.017621173953307, 8.025646820774082, 8.033680501275358, 8.041722223498857, 8.049771995494352, 8.057829825319672, 8.065895721040713, 8.073969690731444, 8.082051742473917, 8.090141884358275, 8.098240124482757, 8.10634647095371, 8.114460931885596, 8.122583515400997, 8.130714229630629, 8.138853082713341, 8.147000082796138, 8.155155238034173, 8.163318556590763, 8.1714900466374, 8.179669716353754, 8.187857573927682, 8.196053627555237, 8.204257885440677, 8.212470355796475, 8.220691046843317, 8.228919966810126, 8.237157123934061, 8.245402526460522, 8.253656182643164, 8.261918100743907, 8.27018828903294, 8.27846675578873, 8.286753509298027, 8.295048557855882, 8.303351909765647, 8.311663573338986, 8.319983556895883, 8.328311868764647, 8.33664851728193, 8.344993510792722, 8.353346857650372, 8.361708566216588, 8.370078644861449, 8.378457101963413, 8.386843945909321, 8.395239185094416, 8.403642827922338, 8.412054882805144, 8.420475358163307, 8.428904262425732, 8.437341604029761, 8.445787391421183, 8.454241633054236, 8.462704337391628, 8.471175512904532, 8.479655168072604, 8.488143311383988, 8.496639951335323, 8.505145096431756, 8.513658755186942, 8.522180936123064, 8.530711647770834, 8.539250898669504, 8.54779869736687, 8.55635505241929, 8.564919972391682, 8.573493465857538, 8.582075541398938, 8.590666207606544, 8.599265473079624, 8.60787334642605, 8.616489836262312, 8.625114951213526, 8.63374869991344, 8.642391091004445, 8.651042133137583, 8.659701834972555, 8.668370205177732, 8.677047252430162, 8.685732985415578, 8.694427412828407, 8.70313054337178, 8.711842385757537, 8.720562948706243, 8.72929224094719, 8.738030271218408, 8.746777048266674, 8.755532580847522, 8.764296877725247, 8.77306994767292, 8.781851799472392, 8.790642441914306, 8.799441883798105, 8.808250133932036, 8.817067201133169, 8.825893094227396, 8.834727822049446, 8.84357139344289, 8.85242381726015, 8.861285102362512, 8.870155257620132, 8.879034291912044, 8.88792221412617, 8.89681903315933, 8.905724757917248, 8.914639397314563, 8.923562960274838, 8.93249545573057, 8.941436892623193, 8.950387279903095, 8.959346626529625, 8.968314941471096, 8.977292233704802, 8.98627851221702, 8.995273786003022, 9.004278064067089, 9.013291355422512, 9.022313669091604, 9.03134501410571, 9.040385399505215, 9.049434834339555, 9.058493327667223, 9.067560888555779, 9.07663752608186, 9.085723249331192, 9.09481806739859, 9.103921989387977, 9.11303502441239, 9.122157181593984, 9.131288470064048, 9.14042889896301, 9.149578477440452, 9.158737214655106, 9.16790511977488, 9.177082201976857, 9.186268470447304, 9.195463934381687, 9.204668602984672, 9.213882485470142, 9.223105591061204, 9.232337928990194, 9.241579508498694, 9.250830338837531, 9.260090429266798, 9.269359789055853, 9.278638427483337, 9.287926353837173]","[1, 9, 0, 0, 0, 4, 22, 23, 0, 5, 3, 3, 3, 2, 3, 5, 5, 4, 5, 0, 1, 0, 5, 2, 5, 0, 5, 0, 1, 1, 4, 5, 1, 1, 0, 4, 5, 0, 5, 5, 0, 0, 0, 0, 5, 0, 5, 2, 0, 1, 2, 2, 4, 1, 1, 3, 1, 0, 4, 0, 5, 2, 1, 6, 0, 0, 1, 0, 7, 4, 0, 5, 0, 0, 5, 4, 1, 4, 0, 3, 5, 4, 5, 4, 2, 0, 4, 2, 3, 5, 1, 2, 6, 2, 0, 2, 7, 0, 7, 4, 0, 6, 5, 0, 2, 2, 3, 5, 5, 1, 5, 4, 4, 1, 1, 0, 2, 4, 0, 0, 1, 0, 5, 4, 0, 0, 0, 0, 3, 4, 0, 6, 4, 0, 3, 1, 5, 1, 2, 0, 4, 4, 1, 5, 2, 5, 4, 5, 4, 5, 2, 5, 2, 1, 0, 6, 4, 0, 3, 1, 0, 4, 0, 0, 5, 5, 5, 3, 0, 4, 0, 4, 2, 3, 0, 1, 4, 4, 1, 1, 1, 5, 0, 7, 0, 8, 0, 0, 2, 2, 0, 4, 6, 0, 2, 0, 5, 2, 1, 2, 2, 2, 5, 2, 2, 0, 1, 0, 1, 1, 3, 4, 3, 1, 0, 4, 2, 0, 0, 0, 0, 3, 1, 0, 1, 3, 4, 4, 0, 2, 3, 0, 1, 5, 0, 1, 4, 1, 3, 3, 4, 5, 9, 4, 0, 4, 0, 0, 0, 0, 0, 2, 0, 0, 5, 1, 1, 2, 0, 5, 1, 4, 3, 4, 0, 3, 4, 5, 0, 0, 2, 2, 5, 4, 0, 6, 2, 0, 1, 2, 0, 2, 1, 0]","{'latency': 330499826, 'energy': 48279584.0, 'area': 20377500.0, 'power': 0.22213000000000005, 'cnt_pes': 48, 'l1_mem': 54, 'l2_mem': 978, 'edp': 1.5956394111352384e+16}",252,0.5850843649460967
