latency,energy,area,power,cnt_pes,l1_mem,l2_mem,edp,pe_util,noc_bw_req,l1_mem_req,l2_mem_req
0.9999999999999998,0.22138216088088242,-0.05659026155973195,-0.06619577279999918,-0.05212907498618843,-0.26471585857587565,-0.2150922053367285,0.9142152716948198,-0.7963102884691148,-0.8266427261606508,-0.26635598575889213,-0.2195964767316478
0.22138216088088242,1.0,-0.8539857951481638,-0.8677325590537491,-0.8518236445114417,-0.5776678640394309,-0.9189835137225808,0.5481309681309681,-0.5079000288594571,0.05477965877965879,-0.576465384651414,-0.9395251213736006
-0.05659026155973195,-0.8539857951481636,1.0,0.9974567888345737,0.9999516797778788,0.4496789036471548,0.8560929977474834,-0.3786809370421197,0.4519914958909085,-0.11697533739679732,0.4466623914455765,0.8787090052044678
-0.06619577279999918,-0.8677325590537491,0.9974567888345737,1.0,0.9972467214520204,0.486730593119568,0.8704440772776351,-0.39138635046762477,0.45647710125339724,-0.11948071707813986,0.4845592871942429,0.8928449715081471
-0.05212907498618843,-0.8518236445114417,0.9999516797778787,0.9972467214520204,1.0,0.4484748535026333,0.8537101102570845,-0.3742815819246368,0.4496669498166254,-0.11978052499163017,0.4454712698762104,0.8766263813352909
-0.2647158585758757,-0.577667864039431,0.44967890364715485,0.48673059311956796,0.4484748535026332,1.0,0.5064800480002077,-0.45614494407759587,0.38981956847739896,-0.006061884954498087,0.9950286689902146,0.5174158389368988
-0.2150922053367285,-0.9189835137225808,0.8560929977474834,0.870444077277635,0.8537101102570845,0.5064800480002077,1.0,-0.5217579005581632,0.4924197109999553,-0.0405389209973469,0.5064371126642688,0.9898268349373367
0.9142152716948196,0.5481309681309681,-0.37868093704211964,-0.39138635046762477,-0.3742815819246368,-0.45614494407759587,-0.5217579005581632,1.0,-0.8655347431855819,-0.6523228963228964,-0.4576612827298119,-0.5309127935944331
-0.7963102884691149,-0.5079000288594571,0.4519914958909084,0.45647710125339724,0.44966694981662536,0.38981956847739896,0.4924197109999553,-0.8655347431855818,1.0,0.7448070514360619,0.3899582425531867,0.5144250523466785
-0.8266427261606508,0.05477965877965879,-0.11697533739679732,-0.11948071707813984,-0.11978052499163018,-0.006061884954498087,-0.0405389209973469,-0.6523228963228964,0.7448070514360619,1.0,-0.002248508618462234,-0.03719894196989632
-0.26635598575889213,-0.5764653846514138,0.4466623914455765,0.48455928719424296,0.44547126987621033,0.9950286689902146,0.5064371126642688,-0.4576612827298118,0.3899582425531867,-0.0022485086184622334,1.0,0.5168831003361747
-0.2195964767316478,-0.9395251213736006,0.8787090052044677,0.892844971508147,0.8766263813352908,0.5174158389368988,0.9898268349373366,-0.5309127935944331,0.5144250523466785,-0.03719894196989632,0.5168831003361747,0.9999999999999998
