latency,energy,area,power,cnt_pes,l1_mem,l2_mem,edp,pe_util,noc_bw_req,l1_mem_req,l2_mem_req
1.0,0.3071079167218584,-0.10679347406320802,-0.10946627212062442,-0.10218277184970333,,-0.2733185823568866,0.9358683553668797,-0.7767552543792653,-0.5460754730599906,,-0.30056075349208183
0.3071079167218584,1.0,-0.78773936230278,-0.7948184129599329,-0.7853744480250238,,-0.8805012498166472,0.555206049461225,-0.3476210173935432,0.36026133314717884,,-0.8979678680200152
-0.10679347406320804,-0.78773936230278,1.0,0.9992290579123111,0.9999668500991539,,0.8386256689458891,-0.32211871462823166,0.2662271366839381,-0.4164246425537849,,0.8475771729403594
-0.10946627212062443,-0.7948184129599328,0.9992290579123112,1.0,0.9990784930087928,,0.8476340965109481,-0.32609801457573145,0.26755010614690977,-0.41916020082624617,,0.8566396588031548
-0.10218277184970333,-0.7853744480250237,0.9999668500991538,0.9990784930087929,1.0,,0.836265668440092,-0.3174146005665016,0.263409657644,-0.41835296912644654,,0.8452367681695837
,,,,,,,,,,,
-0.2733185823568866,-0.8805012498166473,0.8386256689458891,0.847634096510948,0.836265668440092,,1.0,-0.48727837664433227,0.32922106440706783,-0.3665334992993991,,0.9822167735655416
0.9358683553668798,0.555206049461225,-0.32211871462823166,-0.32609801457573145,-0.3174146005665016,,-0.48727837664433227,0.9999999999999999,-0.7268070312873979,-0.3365272967224285,,-0.5069724035802423
-0.7767552543792653,-0.34762101739354323,0.2662271366839381,0.26755010614690977,0.263409657644,,0.32922106440706783,-0.7268070312873979,1.0,0.6229569925620055,,0.3775381561536402
-0.5460754730599906,0.36026133314717884,-0.4164246425537849,-0.41916020082624617,-0.41835296912644654,,-0.3665334992993991,-0.3365272967224285,0.6229569925620054,0.9999999999999999,,-0.3429941546190673
,,,,,,,,,,,
-0.30056075349208183,-0.8979678680200152,0.8475771729403593,0.8566396588031548,0.8452367681695837,,0.9822167735655415,-0.5069724035802423,0.3775381561536402,-0.3429941546190673,,1.0
